,Unnamed: 0,id,text,prompt,score
28,28,zh_020029,a certains plastiques se sont allongés certains se sont raccourcis certains non b(_1) prolonger le temps d'accrochage des poids (2) changer le poids des poids,2,0
38,38,zh_020039,(_1) Le plastique n'est pas très élastique (2) Il faut utiliser des mesures plus légères et ne pas utiliser de poids.,2,0
59,59,zh_020060,a le matériau de type A est plus malléable b connecter une extrémité du gobelet en plastique au ressort l'autre extrémité du ressort à la paroi utiliser pour étirer l'autre extrémité du gobelet et observer la longueur de l'allongement,2,0
74,74,zh_020075,(_1) Le matériau D est le plus élastique le matériau A est le moins élastique (2) Augmenter la masse des poids Augmenter le temps de séjour des poids,2,0
75,75,zh_020076,a : allongement différent de plastiques de différentes résistances après avoir été soumis à une tension b : (_1) changer le nombre de poids dans chaque essai et prendre la valeur moyenne de plusieurs expériences (2) changer le temps de suspension des poids et prendre la valeur moyenne de plusieurs expériences,2,1
79,79,zh_020080,(_1)La classe C est la plus élastique(2)Augmenter la force (masse du poids) pour observer le degré d'élasticité de D ; observer l'élasticité des quatre matériaux en les serrant,2,0
97,97,zh_020098,a. Le disque dur en plastique D a une meilleure élasticité polymérique b : prenez deux de chaque échantillon et répétez l'expérience ci-dessus et enregistrez cette mesure,2,2
107,107,zh_020108,La quantité d'élongation des quatre matériaux n'a pas beaucoup changé dans les deux expériences.,2,0
116,116,zh_020117,a des plastiques différents ont une ductilité différente b(_1) prenez 4 plastiques de même longueur ajoutez les mêmes poids suspendez pendant le même temps tirez des conclusions ,2,3
121,121,zh_020122,(_1) L'allongement du plastique est lié à la suspension (2) Utilisation du principe de la variable unique (3) Matériel expérimental utilisé,2,1
155,155,zh_020156,(_1) Le matériau D est plus élastique (2) (1) Ajuster le poids des poids (2) Ajuster le temps d'accrochage,2,0
158,158,zh_020159,a B le plastique est le plus élastique b les poids sont pesés plus d'une fois,2,2
161,161,zh_020162,Le plastique D est le meilleur Aucune amélioration nécessaire,2,0
212,212,zh_020213,Le plastique A a une mauvaise élasticité Utilisez la même longueur initiale de plastique Faites les tests simultanément,2,2
224,224,zh_020225,"D la rétention du matériau est forte, C l'élasticité du matériau est forte, augmenter la quantité de poids appropriée ; prolonger le temps d'essai",2,0
271,271,zh_020272,a : la quantité d'étirement varie selon le type de plastique b : (_1) laissez les poids pendre pendant 3 min (2) mesurez la longueur du matériau plusieurs fois et prenez la moyenne,2,1
275,275,zh_020276,"a:Différents types de matériaux ont des longueurs d'élongation différentes, le changement de la longueur d'élongation est lié au matériau du plastique, que ce soit les poids. b(_1)Répétez l'expérience plusieurs fois (2)Un dynamomètre à ressort peut être utilisé à la place pour mesurer la magnitude de la force de traction (3)L'échantillon de plastique a besoin de",2,2
300,300,zh_020301,Conclusion : Le matériau B s'est étiré le plus Améliorations : (_1) Utiliser des pinces en fer (2) Allonger le temps d'accrochage à 10 minutes,2,1
311,311,zh_020312,"a : Après le premier étirement du plastique, il n'y a plus de déformation élastique. b : (_1) Les polymères ne peuvent pas subir de déformation élastique. (2) Certains polymères peuvent être étirés et d'autres non.",2,0
