,Unnamed: 0,id,text,prompt,score
27,27,zh_020028,a El plástico B es bien dúctil b(_1) Se debe probar antes del experimento para ver si el plástico es dúctil sin el experimento (2) Se debe tomar un enfoque de variable controlada durante el experimento,2,2
29,29,zh_020030,a C es más elástico D es relativamente estable AB es menos elástico (_1) Experimente dos veces con pesos de diferentes masas del mismo material,2,0
39,39,zh_020040,Conclusión: Los polímeros plásticos D son más estables en elasticidad Método: Diseño experimental (_1) experimentos múltiples para evitar el azar (2) cumplimiento estricto de las variables de control,2,3
50,50,zh_020051,"a cuanto más tiempo se estire el plástico, mayor será el alargamiento b utilizar una palanca vertical para suspenderlo y que la fuerza sea uniforme puede aumentar la cantidad de pesos para reducir el tiempo del experimento",2,0
64,64,zh_020065,(_1) El plástico D es menos elástico (2) (1) Probar de nuevo con un peso de mayor masa (2) Tardar más tiempo,2,0
76,76,zh_020077,Conclusión: diferentes polímeros plásticos tienen diferente elasticidad Mejoras (_1) cambiar la medición a una variedad de polímeros plásticos para variar los resultados del experimento (2) aplicar diferentes fuerzas de tracción al mismo material y medir varias veces,2,1
87,87,zh_020088,a. Los diferentes polímeros plásticos tienen diferente elasticidad y el plástico A es el más elástico b. (_1) Las pesas se cuelgan durante un tiempo moderadamente largo y la misma cantidad de tiempo durante más de dos experimentos,2,0
127,127,zh_020128,Masa de pesas Masa de abrazaderas Agarre de abrazaderas,2,0
129,129,zh_020130,Tomar una muestra de un determinado tipo de plástico y medir la longitud,2,0
136,136,zh_020137,a La cantidad de alargamiento está relacionada con el tipo de plástico b Asegúrese de que el tipo de material es uniforme La calidad de los pesos es uniforme,2,2
139,139,zh_020140,a A es el más elástico C es el menos elástico b Tira del plástico con dos objetos separados,2,0
146,146,zh_020147,a el cuarto plástico no tiene elasticidad b elija un material donde el fenómeno sea evidente,2,0
177,177,zh_020178,a La cantidad de estiramiento de un plástico está relacionada con el tipo de plástico b Aumentar la cantidad de estiramiento,2,1
211,211,zh_020212,"a, el plástico se puede estirar b(_1) alargar el tiempo de colgado (2) garantizar que la longitud original de la muestra sea la misma dos veces",2,1
229,229,zh_020230,"Conclusión: Cuanto más largo sea el tramo T_1, más largo será el tramo T2. Métodos de mejora (1) las muestras deben seleccionarse con longitudes variables, pero la cantidad de longitudes debe aumentar de forma gradual; (2) las variables de control",2,1
240,240,zh_020241,(_1) Diferentes plásticos . Diferente elasticidad (2) Mismo control de variables .,2,2
292,292,zh_020293,a Diferentes tipos de plásticos pueden estirarse de forma diferente con el tiempo b(_1) Primer y segundo experimento utilizando dos plásticos idénticos (2) Añadiendo pesos de igual masa para ambos experimentos,2,2
294,294,zh_020295,"a algunos materiales se estirarán, pero otros seguirán teniendo la misma longitud o incluso se encogerán b haz que las pesas cuelguen durante más tiempo antes de medirlas",2,0
307,307,zh_020308,"D tiene la mayor longitud de estiramiento, graba la prueba que quiere, y mantiene el original constante para varias pruebas",2,0
