id	prompt	score
fr_100001	10	1
fr_100002	10	2
fr_100003	10	2
fr_100004	10	0
fr_100005	10	1
fr_100006	10	0
fr_100007	10	0
fr_100008	10	2
fr_100009	10	1
fr_100010	10	1
fr_100011	10	2
fr_100012	10	1
fr_100013	10	1
fr_100014	10	2
fr_100015	10	2
fr_100016	10	2
fr_100017	10	0
fr_100018	10	1
fr_100019	10	1
fr_100020	10	1
fr_100021	10	1
fr_100022	10	0
fr_100023	10	1
fr_100024	10	2
fr_100025	10	0
fr_100026	10	1
fr_100027	10	0
fr_100028	10	2
fr_100029	10	1
fr_100030	10	0
fr_100031	10	2
fr_100032	10	0
fr_100033	10	2
fr_100034	10	1
fr_100035	10	0
fr_100036	10	2
fr_100037	10	1
fr_100038	10	2
fr_100039	10	1
fr_100040	10	1
fr_100041	10	0
fr_100042	10	0
fr_100043	10	0
fr_100044	10	1
fr_100045	10	0
fr_100046	10	0
fr_100047	10	0
fr_100048	10	2
fr_100049	10	2
fr_100050	10	0
fr_100051	10	0
fr_100052	10	0
fr_100053	10	2
fr_100054	10	0
fr_100055	10	2
fr_100056	10	1
fr_100057	10	2
fr_100058	10	2
fr_100059	10	1
fr_100060	10	0
fr_100061	10	1
fr_100062	10	0
fr_100063	10	0
fr_100064	10	1
fr_100065	10	0
fr_100066	10	1
fr_100067	10	1
fr_100068	10	1
fr_100069	10	2
fr_100070	10	0
fr_100071	10	0
fr_100072	10	0
fr_100073	10	0
fr_100074	10	1
fr_100075	10	0
fr_100076	10	1
fr_100077	10	0
fr_100078	10	1
fr_100079	10	0
fr_100080	10	1
fr_100081	10	1
fr_100082	10	0
fr_100083	10	0
fr_100084	10	0
fr_100085	10	0
fr_100086	10	2
fr_100087	10	1
fr_100088	10	1
fr_100089	10	0
fr_100090	10	1
fr_100091	10	1
fr_100092	10	2
fr_100093	10	0
fr_100094	10	0
fr_100095	10	1
fr_100096	10	0
fr_100097	10	2
fr_100098	10	0
fr_100099	10	1
fr_100100	10	1
fr_100101	10	1
fr_100102	10	1
fr_100103	10	2
fr_100104	10	1
fr_100105	10	2
fr_100106	10	0
fr_100107	10	1
fr_100108	10	2
fr_100109	10	1
fr_100110	10	0
fr_100111	10	2
fr_100112	10	1
fr_100113	10	0
fr_100114	10	0
fr_100115	10	1
fr_100116	10	0
fr_100117	10	2
fr_100118	10	2
fr_100119	10	0
fr_100120	10	2
fr_100121	10	1
fr_100122	10	2
fr_100123	10	0
fr_100124	10	2
fr_100125	10	1
fr_100126	10	1
fr_100127	10	0
fr_100128	10	1
fr_100129	10	0
fr_100130	10	1
fr_100131	10	1
fr_100132	10	2
fr_100133	10	1
fr_100134	10	1
fr_100135	10	1
fr_100136	10	0
fr_100137	10	1
fr_100138	10	0
fr_100139	10	1
fr_100140	10	0
fr_100141	10	1
fr_100142	10	1
fr_100143	10	0
fr_100144	10	2
fr_100145	10	1
fr_100146	10	0
fr_100147	10	0
fr_100148	10	0
fr_100149	10	1
fr_100150	10	0
fr_100151	10	1
fr_100152	10	2
fr_100153	10	1
fr_100154	10	2
fr_100155	10	1
fr_100156	10	1
fr_100157	10	1
fr_100158	10	0
fr_100159	10	1
fr_100160	10	1
fr_100161	10	0
fr_100162	10	2
fr_100163	10	1
fr_100164	10	1
fr_100165	10	1
fr_100166	10	0
fr_100167	10	1
fr_100168	10	2
fr_100169	10	2
fr_100170	10	1
fr_100171	10	1
fr_100172	10	0
fr_100173	10	2
fr_100174	10	1
fr_100175	10	1
fr_100176	10	1
fr_100177	10	0
fr_100178	10	1
fr_100179	10	1
fr_100180	10	1
fr_100181	10	1
fr_100182	10	2
fr_100183	10	1
fr_100184	10	1
fr_100185	10	1
fr_100186	10	0
fr_100187	10	1
fr_100188	10	0
fr_100189	10	0
fr_100190	10	1
fr_100191	10	2
fr_100192	10	0
fr_100193	10	1
fr_100194	10	1
fr_100195	10	1
fr_100196	10	1
fr_100197	10	1
fr_100198	10	1
fr_100199	10	1
fr_100200	10	2
fr_100201	10	1
fr_100202	10	0
fr_100203	10	2
fr_100204	10	1
fr_100205	10	1
fr_100206	10	1
fr_100207	10	1
fr_100208	10	2
fr_100209	10	0
fr_100210	10	0
fr_100211	10	0
