,Unnamed: 0,id,text,prompt,score
5,5,en_cw_000006,每个容器中加入的醋的毫升数 容器的体积 容器周围的温度,1,2
12,12,en_cw_000013,测量倒入容器的醋量 如何确定质量 样品材料的形状和表面积是否需要相同？,1,2
33,33,en_cw_000040,对于_一个不知道这种程序的人来说，这很难。他们应该解释为什么每一个步骤都是这样说的。总的来说，它看起来是正确的，但如果我们能知道他们为什么要应用这个程序，这样就能更好地理解。,1,0
44,44,en_cw_000052,你需要_一个秤来测量每个样品前后的质量。你还需要蒸馏水和一个合适的方法来给你的容器贴上标签。,1,0
63,63,en_cw_000074,试验结束时，每个产品的视觉，纹理和颜色的变化。,1,0
67,67,en_cw_000078,取_四个样品，加入醋，用蒸馏水冲洗每个样品。,1,0
99,99,en_cw_000112,每种材料是如何称量的？ 如何选择材料的？,1,1
121,121,en_cw_000138,多少醋。  是否有阳光照射 是否有自由空气,1,1
188,188,en_cw_000210,"""我需要有关样品的几何形状的信息；具体的材料种类（我应该使用哪种木材）；我可以使用普通醋，还是应该使用特定的品牌？""",1,2
199,199,en_cw_000221,我需要知道酸雨通常由_什么组成，醋与酸雨相比如何，以及所有的样品是否在30分钟后完全干燥。我不认为木材会在这么长的时间内变干。,1,0
200,200,en_cw_000222,112,1,0
205,205,en_cw_000227,所需材料的名称是_什么？    应该倒多少醋？实验的温度是多少？,1,2
206,206,en_cw_000228,1.- 容器的温度 2.- 容器的压力 3.- 食醋的数量,1,1
215,215,en_cw_000238,07.四月,1,0
224,224,en_cw_000248,容器的体积，使用的醋的数量，容器保存的温度。挑剔点说，样品的形状和大小。除此之外，我可以用所给的信息来重复这个实验。,1,3
232,232,en_cw_000260,样品需要在_什么温度下静置24小时？,1,0
243,243,en_cw_000271,我需要知道应该倒的醋的量。,1,1
265,265,en_cw_000293,样品的种类，样品的大致尺寸，醋的种类，容器的种类（玻璃或其他）。,1,3
294,294,en_cw_000324,如何确定质量？，在实验的哪个部分提到了样品？,1,0
