,Unnamed: 0,ItemId,PromptId,Score1,AnswerText
0,1665,10_27614,10,0,"მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური მინიმალური თუ ეს იყო თეთრი, ეს შეიძლება იყოს ძალიან მშრალი do g, ასე რომ ვფიქრობ, რომ ligh gay არის კარგი ფერი."
1,501,10_26450,10,0,"light grey :: light grey იქნება კარგი ფერი, რადგან თუ y ou გამოიყენა შავი შემდეგ, რომ მოწინავე ენერგიას ხელს უწყობს მზე, რაც ხელს უწყობს ძაღლი სახლში და ძაღლი იქნება ცხელი. ასე რომ, თუ ჩვენ გამოიყენებთ მსუბუქი, ეს იღებს ზოგიერთი ენერგიას მზისგან, რადგან ფერი არის შავი და თეთრი შორის შეფუთვა, რაც კაცი სწორი ტემპერატურა."
2,976,10_26925,10,0,light grey :: light grey არ ეფუძნება dog house ნებისმიერ გზით.
3,658,10_26607,10,0,"თეთრი :: ისინი ფერი თეთრი, რადგან იგი ნაკლებად სინათლის სინათლის სინათლის."
4,451,10_26400,10,0,White: ეს არ არის შავი
5,335,10_26284,10,0,თეთრი :: თეთრი შეიძლება გაძლევთ მზის სინათლის ჩართვა ძაღლი სახლში
6,1708,10_27657,10,0,"თეთრი : იმიტომ, რომ თეთრი იღებს მინიმუმ energ y"
7,490,10_26439,10,0,"შავი :: შავი, რადგან ეს ეფექტი კაბა ფერი საჰაერო ტემპერატურა და რადგან იგი იღებს მეტი ენერგია."
8,1244,10_27193,10,0,სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის სინათლის...
9,963,10_26912,10,0,"შავი: თუ კაცი სახლი იყო შავი, ის აზიარებს მინიმუმ სინათლის მდე კაცი სახლი, რომელიც გაგრძელებს კაცი სინათლისგან."
