,id,text,prompt,score
0,de_000001,"essig,wasser,behälter",1,0
1,de_000002,Wie viel Essig soll eingefüllt werden? Sollen die  Proben ganz eingetaucht werden? Dürfen sie der Sonne ausgesetzt sein? Welche Essigsorte soll verwendet werden?,1,2
2,de_000003,"Man müsste auf jeden Fall wissen welche Konzentration der Essig hat, also wie hoch der Säuregehalt ist. Dann müsste man wissen wie die Proben in den Behältern gelagert werden sollen. Mit oder ohne Deckel? Kalt oder Warm?",1,1
3,de_000004,Glas Gummi Porzelan,1,0
4,de_000005,Wiederhole das gesamte Experiment. Nehme dazu neues Probenmaterial!. Beschrifte alles Neu!,1,0
5,de_000006,Wie viel Essig wurde verwendet? Aus welchem Material waren die Behälter? Wurden die Behälter verschlossen?,1,2
6,de_000007,"Es muss angegeben werden, welchse Essig verwendet wurde, in welchem Behälter wurden die Proben gelagert und ob die Proben komplett trocken geworden sind.",1,2
7,de_000008,"Wir müssen wissen, wie viel Wasser wir sammeln müssen, um die Probe zu machen",1,0
8,de_000009,Probe masse zu beginn masse am ende,1,0
9,de_000010,"Ausgangsgewicht, Endgewicht, Unterschied der Masse",1,0
10,de_000011,ich weiß es leider nicht. das ist halt so.,1,0
11,de_000012,Ich kann es mir nicht bildlich vorstellen - evtl skizzen oder n comic machen,1,0
12,de_000013,"Hilfreich wären noch Angaben zu verwendeten Messgeräten, hier Waagen. Des Weiteren sollten die Behälter genau benannt werden. Letzer Punkt der Prozedur muss """"Gewicht"""" durch """"Masse"""" ersetzt werden.",1,1
13,de_000014,- Größe der Proben; -Konzentration des Essigs; - Temperatur bei der Lagerung der Proben,1,2
14,de_000015,- Essigtemperatur - Essigmenge - Temperatur beim Trocknena,1,1
15,de_000016,"Es ist die genaue Definition des Proben-Materials (z.B. was für ein Holz, was für ein Plastik?) erforderlich. Die Form der Proben muss angegeben sein (Oberflächenbeschaffenheit). Die Temperatur und der Druck während dem Experiment. Es ist die Angabe über die Konzentration des Essigs nötig.",1,3
16,de_000017,"Ich verstehe Ihre Frage so, dass das selbe Experiment noch einmal gemacht wird. Also brauche ich wieder die Masse von Marmor, Kalkstein, Holz und Plastik zu Beginn und am Ende des Experiment. Ich brauche eine konkrete Anweisung, wie lange die Proben in den Behältern verbleiben sollen und wie lange Sie nach dem Abspülen mit destilliertem Wasser trocknen sollen.",1,0
17,de_000018,Reiner Essig oder Essigessenz Welche Menge Essig Welche Temperatur,1,2
18,de_000019,Längere Trocknungzeiten Weitere Proben: Schlamm/Lehm Wetter,1,0
19,de_000020,Woher stammen die Proben? Wurden die Proben vor dem Experiment mit irgendetwas behandelt? Wie genau ist die Waage?,1,1
20,de_000021,-Die Oberfläche der Proben -Die Temperatur unter der der Versuch durchgeführt wurde -Den Säuregehalt der Essigs (Präzisieren welcher Essig genau),1,2
21,de_000022,Wie viel Essig wird benutzt Ist die Probe nach 30 Minuten genauso trocken wie zu Beginn Wie hoch ist die Raumtemperatur,1,1
22,de_000023,"- wie lange sollen die Proben beim zweiten Versuch im Behälter liegen? - wie lange soll die Trocknung erfolgen, mehr/weniger als 30 Minuten? - nehmen wir die gleiche Sorte Essig?",1,1
23,de_000024,Mir scheinen sämtliche wichtige Informationen angegeben zu sein.,1,0
24,de_000025,"Masse zu Beginn, Masse am Ende und Unterschied in Masse",1,0
25,de_000026,-Den Wasserverlust der einzelnen Proben nach 24 Stunden -Den Wasseranteil innerhalb der Proben -Was bewirkt Essig in den einzelnen Fällen? -Wie ist die Wechselwirkung von Essig mit den Materialien? -Wie groß ist die Aufnahmefähigkeit der Materialien von Essig?,1,0
26,de_000027,Masse zu Beginn Masse am Ende Unterschied der Masse,1,0
27,de_000028,-Es fehlt die Aussage dass in jeden Behälter eine gewisse Menge an saurem Regen hizugefpgt wird. - Es ist nicht angegeben in was für einem Gefäß das Experimant durchgeführt wird -Es fehlt ein Fazit was das Experiment bewirken soll,1,1
28,de_000029,Art des Plastiks Art und Trockenheitsgrad es Holzes Säurehaltigkeit des Essigs,1,2
29,de_000030,Die Massen müssen erneut bestimmt werden. Der Gewichtsunterschied sollte prozentual berechnet werden.,1,0
30,de_000031,"Dichte, Temperatur, Materialbeschaffenheit",1,1
31,de_000032,Wie viel Essig wird verwendet? Werden die Behälter abgedeckt? Wie lange werden die Proben gespült?,1,2
32,de_000033,das Experiment finde ich erst mal gut um das zu der Schüler zu zeigen 2.  es könnte noch bisschen mehr Materialien probieren wie Eisen 3. solche Experiment sind auch wichtig,1,0
33,de_000034,"Gieße ausreichend Essig in die Behälter, damit sämtliche Proben vollständig mit Essig bedeckt sind. Die Proben sollen beim Trocknen nicht direkter Sonneneinstrahlung ausgesetzt sein.",1,0
34,de_000035,Die Ausgangsmasse Die Masse des Behälters Die Zeit,1,1
35,de_000036,masse beginn masse ende material,1,0
36,de_000037,"Um das Experiment zu wiederholen sollte man folgende Dinge wissen: 1. die Konzentration der Essigsäure im Essig 2. die Menge Essig die in die 4 Behälter gegossen wurden. 3. die Körnung der verschiedenen Materialien (massive Blöcke, zu Staub zermahlen, etc.) 4. genauere Beschaffenheit der Materialien (was für Plastik, was für Holz, ... )",1,3
37,de_000038,"wie viel Essig wird hinzugegeben, sind die proben nach 30 minuten schon ganz trocken, wie viel destiliertes wasser soll verwendet werden",1,2
38,de_000039,Wie viel essig wurde in die behälter gegeben? wie lang/gründlich wurden die proben mit wasser abgespült? wie genau war die waage zum messen der proben?,1,2
39,de_000040,"Reagenzgläser, Aufkleber,  Waage",1,0
40,de_000041,"Wie kommt es dazu, dass die verschiedenen Proben, verschiedene Masseverluste aufweisen? (Recherche in Lektüren). Um das Experiment zu wiederholen bräuchte man erneut verschiedene Proben und notwendiger Weise den Essig. Eventuell lässt sich aber ein besserer Stoff finden.",1,0
41,de_000042,-Umgebungstemperatur -Volumen an Essig -Konzentration von Essigsäure,1,2
42,de_000043,Man braucht nochmal mehr Masse Man muss die Behälter leeren Und sonst weiß ich es nicht sry,1,0
43,de_000044,"Wichtig zu wissen wäre noch der Säuregehalt des Essigs, die benötigte Menge an Essig und das Volumen des Behälters.",1,3
44,de_000045,"Was für ein Behältnis wurde verwendet, wurde eine geeichte Waage zum Wiegen genutzt mit welcher Fehlertoleranz, und um welche Art Holz [z. B. Buche, Eiche, Birke, etc.] und Kunststoff handelt es sich im Einzelnen.",1,2
45,de_000046,"Die Masse der Proben, Essig, 4 identische Behälter werden benötigt.",1,0
46,de_000047,In welchem verhältnis muss mann Essig zugeben. wie sammelt man Die Masse und wo wird die Masse gesammelt,1,1
47,de_000048,"Prozentangabe des Essig, Temperatur der Proben, des Essig, des destillierten Wassers und Daten zur 24- Stundenaufbewahrung (Temperatur, Beleuchtung und ggf. Luftabschluss durch Deckel). Genauere Angaben zum Holz und zum Plastik, da dies nur Oberbegriffe für verschiedene Stoffzusammensetzungen sind.",1,3
48,de_000049,Es sind keine weiteren Informationen erforderlich.,1,0
49,de_000050,"Die zu untersuchenden Materialien sind *Marmor, Kalkstein, Holz und Plastik*. Gebe die Masse in *Gramm* an. Gebe die *Differenz* der Masse zwischen Beginn und Ende des Experiment an.",1,0
50,de_000051,"Die Menge an Essig, die in die jeweiligen Behälter gegossen wurde. Die exakten Maße der verwendeten Behälter. Die Menge an destilliertem Wasser, die verwendet wurde, die Proben abzuspülen.",1,3
