,Unnamed: 0.1,Unnamed: 0,id,text,prompt,score
0,78,78,zh_100079,"Blanco: debido a que el blanco absorbe menos calor, la temperatura en el interior de la cabaña es más baja Confirmación: a través del contraste de cuatro colores, el blanco absorbe menos calor",10,2
1,45,45,zh_100046,"Blanco: Cuando el sol se irradia al techo de la cabaña, el blanco absorbe el calor adecuadamente La temperatura aumenta lentamente Cuando el sol se pone en la cabaña, todavía hay calor en la cabaña, porque el blanco emite el calor lentamente Materiales experimentales El blanco y otros tres colores absorben el menor calor en diez minutos y absorben el mismo calor El blanco es el más largo.",10,2
2,211,211,zh_100212,"Blanco: para que la temperatura interior no sea demasiado alta, la absorción de energía de la luz de la tabla de ensayo es la más baja.",10,2
3,259,259,zh_100260,Negro: el negro más experimentado y la temperatura más alta.,10,1
4,193,193,zh_100194,"Blanco: bajo la radiación de la luz, el blanco absorbe menos calor, la mayor parte del calor se dispersa, y la temperatura de la botella de vidrio aumenta más que otras pequeñas.El valor promedio más bajo después del experimento de cubierta blanca",10,1
5,21,21,zh_100022,Blanco: como color de revestimiento para perros La luz tiene un menor impacto sobre el blanco Su temperatura es la temperatura más adecuada para la vida del perro,10,1
6,62,62,zh_100063,"Gris oscuro: puede aumentar la temperatura interna de la cabaña de un perro de forma estable, en comparación con la armonía, confirmada por: negro, gris oscuro, blanco, etc. La temperatura de absorción es inestable, por lo que los investigadores no tienen la suficiente comprensión de que es bueno para la cabaña de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro de un perro.",10,1
7,139,139,zh_100140,Blanco: menor aumento de la temperatura del aire dentro del vidrio durante el mismo período de tiempo,10,1
8,256,256,zh_100257,"Blanco: La temperatura interna no será demasiado alta y no afectará a la actividad normal del perro.El ensayo anterior corresponde a una tapa blanca, y la temperatura dentro de la botella se mantiene estable en aproximadamente -45 ° C.",10,1
9,248,248,zh_100249,"Blanco: el color blanco influye menos en la temperatura interna del perro, y los resultados de los experimentos anteriores son similares a los descritos.",10,1
10,293,293,zh_100294,Negro: El negro se calienta más rápido Puede mantenerse caliente cuando está frío Porque el negro se calienta más rápido,10,1
11,104,104,zh_100105,Negro: La temperatura interna de la cabaña es la más alta y la absorción de calor es más fuerte.,10,1
12,242,242,zh_100243,Gris claro: la temperatura estable de la cabaña_3 se mide con el termómetro para mantener la temperatura a 45 °C,10,0
13,272,272,zh_100273,Blanco: El blanco refleja la luz.,10,0
14,108,108,zh_100109,"Gris oscuro: la diferencia de temperatura es menor cuanto más profundo sea el color, más alta será la temperatura.",10,0
15,71,71,zh_100072,"Blanco: porque está pintado en el interior de la cabaña, por lo que la cabaña tiene una mejor capacidad de dispersión de calor con el blanco para absorber menos calor y el perro también emite calor, por lo que el blanco es mejor",10,0
16,54,54,zh_100055,Blanco: La temperatura es más suave,10,0
17,110,110,zh_100111,Gris oscuro: Mantener la temperatura interna de la cabaña casi inalterable demostrado por los experimentos de arriba_3 El gris oscuro mantiene la temperatura interna de la cabaña siempre en 48°,10,0
18,162,162,zh_100163,Gris oscuro: Mantenga la temperatura interna de la cabaña como estándar Asegúrese de que la temperatura sea constante La temperatura de la botella en la tapa gris oscura es de_48 °C y se mantiene constante,10,0
