id	prompt	score
de_000603	10	0
de_000604	10	2
de_000605	10	0
de_000606	10	0
de_000607	10	1
de_000608	10	2
de_000609	10	2
de_000610	10	0
de_000611	10	1
de_000612	10	1
de_000613	10	0
de_000614	10	1
de_000615	10	2
de_000616	10	0
de_000617	10	1
de_000618	10	2
de_000619	10	0
de_000620	10	1
de_000621	10	0
de_000622	10	1
de_000623	10	2
de_000624	10	2
de_000625	10	0
de_000626	10	1
de_000627	10	1
de_000628	10	1
de_000629	10	0
de_000630	10	1
de_000631	10	1
de_000632	10	1
de_000633	10	1
de_000634	10	1
de_000635	10	0
de_000636	10	1
de_000637	10	0
de_000638	10	1
de_000639	10	2
de_000640	10	1
de_000641	10	1
de_000642	10	1
de_000643	10	1
de_000644	10	1
de_000645	10	1
de_000646	10	1
de_000647	10	1
de_000648	10	1
de_000649	10	0
de_000650	10	1
de_000651	10	0
de_000652	10	1
de_000653	10	0
de_000654	10	1
de_000655	10	1
de_000656	10	0
de_000657	10	0
de_000658	10	0
de_000659	10	1
de_000660	10	1
de_000661	10	1
de_000662	10	2
de_000663	10	1
de_000664	10	2
de_000665	10	2
de_000666	10	0
de_000667	10	0
de_000668	10	0
de_000669	10	1
de_000670	10	0
de_000671	10	1
de_000672	10	0
de_000673	10	1
de_000674	10	0
de_000675	10	0
de_000676	10	1
de_000677	10	1
de_000678	10	0
de_000679	10	0
de_000680	10	0
de_000681	10	0
de_000682	10	0
de_000683	10	1
de_000684	10	0
de_000685	10	2
de_000686	10	0
de_000687	10	1
de_000688	10	0
de_000689	10	0
de_000690	10	0
de_000691	10	0
de_000692	10	0
de_000693	10	0
de_000694	10	0
de_000695	10	0
de_000696	10	1
de_000697	10	0
de_000698	10	0
de_000699	10	1
de_000700	10	1
de_000701	10	0
de_000702	10	1
de_000703	10	1
de_000704	10	1
de_000705	10	1
de_000706	10	0
de_000707	10	0
de_000708	10	0
de_000709	10	1
de_000710	10	1
de_000711	10	0
de_000712	10	1
de_000713	10	0
de_000714	10	1
de_000715	10	1
de_000716	10	1
de_000717	10	1
de_000718	10	1
de_000719	10	1
de_000720	10	0
de_000721	10	1
de_000722	10	0
de_000723	10	0
de_000724	10	0
de_000725	10	0
de_000726	10	0
de_000727	10	0
de_000728	10	0
de_000729	10	0
de_000730	10	0
de_000731	10	0
de_000732	10	1
de_000733	10	1
de_000734	10	0
de_000735	10	1
de_000736	10	1
de_000737	10	1
de_000738	10	1
de_000739	10	1
de_000740	10	0
de_000741	10	0
de_000742	10	0
de_000743	10	0
de_000744	10	0
de_000745	10	1
de_000746	10	1
de_000747	10	0
de_000748	10	1
de_000749	10	2
de_000750	10	0
de_000751	10	0
de_000752	10	0
de_000753	10	1
de_000754	10	0
de_000755	10	1
de_000756	10	1
de_000757	10	1
de_000758	10	0
de_000759	10	1
de_000760	10	1
de_000761	10	1
de_000762	10	1
de_000763	10	0
de_000764	10	1
de_000765	10	0
de_000766	10	1
de_000767	10	0
de_000768	10	0
de_000769	10	0
de_000770	10	1
de_000771	10	1
de_000772	10	1
de_000773	10	1
de_000774	10	0
de_000775	10	0
de_000776	10	2
de_000777	10	2
de_000778	10	1
de_000779	10	0
de_000780	10	1
de_000781	10	0
de_000782	10	1
de_000783	10	0
de_000784	10	0
de_000785	10	1
de_000786	10	0
de_000787	10	2
de_000788	10	1
de_000789	10	1
de_000790	10	1
de_000791	10	2
de_000792	10	1
de_000793	10	1
de_000794	10	2
de_000795	10	0
de_000796	10	0
de_000797	10	1
de_000798	10	0
de_000799	10	0
de_000800	10	2
de_000801	10	1
de_000802	10	2
de_000803	10	1
de_000804	10	1
de_000805	10	2
de_000806	10	1
de_000807	10	2
de_000808	10	0
de_000809	10	1
de_000810	10	0
de_000811	10	1
de_000812	10	1
de_000813	10	2
de_000814	10	0
de_000815	10	0
de_000816	10	2
de_000817	10	1
de_000818	10	0
de_000819	10	1
de_000820	10	2
de_000821	10	1
de_000822	10	0
de_000823	10	1
de_000824	10	1
de_000825	10	0
de_000826	10	1
de_000827	10	1
de_000828	10	2
de_000829	10	1
de_000830	10	1
de_000831	10	1
de_000832	10	1
de_000833	10	0
de_000834	10	0
de_000835	10	0
de_000836	10	1
de_000837	10	1
de_000838	10	0
de_000839	10	0
de_000840	10	0
de_000841	10	0
de_000842	10	0
de_000843	10	2
de_000844	10	0
de_000845	10	2
de_000846	10	1
de_000847	10	1
de_000848	10	2
de_000849	10	2
de_000850	10	1
de_000851	10	1
de_000852	10	0
de_000853	10	2
de_000854	10	0
de_000855	10	1
de_000856	10	1
de_000857	10	1
de_000858	10	0
de_000859	10	0
de_000860	10	0
de_000861	10	1
de_000862	10	1
de_000863	10	0
de_000864	10	0
de_000865	10	1
de_000866	10	0
de_000867	10	2
de_000868	10	0
de_000869	10	2
de_000870	10	0
de_000871	10	0
de_000872	10	1
de_000873	10	1
de_000874	10	1
de_000875	10	1
de_000876	10	2
de_000877	10	1
de_000878	10	1
de_000879	10	0
de_000880	10	1
de_000881	10	2
de_000882	10	0
de_000883	10	1
de_000884	10	0
de_000885	10	1
de_000886	10	2
de_000887	10	0
de_000888	10	2
de_000889	10	1
de_000890	10	1
de_000891	10	1
de_000892	10	0
de_000893	10	1
de_000894	10	0
de_000895	10	1
de_000896	10	1
de_000897	10	1
de_000898	10	1
de_000899	10	1
de_000900	10	1
de_000901	10	1
de_000902	10	0
de_000903	10	1
