id	prompt	score
de_000302	2	0
de_000303	2	1
de_000304	2	2
de_000305	2	0
de_000306	2	0
de_000307	2	2
de_000308	2	2
de_000309	2	0
de_000310	2	0
de_000311	2	2
de_000312	2	0
de_000313	2	1
de_000314	2	3
de_000315	2	2
de_000316	2	2
de_000317	2	1
de_000318	2	3
de_000319	2	1
de_000320	2	0
de_000321	2	3
de_000322	2	2
de_000323	2	2
de_000324	2	0
de_000325	2	2
de_000326	2	0
de_000327	2	3
de_000328	2	0
de_000329	2	2
de_000330	2	1
de_000331	2	3
de_000332	2	2
de_000333	2	3
de_000334	2	0
de_000335	2	2
de_000336	2	3
de_000337	2	0
de_000338	2	3
de_000339	2	3
de_000340	2	3
de_000341	2	2
de_000342	2	1
de_000343	2	2
de_000344	2	1
de_000345	2	3
de_000346	2	1
de_000347	2	0
de_000348	2	1
de_000349	2	1
de_000350	2	1
de_000351	2	0
de_000352	2	1
de_000353	2	0
de_000354	2	1
de_000355	2	2
de_000356	2	1
de_000357	2	0
de_000358	2	1
de_000359	2	1
de_000360	2	0
de_000361	2	1
de_000362	2	2
de_000363	2	1
de_000364	2	1
de_000365	2	2
de_000366	2	0
de_000367	2	0
de_000368	2	0
de_000369	2	0
de_000370	2	1
de_000371	2	0
de_000372	2	2
de_000373	2	1
de_000374	2	1
de_000375	2	2
de_000376	2	1
de_000377	2	2
de_000378	2	0
de_000379	2	3
de_000380	2	1
de_000381	2	2
de_000382	2	2
de_000383	2	1
de_000384	2	2
de_000385	2	0
de_000386	2	3
de_000387	2	2
de_000388	2	2
de_000389	2	2
de_000390	2	2
de_000391	2	2
de_000392	2	1
de_000393	2	0
de_000394	2	2
de_000395	2	0
de_000396	2	0
de_000397	2	1
de_000398	2	1
de_000399	2	1
de_000400	2	0
de_000401	2	1
de_000402	2	2
de_000403	2	3
de_000404	2	3
de_000405	2	2
de_000406	2	0
de_000407	2	1
de_000408	2	2
de_000409	2	0
de_000410	2	3
de_000411	2	1
de_000412	2	3
de_000413	2	0
de_000414	2	1
de_000415	2	0
de_000416	2	0
de_000417	2	0
de_000418	2	1
de_000419	2	2
de_000420	2	3
de_000421	2	0
de_000422	2	0
de_000423	2	0
de_000424	2	0
de_000425	2	0
de_000426	2	0
de_000427	2	0
de_000428	2	0
de_000429	2	0
de_000430	2	2
de_000431	2	2
de_000432	2	0
de_000433	2	0
de_000434	2	1
de_000435	2	0
de_000436	2	0
de_000437	2	1
de_000438	2	0
de_000439	2	0
de_000440	2	0
de_000441	2	1
de_000442	2	0
de_000443	2	2
de_000444	2	2
de_000445	2	2
de_000446	2	3
de_000447	2	0
de_000448	2	3
de_000449	2	0
de_000450	2	3
de_000451	2	1
de_000452	2	1
de_000453	2	1
de_000454	2	0
de_000455	2	0
de_000456	2	0
de_000457	2	3
de_000458	2	0
de_000459	2	0
de_000460	2	2
de_000461	2	0
de_000462	2	0
de_000463	2	2
de_000464	2	2
de_000465	2	1
de_000466	2	3
de_000467	2	0
de_000468	2	0
de_000469	2	2
de_000470	2	1
de_000471	2	1
de_000472	2	0
de_000473	2	1
de_000474	2	0
de_000475	2	2
de_000476	2	2
de_000477	2	0
de_000478	2	0
de_000479	2	0
de_000480	2	3
de_000481	2	1
de_000482	2	0
de_000483	2	1
de_000484	2	2
de_000485	2	0
de_000486	2	2
de_000487	2	1
de_000488	2	1
de_000489	2	3
de_000490	2	1
de_000491	2	1
de_000492	2	0
de_000493	2	1
de_000494	2	2
de_000495	2	0
de_000496	2	1
de_000497	2	0
de_000498	2	0
de_000499	2	1
de_000500	2	0
de_000501	2	1
de_000502	2	2
de_000503	2	2
de_000504	2	3
de_000505	2	2
de_000506	2	1
de_000507	2	0
de_000508	2	0
de_000509	2	1
de_000510	2	1
de_000511	2	2
de_000512	2	2
de_000513	2	1
de_000514	2	3
de_000515	2	0
de_000516	2	1
de_000517	2	0
de_000518	2	0
de_000519	2	0
de_000520	2	0
de_000521	2	0
de_000522	2	2
de_000523	2	1
de_000524	2	1
de_000525	2	2
de_000526	2	1
de_000527	2	2
de_000528	2	0
de_000529	2	3
de_000530	2	2
de_000531	2	0
de_000532	2	0
de_000533	2	1
de_000534	2	1
de_000535	2	0
de_000536	2	2
de_000537	2	2
de_000538	2	2
de_000539	2	0
de_000540	2	2
de_000541	2	3
de_000542	2	3
de_000543	2	2
de_000544	2	2
de_000545	2	3
de_000546	2	2
de_000547	2	3
de_000548	2	2
de_000549	2	0
de_000550	2	0
de_000551	2	3
de_000552	2	0
de_000553	2	0
de_000554	2	2
de_000555	2	1
de_000556	2	2
de_000557	2	0
de_000558	2	0
de_000559	2	1
de_000560	2	2
de_000561	2	2
de_000562	2	0
de_000563	2	3
de_000564	2	1
de_000565	2	1
de_000566	2	2
de_000567	2	0
de_000568	2	1
de_000569	2	2
de_000570	2	0
de_000571	2	2
de_000572	2	1
de_000573	2	0
de_000574	2	2
de_000575	2	2
de_000576	2	2
de_000577	2	2
de_000578	2	2
de_000579	2	2
de_000580	2	3
de_000581	2	3
de_000582	2	2
de_000583	2	2
de_000584	2	2
de_000585	2	3
de_000586	2	1
de_000587	2	2
de_000588	2	3
de_000589	2	2
de_000590	2	1
de_000591	2	2
de_000592	2	2
de_000593	2	3
de_000594	2	1
de_000595	2	2
de_000596	2	2
de_000597	2	3
de_000598	2	1
de_000599	2	3
de_000600	2	2
de_000601	2	2
de_000602	2	3
