,Unnamed: 0,ItemId,PromptId,Score1,AnswerText
0,1870,1_1871,1,0,Du vil også trenge.
1,357,1_358,1,0,For meg tror jeg at dette eksperimentet må fortelle hva du må gjenta i flasken og gi flere eksempler på hva de gjør for å få dette eksperimentet til å fungere.
2,1954,1_1955,1,0,Du må måle startmassen. ^ p 2.Du må måle sluttmasse. ^ p 3.Du må måle forskjellen mellom start- og sluttmassen.
3,202,1_203,1,0,"Jeg vet ikke hva replikere betyr, så jeg vet ikke hvordan å anser dette spørsmålet"
4,1255,1_1256,1,0,Vi trenger å vite tiden mellom utgangspunktet og slutten.
5,117,1_118,1,0,Du vil trenge hvor mye som er der totalt.
6,15,1_16,1,0,Jeg vet ikke hva som skjer!
7,1611,1_1612,1,0,"Etter at jeg var ferdig med å lese informasjonen, tror jeg at jeg ville trenge fire typer eddik, men identiske og fire beholdere, da ville jeg trenge å bestemme massen til hver prøve."
8,724,1_725,1,0,"For å gjenskape eksperimentet, må du måle mengden eddik tilsatt i hver beholder. Du bør også måle massen av hver prøve før du legger dem til eddiken. Til slutt bør du måle mengden eddik igjen etter at materialet er tatt ut."
9,2177,1_2178,1,0,Marmor kalksten og plast alle fraværende i negativene i forskjeller.
10,1143,1_1144,1,0,"Plasser en prøve av ett materiale i en beholder og etikett, ""repeat med gjenværende prøver"", som betyr en prøve i en sangle beholder."
11,1615,1_1616,1,0,"Den ekstra informasjonen du trenger er uttalelsen, hvorfor du gjorde dette og om resultatene var riktige eller feil. Som denne typen resultat du var ute etter."
12,1543,1_1544,1,0,"1 av Samle inn materialer. ^ P 2. Bruk av apron & goggles. ^ a b 3. Sett opp materialer. ^ a b 4. Oppbevares i identiske beholdere. ^ P 5. Sett marmor, kalkstein, tre, plast i deres separate beholdere. ^ a b 6. Legg navnet på beholderen, vent 24 timer. ^ a b 7. Skyll prøvene med destillert vann. ^ a b 8. Sett prøvene ut til å tørke. ^ P 9. Bestem massen og andre forskjeller. ^ P 10. Rengjøring av materialer."
13,1652,1_1653,1,0,I dette eksperimentet må du legge til mer informasjon som i produsere som hvordan du satte opp prøven for å begynne med. Også det sa aldri at prøvene var i en beholder og trenger å inkludere det i begynnelsen. Men det så ut som et godt eksperiment å gjøre og hvordan de helle eddik på hver prøve og la den sitte bare Limestone endret mest og den andre prøven forble nesten den samme i start- og sluttmassen.
14,2148,1_2149,1,0,For å gjenskape denne utløpsdatoen ville jeg trenge å ha alle materialene som finnes i denne prosedyren. Jeg ville da samle alle mine materialer og følge prosedyren og også skrive ned dataene mine på et stykke papir. I utløp liker jeg alltid å ta med en klokke for timing prøvene bare i tilfelle det ikke er noen rundt.
15,2026,1_2027,1,0,Du må skrive en hypotese om eksperimentet og en konklusjon om hva som skjedde og et diagram over endringene som eksperimentet gikk gjennom.
16,2151,1_2152,1,0,"For å replikere dette eksperimentet ville jeg trenge massen av beholderne, en beskrivelse av beholderen, og en kontroll for å maksimere nøyaktigheten av dataene."
17,1982,1_1983,1,0,"De trenger å forklare hvordan eksperimentet gikk. Så de brukte forskjellige gjenstander og la dem i beholdere med eddik til sokk. Bestem massen av hver. Slik skal de forklare eksperimentet. – Vi har testet fire gjenstander i eddik, og de fire gjenstandene var marmor, kalkstein, tre og plast. Masse av hver var marmor 4,8, kalkstein 10,4, tre 11,6 og plast 7,2. Da vi la dem i eddiken og tok dem ut og satte dem ned i 30 minutter, så vi at massen av marmor falt til 9,4, kalkstein 9,1, tre 11,2 og plast 7,1. Så massen av marmor gikk ned -0,4, kalkstein -1,3, tre 0, og plast -0,1."
18,1354,1_1355,1,0,"Noen informasjon du vil trenge for å replikere eksperimentet er ting som din hypotese problem, resultater, konklusjon, etc. Du må også vise hvordan du fikk resultatene og konklusjonen."
19,333,1_334,1,0,"3 stykker informasjon jeg ville inkludere for å replikere denne prosedyren ville være å helle mindre eddik i hver beholder, la prøvene sitte og tørke i 30 minutter og la prøvene i 20 timer. Jeg velger det for å se om noe annet ville skje med massene, så hva som skjedde med dem første gang de prøvde dette eksperimentet."
20,1309,1_1310,1,0,Den ekstra informasjonen vi ville trenge for å replikere eksperimentet ville være konklusjonen.
21,713,1_714,1,0,Dette eksperimentet bør inkludere en forklaring på hvorfor studentene gjorde dette eksperimentet. De burde fortelle oss hvorfor massen avtar og hvorfor treet beholder samme masse.
22,413,1_414,1,0,De må gjenta hvert skritt som allerede er preformet.
23,1323,1_1324,1,0,Noen ekstra informasjon ville være å sørge for at prøven er tørr for å gjøre noe annet. Deretter sørg for at du får alle dataene og lager et diagram.
24,1069,1_1070,1,0,"De bitene av informasjon du trenger for å replikere dette eksperimentet er fra prøvene i 24 timer. Helle eddik i fire separate, men identiske beholdere, og for å la prøvene være tørre, må du også bestemme massen av prøvene først."
25,371,1_372,1,0,"Du må gjenta eksperimentet 2 mer tid, registrere alle dataene og deretter sammenligne dem for å se om prøver har noen endring. Også bakgrunnsinformasjon er viktig for ethvert eksperiment."
26,200,1_201,1,0,"Du vil trenge mer marmor, kalk, tre og plast."
27,395,1_396,1,0,"For å replikere dette eksperimentet trenger du følgende vingar, til din i hver identisk beholder, må du la prøven sitte og tørke i30 minutter. Etter 24 timer fjernes prøvene fra beholderne og skylles hver prøve med destillert vann."
28,224,1_225,1,0,I
29,1796,1_1797,1,0,"Jeg tror du vil trenge en flaske eddik, en container kabler, temer, papir, en manole, en sementstein, tre og en plast. Du vil trenge..."
30,2050,1_2051,1,0,"Dette er en god prosedyre å følge, bare det mangler noen problemer mot slutten, som forårsaker eksperimentet til å gå helt galt, på grunn av det faktum at du vil være i stand til å fullføre undersøkelsen. Jeg selv ville ikke forandre, men ganske mye kunne et skritt eller to av prosedyren, for eksempel er det nødvendig å kompromittere alle svarene med hverandre ved å trekke og se hverandre forskjeller, og 8. Prøv å sjekke minst tre ganger for å se om det er riktig."
31,309,1_310,1,0,"Du må plassere prøven i en beholder og gjenta med de resterende prøvene i en enkelt beholder. Etter de 24 timene er over, fjerne prøver og skyll. La prøvene sitte og tørke i 30 minutter."
32,1347,1_1348,1,0,"1 La prøvene sitte å tørke i forskjellig tid. ^ p 2 Prøv forskjellige beholdere, ikke identiske, av forskjellig størrelse/form. 3 Prøv mer enn én type syre, bortsett fra eddik. ^ p 4 La prøvene sitte lenger enn 24 timer."
33,1304,1_1305,1,0,"Du vil trenge eddik, et prøve materiale å sette inn i en måling og merke dem, også du vil trenge fire identiske beholdere. Dette er å replikere startmassen, sluttmassen og forskjellen i massen. Det er det du trenger for å gjenskape dette eksperimentet."
34,640,1_641,1,0,Jeg skulle ønske jeg visste hva som skjedde med prøvene i løpet av de 24 timene. 2 Jeg trenger å vite hvorfor de valgte de fire prøvene de gjorde. 3 av Jeg vil også ha hansker og en maske for å beskytte meg.
35,620,1_621,1,0,"For å gjenskape dette eksperimentet, trenger du å vite hva studentene leter etter? Hvorfor gjøres hvert trinn av prosedyren? Hvorfor disse fire prøvene ble valgt og om det burde være flere forsøk eller repetisjoner, for å skape mer nøyaktige data."
36,425,1_426,1,0,"Det forteller deg ikke hva de prøver å finne ut med etterforskningen. Så vi kunne gjøre jobben, men jeg ville vite hva vi gjorde hvis for etterpå."
37,751,1_752,1,0,"Ta en hypotese om hvilke masser de vil ha, analyser resultatene dine og gjør en konklusjon om problemet."
38,782,1_783,1,0,På gruppen prosedyren noen ekstra informasjon jeg ville trenge for å replikere dette eksperimentet ville være hva prøven og du starter først hva som skjer hvis nothings skjer med prøven i 24 timer og hvordan finner du forskjellen i masse.
39,1539,1_1540,1,0,"For at jeg skal kunne replikere denne gruppens prosedyre, ville jeg trenge å ha problemet deres hypotese. Både uavhengige og avhengige variabler."
