,ItemId,PromptId,Score1,AnswerText
1615,2_4403,2,0,"A. Plastic A stretched 2mm, plastic B stretched 1mm, plastic C stretch 1mm and plastic D didn't stretch. ^p B. The student could have done this over distinct results . The student could have also checked his work more frequently to see exactly how long it took for each of the pieces of plastic to lower."
1471,2_4259,2,0,"In trial 1vs trial 2 there wasn't a tremendous difference in lengths. If anything happened at all the length rised about 10 12 millimeters. Sample A had the least amount of millimeters but changed the most, while sample D had the most amount of millimeters and didn't change at all. ^p 1 Use different sample of the same plastic for second trial. ^p 2 Make sure they are all coming from same temperature."
1296,2_4084,2,0,"3. Based on the data, plastic D held the most weight. Plastic A held the least. Plastic C went down the second time, so maybe it wasnt sturdy enough. Two ways they could improve their experiment is to use different sized plastics. Instead of putting it attached to the table, it could be stretched over a cup. By doing this it will hold more weight, and they will get more acurate answers."
1495,2_4283,2,0,a) Conclusion - plastic Type A stretched the least and plastic Type D the most. ^p 1. name type of plastic being used 2. what kind of weights are being used.
772,2_3560,2,0,"Extend the time of the weight longer, like about 10 minutes more. Use different materials."
426,2_3214,2,0,I guess when the plastic reaches a certain amount it will break. ^p They should of used a different type of plastic to see how it works out.
1398,2_4186,2,0,The student should have made the procedure less.
253,2_3041,2,0,Plastic type (A) stretched (2in) and plastic type (D) it didn't stretched at all.
693,2_3481,2,0,"The student used different plastic to determine its stretchability. She took a sample of one of the plastic & measured, she added weights on the plastic to see how far it would on."
38,2_2826,2,0,Some of the students do like measuring but also like using the data table to find out the stretched amount is in the chart.
1341,2_4129,2,0,A= As the students where doing the right thing but they could have done it in more detail so we can now a little more. ^p B=The could have improved it by writing how many times they did it and record how long they did it for.
962,2_3750,2,0,Each type of plastic stretched about the same or a couple millimeters off to its counterpart in the second trial. The students could have improved the design by getting and telling specific types of plastic to use and to tell us what unit of measurement to measure the unstretched and then stretched plastic.
841,2_3629,2,0,A) In conclusion the amount strech T2 streched a little bit more than T1 by 2 mm. I shows that T2 can strech more than T1. ^P B). One way they can improve by waiting a little longer the five minutes and second way is that they should of used three kinds of different plastics.
851,2_3639,2,0,In conclusion after doing this experiment I came to the conclusion that the plastic type by was the one with the longest length of the plastic types. It had 22mm in the first trial and it had 23mm in the second trial. ^p The student could've waited more than 5mins to measure the length.
1111,2_3899,2,0,A:) If you hang weights on plastic type B then it will stretch at least 2-3 inchs. ^p B:) They could of told of what type of plastics they used and which one was the control.
831,2_3619,2,0,"Of the four types of plastic A and C stretched about the same amount of weight and D stretched about the same amount. The first way, they could improve the experiment would be to test different amounts of weight. They should also only measure what hangs over the table both times for a more precise result."
688,2_3476,2,0,"In the conclusion, the plastic strech out longest in T2 the T1. ^P The way they could of make there expriment better is by ading more weght every jeswon with the same timty."
1644,2_4432,2,0,"A) Based on the students data, my conclusion to this is that plastic type D would be the most stretchable, because for both trials, the mm of the length was still the same. ^p B) Two ways the students could have improved the experiment was by telling the differences of the two trials, and also did a different polymer plastic have an effect on how it would stretch."
17,2_2805,2,0,"A. Based on this student's data, I conclude that trial 2 was more effective.^p B. One way the student could have improved the experimental design is give the names of the plastics they used."
127,2_2915,2,0,"a) The plastic did in fact stretch only in to 23 mm ^p b) The student could have used more weights on the second trial, or maybe on the second trial let it beng longer."
1696,2_4484,2,0,"In conclusion all the plastics bear up at one except plastic type D that stoped the same length. They would of told the types of plastics they were using because most plastics react different with clamps or weigh on. Also, give before descriptions on procedures."
613,2_3401,2,0,"B) One thing they could've improved on would be the description on the steps, explain it more with detail. Another thing the students could work on would be to define the control. ^p A) Polymer Investigation."
1158,2_3946,2,0,A) Based on the data table plastic type A had the most amount stretched so it is the stretches. ^p B) One thing they could have done was add weight and see which one would rip faster another thing they could of done was add more time.
300,2_3088,2,0,It  seems that plastic A is the most strechable because it is the only one that stretched longer. Two ways that the students could improve the experiment is to name the different plastics. Also add heavier weights.
1687,2_4475,2,0,"The polymer plastics all had different results after each trial was tested. Plastic type A and B both had an increase in length after trial 2. Plastic type C had a negative effect by going down a mm, and D stayed the same. The student could have used different time periods, or even tested the durability of the plastic after it was tested."
1233,2_4021,2,0,"The students sould had said what type of plastic they used and if they were the same, and say what was the main reason for us to no how much a the plastic streched."
1531,2_4319,2,0,A conclusion for the graph could be what they did to get to the end of their experiment.^p B. One way the student could improve their self is by make there product better so the numbers stay higher instead of always decreasing. Another way is to make sure everything is all right.
1441,2_4229,2,0,"In plastic type A there was a two milimeter increase between T1 and T2. Plastic type B only increase by one in its two trials. Type C had a decrease of one in the trials and D showed no signs of change. Plastic A seems to be the most stretchable polymer. These students could have improved their experiments by keeping the clamp and the weights on the plastic, stretch it and then measure to test the durability of the polymer as well."
746,2_3534,2,0,In conclusion plastic A is the strongest and plastic D is the weakest. ^p The student could improve the validity of the results by 1) saying in T1+T2 they used 2 different sets of 4 kinds of plastics. And 2) you can also have at least one other person there to varify this.
926,2_3714,2,0,T1 and T2 are very close with their data. They could've increased the time to hang the plastics to ten minutes instead of five. They could have named the plastics.
1205,2_3993,2,0,"Based on the student's data, plastic tube ''D'' stretched the most, for T1 and T2 both trys was the same number 20. Plast type A for T1 and T2 has the lowst stretch amount."
184,2_2972,2,0,"From the students data from conclude that type D is most stretch able and that type A is the least stretchable. This lab couldn't been improved by saying to record the measurements in steps 7 & 5. Also by taking what until to measure with, in steps 7 & 5."
308,2_3096,2,0,"They can conclude that even after a second trial of stretching, the plastics significantly didn't stretch to much larger than trial 1."
1379,2_4167,2,0,"(a)1 Plastic 1 B stretched the most, so it would be best to carry heavier objects. ^p (b)1 Telling what kind of plastics they used were: ^p     2 Be more detailed by how long they stretched it for."
692,2_3480,2,0,The weights and clamp and measure the length of the plastic.
205,2_2993,2,0,Based on the data collected from the experiment you can conclude that plastic type D stretched the most. Validity: The students did two trials and their results from the second tool were very similar to the first trial. One way the student could of improved the experiment is adding more weight to see if they could of stretched further. Another way to improve the experiment is by using more then one type of plastic.
801,2_3589,2,0,My conclasion is that T 2 had a better amount stretched than T 1 had. Also T2 had more plastic types than T1.
908,2_3696,2,0,Plastic type D stay the same . They should had left more minutes to hang.
1662,2_4450,2,0,To my conclusion it looks like one second trial almost every plastic type stretched more than the first time because it was already stretened from the first trial also think the thanken and the plastic the less it stretened. two ways to improve the experiment is time it longer to see the difference and use a different piece of plaste for each trial.
1270,2_4058,2,0,"b) We need material they are plastic, tape clamp it shows that it was the lab of polymer plastics.^p Hypothesis if we attach a clamp to the bottom edge of the plastic sample then1 weights to the clamp and allow them to hang for five minutes and remove the weight measure the length of the plastic because repeat the procedure exactly for the remaining three plastics."
1382,2_4170,2,0,The students could have improved the experiment design and validity of the results is add more weights to the clamp and take more time to change the data table.
812,2_3600,2,0,A) My conclusion is that the second trial went better than the first because the numbers are much larger than the first. ^P B) The first way is the students could have been more specific on what they did. And the seeena way is they should have said what types of plastics and tapes they was using.
1084,2_3872,2,0,"In conclusion, plastic type B was the strongest out of all the plastic types. It stretched the most. Plastic type A was the weakest. ^p These students could have improved their experiement by writing ""record your data"" in the procedure after each trial. Also they could have created a graph to show their results in a clearer way."
1117,2_3905,2,0,a) based on the data T'd like to include that plastic D had streched the longest of all. I can also see that all the plastics streched except for plastic C... it was the only plastic that got shorter rather than strech. ^P b) I think that the only improvement that this experiment needed was to possibly increase the tim 5more minutes before sarting the next trial. Validity on the experiment with no changes is correct because the use extra trials.
1071,2_3859,2,0,a) The second try has almost the same amount of stretchability the first try has. ^p B) When added weights allow them to stay for more than 5 minutes. ^p Or they could of stretched it out more wider.
212,2_3000,2,0,The conclusion would be that the plastic in trial2 was stretchies for the most part trial 1. Two ways they could have improved this experiment would be to repeat the procedure with different plastic and put it at different temperatures.
1243,2_4031,2,0,"In conclusion in the 1st trial all of the plastics here higher. In the second trial plastic A increased by 2mm, plastic B increased by 1mm, plastic C increased by 1mm, and plastic D stayed the same. I believe the amount of plastic stretched in the second trial depends on the type of plastic."
1439,2_4227,2,0,b)The first would be to do second trial(t2) different then the first trial(t1) to be able to understand the difference of both experiment/ second would be to conduct a longer time setting to see how long it last.
462,2_3250,2,0,"A) Both plastics no matter how far its stretch, weather its in trial one or trial two, is that their both about the same (mm) maybe off by one/two. ^P B) Two switch up the difference from trial 2 to trial 1. Also to use different plastics to see different results."
750,2_3538,2,0,To draw a conclusion I would figure out the patium to this data table. B Two way I think the students could of improved on this data table would be to take step eight & make sure they're right.
543,2_3331,2,0,"In conclution, plastic type A and B did stretch but plastic type C got smaller and plastic type D stayed the same. ^p The student could have found another way to stretch the plastics. Their data could have been put clearer also."
639,2_3427,2,0,"My conclusion from the data is that A streched 2mm, B streched 1mm, C streched 1mm and D stayed the same at 20mm. ^p Name the plastic being used. Add how much each plastic streched."
55,2_2843,2,0,a) A conclusion that could be drawn on their data is that on the plastic types C for T1 pool more than T2 and for plastic tyre D T1 and T2 had the same amount of stretched (mm). ^p b) They could have tested their experement out longer and they could have used more interesting materials.
1581,2_4369,2,0,The student showed that some plastics could be stretched by weights.
828,2_3616,2,0,A) Plastic B seemed to be the most durable because in it stretched 22mm in t2 it stretched 23mm and the least durable seemed to be plastic A because in T1 only stretched 10mm and in T2 it stretched 12mm B) They could have specified the type of plastic and long in seconds was the plastic being stretched.
231,2_3019,2,0,"Conclusion, the tape has stretched more because of the weight level has a high level of density. To improve, they should make a bar graph."
1059,2_3847,2,0,"The conclusion is plastic type have 10 and 12 amounts stretched. The two ways the students ""Take  a sample of one type of plastic, and measure its length, and add weight to the clamp and allow them to hang for five minutes."
483,2_3271,2,0,Two ways that the students could have improved the experimental design and for validity of the results was probelly trying the experiment with a bigger cup not a small cup. Second would be then potting more weight to the cup and then maybe their would be a difference on the experiment.
950,2_3738,2,0,"According to the data table plastic type A was the most strechable. Type B and C decreased when measured again after having placed weights and type D stayed the same. Therefore, type A was the most strechable considering the longitude it made by 2mm."
1448,2_4236,2,0,My conclusion about this experiment is that T1 doesn't strech more than T2 and all types of plastic have more strech of equal than each other. Student could improve their result by making more steps to see what could happe for the next type of plastic if they stay the same lik plastic D or change.
347,2_3135,2,0,"a) Plastic type A was strethier because on the first trial it streched out to 10mm and in the second trial it streched out to 12mm. It had streched longer, but plastic type D seems to have been stronger, it only streched 20mm through out both of the trials."
601,2_3389,2,0,The way they could had improved the experimental design or the validity results is by adding more to it to make it higher than it is.
1322,2_4110,2,0,"Based on the data i can see that not all of the types of plastic stretched, one type of plastic got smaller and one type stood the same. One way that the student could have improved the experiment is by explaining what the four types of plastic were. And second they could have drawn a graph to show the difference of the plastic before and after."
770,2_3558,2,0,My conclusion is that they did a pretty good job setting up the data table. They not only tried it once they tried it twice. One way they could of done a better job by instead of the data table they shouldn't did a bar graph.
1340,2_4128,2,0,a) T2 the amount that was stretched in was more than the amount in T1. ^p b) The student could have estimated 2.
1200,2_3988,2,0,"From the data of this lab, I can infer that in the second trial plastic types A and B both stretched farther than they did in the first trial. And type C didn't stretch as much as if did in the first trial, and type D stretched evenly with what it stretched the first trial. Two ways they could have made this procedure better is by doing the experiment on the same surface, and by having the same person conducting the experiment in both trials."
118,2_2906,2,0,"To improve this experiment the student should have mentioned the 4 different types of plastic if mentioned, it would give a more accurate reason as why one type of plastic is more/less stretchable than the other. Also, what the different plastics are made off. If we know that it may help us know why that plastic is, or is not more stretchy from another type of plastic."
452,2_3240,2,0,"To test four different polymer for stretchability the student would need to record the data from the investigation to procedure, and perform a second trial exactly just like the first trial. Two ways a student could improve the experimental design and the validity of the result is first off, could try two more 'test' trials to see if the plastic type and amount stretched can be improved, second off, could use the conclusion to help out with the experiment."
227,2_3015,2,0,For one the student could of use two wheights instead of one. And also use a diferent method for example instead of hanging the bowls from the table hang them up from a high place.
868,2_3656,2,0,The conclusion is most student plastic stretched more then others. They could improved the experiment by leaven the clips 30 mins.
1124,2_3912,2,0,The two ways the student could have improved the experimental design is Repeat the procedure exactly for the remaining three plastic samples.
671,2_3459,2,0,"a)Our hypothesis was collect that plastic type would stretch the farthest because it is the most durable.^p (b)One way to improve their design was to add more to step seven like ""repeat steps 1-6 with new pieces of plastic""."
81,2_2869,2,0,"The student could do better by describing it more how she did it and what she did, Add, subtracting, multiply, divide or something."
986,2_3774,2,0,"When the student tested each plastic, ""A"" stretched 2 times more than before. ""B"" only stretched once more, ""C"" went down 1 in the second trial, but ""D"" stayed the same. The way the student could of improved there experiment, would be if they graph each trial for each plastic, so we could see if it increased, decreased, or stayed the same."
373,2_3161,2,0,My conclusion is trials (T2) stretched better than (T2). The student could have used a different type of plastic and they could have just made the sample very larger.
638,2_3426,2,0,A. Based on the data I conclude plastic D is the stretchiest type of plastic. In both trials the plastic stretched the same amount (20mm) ^p B. One way the students could have improved the experiment was to record anything that went wrong.  Another way was to create a graph.
321,2_3109,2,0,"Based on this students information i would say that the first 2 exceeded, because they went up the second time. This means it went farther. But, for the last too, the went down or stayed the same. A way the student could have improved was to make step 6 in the procedure more clear, by saying what steps to repeat. Second way they could improved was by for step five put more steps because step 5 has like 3 steps in one."
1022,2_3810,2,0,"(A) The polymer experiment looks it went very well. Each plastics amount that was stretched was all around the same number for both trials. Two types of plastics increased after the first trial one type of stay the same amount, and one type of plastic decreased after the first trial. ^p (B) I don't think the student needs any thing to improve this experiment."
1347,2_4135,2,0,The plastics stretched a small amount in most in some stayed the same.^p He could of added more weights.^p Waited more times.
351,2_3139,2,0,"A) Based on the student data table. Ii can conclude that plastic types A is the strongest because it didn't stretch that far. in the first trial it only stretch 10mm and in T2 it only strech 12, I can also conclued that plastic type D is the weakes because in both trial it strech 20mm. ^p B)The student could have improve the experiment either by leaving the weights on longer or by add more heavier weights"
1245,2_4033,2,0,"In the second trial, the length for plastic A and B went up. For plastic C the longer length was 14 in the first trail. But in plastic D, the amount stretched stood exactly the same. Two ways the student could have improve this experimental design is drawing a line graph and give the data table a little more details."
1130,2_3918,2,0,"Based on the data. I can see that most of the plastic wraps either stayed the same or increased on the length stretched out. I can say the weights did have an impact on how long it stretched out to be overall, it was a good experiment w/ information, but there could've been improvements. Next time I would recommend trying different weights to see if the amount of weight will determined the length. Also, we can add more time to how long the weights stays on the plastic."
845,2_3633,2,0,"(A) My conclusion on the expirement is that, plastic type D has the longest mm stretched out. (B) (1) The student have put the plastic on a hanging string was a steamy, boiling pot of water. (2) Then, the student could have recorded more valid, and improved data on a chart."
88,2_2876,2,1,2.)At the end of the experiment i have concluded that plastic B had the best stretchability because in 1 and 2 it reached 22 mm the first time and 23 mm the second time. My hypothesis was also wrong because I had predicted plastic A would have the most stretchability but it didn't.^p (b)1.Put something heavier then weights. (2)Attach something other then a clamp.
450,2_3238,2,1,The plastic that were being stretched all come out to a different length. On the second trial of stretching the some plastics someway the numbers would forely the some give or take a few. The student could have improved the experiment by leaving the plastic to stretch larger and see if there is a different result. Also the student doesn't know if each type of plastic is the exact same so the strength could have varied and changed the whole experiment.
1537,2_4325,2,1,a) Based on the data type B stretched the most in both trials then any others. Type B had more elatistity and type A had the least elastisity. ^p b) This student could improve this experiment by recording the amount it stretched every 2 minutes. Also stating whether the same plastic used in T1 is used in T2.
1289,2_4077,2,1,a) The only type of plastic that appears to make no change with the 2 trials is plastic type D. ^p b) They could have improved their design/validity by telling us exactly how much they measured in procedure 1. Another would be they could do a 3rd trial.
503,2_3291,2,1,A conclusion could be that different plastics have different amounts that it could be stretched at. The student could have improved the experimental design by having 3 trials an varity of cups.
1395,2_4183,2,1,"a) In conclusion, plastic type B stretched more than plastic type A, C, & D. The purpose of this experiment was to test four different polymer plastics for stretchability. Data shows that plastic type c stretched more than plastic type A, but plastic B stretched more than all of the plastic types. The student could have improved their design by labeling the plastics by name and adding it to procedure."
357,2_3145,2,1,"a. Type D plastic stretched the same amount in trial 1 and 2. It stretched 20mm. ^p b. In the procedure the students can get rid of step 7 because step 6 basically states the same thing. Also, they could have done three trials for more data."
1377,2_4165,2,1,"In the data tables there are four different kinds of plastic types and they had to be stretched by weights, within both trials there wasn't really a difference just that plastic type b had the longest trail. They could have told us what type of plastic wrap they used and they should have more trials."
1538,2_4326,2,1,Based on the students data the conclusion will be that plastic B works better than the others in the first trial plastic B had 22 mm and the second trial plastic B had 23 mm.^p Two ways the student would have improved the experimental design are to repeat the experiment. Another way is to add a control.
