,Unnamed: 0,ItemId,PromptId,Score1,AnswerText
0,803,6_14762,6,0,"mitokondrierna hjälper till att hålla döda celler borta från cellmembranet, golgiapparaten hjälper till att hålla ämnena i rörelse"
1,233,6_14192,6,0,"1 § Osmos, utjämningen av vatten i och utanför cellen. Organeller, som förhindrar onödiga funktioner.3. Kärnan, hjärnan i cellen."
2,571,6_14530,6,0,hur mycket vatten får i cellen.det låt oss syre i
3,1758,6_15717,6,0,Även om elektrontransportkedjan.
4,2022,6_15981,6,0,Translation-användning av vatten för att flytta över en cell
5,153,6_14112,6,0,"Deras är en cellvägg för växter för att skydda sig från bieng skada.Cellen memabrane kontrollerar vad som kommer in och ut ur cellen hela tiden.Kärnan berättar hur cellen ska fungera, så det styr cellmembranet och berättar vad som kan komma in och vad cant."
6,1234,6_15193,6,0,Floatno rörelsewalk
7,438,6_14397,6,0,Passiv transport är när ämnet kan röra sig fritt genom cellmembranet.
8,330,6_14289,6,0,"tRNA, mRNA och rRNA"
9,541,6_14500,6,0,celler använder diffusion för att flytta substanser över membranet och få balans.
10,1077,6_15036,6,0,"Diffusion, hjälper till att flytta vattenbaserade partiklar in och ut ur cellen. Osmos: flytta icke-vattenbaserade partiklar i ond ut ur cellen."
11,2307,6_16266,6,0,"Det finns en som en motorväg som kallas mitokondrier, en annan som är ribosomer, en annan som är budbäraren."
12,1083,6_15042,6,0,diffusion när partiklar separeras i luften
13,23,6_13982,6,0,"Tre processer som används av celler för att styra rörelsen av ämnen över cellmembranet inkluderar: hålla alla friska celler friska, bli av med de dåliga cellerna och upprätthålla en jämn miljö."
14,498,6_14457,6,0,Osmos använder vatten för att flytta ämnen från hög till lågdiffusion.
15,1886,6_15845,6,0,Osmos är rörelsen av vatten ut ur cellmembranet. Diffusion är rörelsen av ämnen in i cellen genom cellmembranet. Vissa celler har speciella vakuolpåsar som släpps ut genom cellmembranet. Påsarna innehåller cellens avfall i den.
16,1740,6_15699,6,0,"Profas, anafas och telofas"
17,502,6_14461,6,0,Flagellum är en svansliknande struktur som hjälper cellerna att röra sig. Sprilla är svansliknande strukturer överallt som hjälper den att flytta snabbare. Coci är en rörelse som cellen använder för att röra sig runt.
18,560,6_14519,6,0,exocytos-rörelse av ämnen ut ur en cellendocytos-rörelse av ämnen till en celllös pumprörelse av ämnen in och ut ur cellen
19,1152,6_15111,6,0,Cellväggen är en - det tillåter bara vissa ämnen att komma in i cellen.Cytolasmen är ett ämne som fyller cellen med ett gelématerial.Vakuolerna rör sig genom cellen för att bli av med vissa ämnen.
20,67,6_14026,6,0,1 § Golgi apparat 2. Endoplasmisk retikulum3.Mitochondrier
21,787,6_14746,6,0,Cellen flyttar sin väg till cellmembranet genom att bekämpa svampen.  Sedan går det igenom stadierna. Sedan går det till cellmembranet.
22,1978,6_15937,6,0,1 ) Celler använder fibrer som hår för att röra ämnena och passera dem. Ämnen kan passera rakt genom dem för att komma till ett organ.3.) Ämnen kan kombineras till cellens yttre membran.
23,2269,6_16228,6,0,Diffusion är en del av rörelsen av ämnen genom cellmembranet.
24,989,6_14948,6,0,endocytosis- cellmembranet omsluter materialet och absorberas i cellen.diffusion- koncentrationsgradienten är högre utanför cellen vilket orsakar materialet att naturligt diffundera över membranet.facilitated diffusion- bärare proteiner hjälpa material att flytta med koncentrationsgradienten genom cellmembranet.
25,1634,6_15593,6,0,tre processer är tRNA mRNA och rRNA och de trafer sak kastade cellmembranet för att syntetisera proteiner
