id	prompt	score
en_cw_000001	1	2
en_cw_000002	1	0
en_cw_000003	1	3
en_cw_000004	1	0
en_cw_000005	1	1
en_cw_000006	1	2
en_cw_000007	1	0
en_cw_000008	1	0
en_cw_000009	1	0
en_cw_000010	1	0
en_cw_000011	1	0
en_cw_000012	1	1
en_cw_000013	1	2
en_cw_000014	1	2
en_cw_000015	1	0
en_cw_000016	1	0
en_cw_000017	1	1
en_cw_000018	1	0
en_cw_000019	1	0
en_cw_000020	1	2
en_cw_000021	1	1
en_cw_000022	1	0
en_cw_000023	1	0
en_cw_000025	1	3
en_cw_000026	1	1
en_cw_000028	1	0
en_cw_000030	1	0
en_cw_000031	1	1
en_cw_000032	1	1
en_cw_000034	1	0
en_cw_000036	1	0
en_cw_000038	1	1
en_cw_000039	1	0
en_cw_000040	1	0
en_cw_000041	1	0
en_cw_000042	1	2
en_cw_000043	1	1
en_cw_000044	1	0
en_cw_000045	1	0
en_cw_000047	1	0
en_cw_000048	1	0
en_cw_000049	1	0
en_cw_000050	1	0
en_cw_000051	1	2
en_cw_000052	1	0
en_cw_000053	1	0
en_cw_000054	1	2
en_cw_000055	1	0
en_cw_000056	1	2
en_cw_000057	1	0
en_cw_000060	1	0
en_cw_000061	1	0
en_cw_000062	1	0
en_cw_000063	1	2
en_cw_000064	1	0
en_cw_000065	1	0
en_cw_000066	1	0
en_cw_000067	1	2
en_cw_000069	1	0
en_cw_000070	1	1
en_cw_000071	1	0
en_cw_000072	1	0
en_cw_000073	1	0
en_cw_000074	1	0
en_cw_000075	1	2
en_cw_000076	1	1
en_cw_000077	1	0
en_cw_000078	1	0
en_cw_000079	1	0
en_cw_000080	1	1
en_cw_000081	1	2
en_cw_000082	1	1
en_cw_000083	1	1
en_cw_000084	1	0
en_cw_000085	1	0
en_cw_000086	1	0
en_cw_000087	1	0
en_cw_000088	1	0
en_cw_000089	1	0
en_cw_000090	1	0
en_cw_000091	1	0
en_cw_000092	1	0
en_cw_000093	1	0
en_cw_000094	1	0
en_cw_000095	1	0
en_cw_000096	1	0
en_cw_000097	1	3
en_cw_000098	1	0
en_cw_000099	1	0
en_cw_000100	1	0
en_cw_000101	1	2
en_cw_000102	1	3
en_cw_000103	1	1
en_cw_000106	1	1
en_cw_000107	1	1
en_cw_000108	1	0
en_cw_000109	1	0
en_cw_000110	1	0
en_cw_000111	1	0
en_cw_000112	1	1
en_cw_000113	1	0
en_cw_000114	1	2
en_cw_000115	1	2
en_cw_000117	1	2
en_cw_000119	1	0
en_cw_000120	1	0
en_cw_000121	1	1
en_cw_000122	1	0
en_cw_000123	1	0
en_cw_000124	1	1
en_cw_000125	1	2
en_cw_000126	1	0
en_cw_000127	1	1
en_cw_000128	1	2
en_cw_000129	1	0
en_cw_000130	1	1
en_cw_000131	1	1
en_cw_000132	1	0
en_cw_000133	1	1
en_cw_000134	1	0
en_cw_000135	1	0
en_cw_000138	1	1
en_cw_000139	1	0
en_cw_000140	1	0
en_cw_000141	1	0
en_cw_000142	1	0
en_cw_000145	1	2
en_cw_000147	1	0
en_cw_000148	1	1
en_cw_000149	1	3
en_cw_000150	1	1
en_cw_000151	1	2
en_cw_000152	1	1
en_cw_000153	1	0
en_cw_000154	1	1
en_cw_000155	1	1
en_cw_000156	1	3
en_cw_000157	1	0
en_cw_000158	1	0
en_cw_000159	1	0
en_cw_000160	1	1
en_cw_000161	1	1
en_cw_000163	1	1
en_cw_000164	1	1
en_cw_000165	1	0
en_cw_000166	1	0
en_cw_000167	1	0
en_cw_000168	1	1
en_cw_000169	1	0
en_cw_000170	1	1
en_cw_000171	1	1
en_cw_000172	1	0
en_cw_000173	1	2
en_cw_000174	1	0
en_cw_000175	1	1
en_cw_000176	1	0
en_cw_000177	1	0
en_cw_000178	1	2
en_cw_000179	1	0
en_cw_000180	1	1
en_cw_000181	1	0
en_cw_000182	1	2
en_cw_000183	1	0
en_cw_000184	1	1
en_cw_000185	1	0
en_cw_000186	1	0
en_cw_000187	1	1
en_cw_000188	1	0
en_cw_000189	1	1
en_cw_000190	1	0
en_cw_000191	1	1
en_cw_000192	1	0
en_cw_000193	1	1
en_cw_000194	1	1
en_cw_000195	1	0
en_cw_000196	1	0
en_cw_000197	1	0
en_cw_000198	1	0
en_cw_000199	1	0
en_cw_000200	1	0
en_cw_000201	1	0
en_cw_000202	1	0
en_cw_000203	1	1
en_cw_000204	1	0
en_cw_000205	1	3
en_cw_000207	1	0
en_cw_000208	1	0
en_cw_000209	1	2
en_cw_000210	1	2
en_cw_000211	1	0
en_cw_000212	1	1
en_cw_000213	1	0
en_cw_000214	1	1
en_cw_000215	1	2
en_cw_000216	1	0
en_cw_000217	1	0
en_cw_000218	1	0
en_cw_000219	1	0
en_cw_000220	1	0
en_cw_000221	1	0
en_cw_000222	1	0
en_cw_000223	1	2
en_cw_000224	1	0
en_cw_000225	1	2
en_cw_000226	1	2
en_cw_000227	1	2
en_cw_000228	1	1
en_cw_000229	1	1
en_cw_000230	1	0
en_cw_000231	1	1
en_cw_000232	1	0
en_cw_000234	1	3
en_cw_000235	1	0
en_cw_000236	1	0
en_cw_000237	1	0
en_cw_000238	1	0
en_cw_000239	1	0
en_cw_000240	1	1
en_cw_000242	1	0
en_cw_000243	1	0
en_cw_000244	1	0
en_cw_000245	1	0
en_cw_000246	1	2
en_cw_000247	1	1
en_cw_000248	1	3
en_cw_000249	1	1
en_cw_000250	1	0
en_cw_000252	1	1
en_cw_000256	1	0
en_cw_000257	1	3
en_cw_000258	1	1
en_cw_000259	1	0
en_cw_000260	1	0
en_cw_000261	1	1
en_cw_000262	1	0
en_cw_000263	1	1
en_cw_000264	1	0
en_cw_000265	1	0
en_cw_000266	1	0
en_cw_000267	1	0
en_cw_000268	1	1
en_cw_000269	1	0
en_cw_000270	1	0
en_cw_000271	1	1
en_cw_000272	1	1
en_cw_000273	1	0
en_cw_000274	1	0
en_cw_000275	1	3
en_cw_000276	1	1
en_cw_000277	1	0
en_cw_000278	1	0
en_cw_000279	1	3
en_cw_000280	1	0
en_cw_000281	1	3
en_cw_000282	1	1
en_cw_000283	1	0
en_cw_000284	1	2
en_cw_000285	1	0
en_cw_000286	1	0
en_cw_000287	1	1
en_cw_000288	1	0
en_cw_000289	1	0
en_cw_000290	1	3
en_cw_000291	1	0
en_cw_000292	1	2
en_cw_000293	1	3
en_cw_000294	1	0
en_cw_000295	1	0
en_cw_000296	1	0
en_cw_000297	1	1
en_cw_000298	1	1
en_cw_000299	1	2
en_cw_000300	1	0
en_cw_000301	1	0
en_cw_000302	1	0
en_cw_000303	1	0
en_cw_000304	1	0
en_cw_000305	1	0
en_cw_000306	1	1
en_cw_000307	1	2
en_cw_000308	1	0
en_cw_000309	1	0
en_cw_000310	1	0
en_cw_000311	1	1
en_cw_000312	1	0
en_cw_000313	1	0
en_cw_000315	1	0
en_cw_000316	1	2
en_cw_000317	1	1
en_cw_000318	1	0
en_cw_000320	1	0
en_cw_000321	1	1
en_cw_000322	1	0
en_cw_000323	1	0
en_cw_000324	1	0
en_cw_000325	1	0
en_cw_000326	1	2
en_cw_000327	1	0
en_cw_000328	1	0
en_cw_000329	1	0
en_cw_000330	1	0
