id	prompt	score
en_cw_000659	10	1
en_cw_000660	10	1
en_cw_000661	10	2
en_cw_000662	10	1
en_cw_000663	10	1
en_cw_000664	10	1
en_cw_000665	10	1
en_cw_000666	10	1
en_cw_000667	10	1
en_cw_000668	10	0
en_cw_000669	10	1
en_cw_000670	10	0
en_cw_000671	10	2
en_cw_000672	10	0
en_cw_000673	10	0
en_cw_000674	10	1
en_cw_000675	10	1
en_cw_000676	10	1
en_cw_000677	10	1
en_cw_000678	10	1
en_cw_000679	10	1
en_cw_000680	10	1
en_cw_000681	10	2
en_cw_000683	10	2
en_cw_000684	10	2
en_cw_000686	10	2
en_cw_000687	10	0
en_cw_000688	10	1
en_cw_000689	10	2
en_cw_000690	10	1
en_cw_000692	10	2
en_cw_000693	10	1
en_cw_000694	10	1
en_cw_000696	10	1
en_cw_000697	10	1
en_cw_000698	10	2
en_cw_000699	10	1
en_cw_000700	10	1
en_cw_000701	10	2
en_cw_000702	10	1
en_cw_000703	10	2
en_cw_000705	10	1
en_cw_000706	10	0
en_cw_000707	10	0
en_cw_000708	10	0
en_cw_000709	10	1
en_cw_000710	10	2
en_cw_000712	10	2
en_cw_000713	10	1
en_cw_000714	10	0
en_cw_000718	10	1
en_cw_000719	10	0
en_cw_000720	10	1
en_cw_000721	10	1
en_cw_000722	10	1
en_cw_000723	10	1
en_cw_000724	10	0
en_cw_000725	10	1
en_cw_000727	10	0
en_cw_000728	10	1
en_cw_000729	10	1
en_cw_000730	10	0
en_cw_000731	10	0
en_cw_000732	10	0
en_cw_000733	10	2
en_cw_000734	10	2
en_cw_000735	10	0
en_cw_000736	10	0
en_cw_000737	10	0
en_cw_000738	10	0
en_cw_000739	10	0
en_cw_000740	10	1
en_cw_000741	10	1
en_cw_000742	10	0
en_cw_000743	10	2
en_cw_000744	10	0
en_cw_000745	10	1
en_cw_000746	10	0
en_cw_000747	10	2
en_cw_000748	10	1
en_cw_000749	10	1
en_cw_000750	10	0
en_cw_000751	10	1
en_cw_000752	10	1
en_cw_000753	10	2
en_cw_000754	10	0
en_cw_000755	10	1
en_cw_000756	10	1
en_cw_000757	10	0
en_cw_000758	10	0
en_cw_000759	10	2
en_cw_000760	10	2
en_cw_000761	10	1
en_cw_000762	10	0
en_cw_000764	10	1
en_cw_000765	10	1
en_cw_000766	10	1
en_cw_000767	10	0
en_cw_000768	10	0
en_cw_000769	10	0
en_cw_000770	10	0
en_cw_000771	10	0
en_cw_000772	10	2
en_cw_000773	10	0
en_cw_000775	10	1
en_cw_000776	10	0
en_cw_000777	10	0
en_cw_000778	10	0
en_cw_000779	10	1
en_cw_000780	10	1
en_cw_000781	10	0
en_cw_000782	10	0
en_cw_000783	10	2
en_cw_000784	10	0
en_cw_000785	10	1
en_cw_000786	10	1
en_cw_000787	10	1
en_cw_000788	10	2
en_cw_000789	10	1
en_cw_000790	10	2
en_cw_000791	10	0
en_cw_000792	10	2
en_cw_000793	10	0
en_cw_000796	10	1
en_cw_000797	10	1
en_cw_000798	10	1
en_cw_000799	10	0
en_cw_000800	10	1
en_cw_000803	10	1
en_cw_000804	10	1
en_cw_000805	10	1
en_cw_000806	10	2
en_cw_000807	10	2
en_cw_000808	10	2
en_cw_000809	10	1
en_cw_000810	10	1
