,Unnamed: 0.1,Unnamed: 0,id,text,prompt,score
0,210,210,de_000211,"Cantidad del vinagre Contenido ácido del vinagre / tipo de vinagre Tipo exacto del material (por ejemplo. Madera de roble, madera de pino...) Tamaño del recipiente/relación del tamaño del recipiente con la cantidad de vinagre utilizada y, en su caso. La cantidad de material utilizada",1,3
1,194,194,de_000195,"cantidad de vinagre, gran cantidad de contenedor, cantidad de agua destilada",1,3
2,183,183,de_000184,"se necesita la masa antes, una balanza, un vaso, vinagre. Entonces ponen el material en el vaso con vinagre y después de un día ponen las cosas.",1,0
3,271,271,de_000272,"Qué prueba, masa para comenzar",1,0
4,72,72,de_000073,Otros tipos de materiales deben ser utilizados Menos cantidad de material Materiales más suaves,1,0
5,55,55,de_000056,Masa de la muestra al comienzo (g) Masa al final (g),1,0
6,39,39,de_000040,"Lentes de reactivos, adhesivos, balanzas",1,0
7,78,78,de_000079,Repetir la muestra a 35 grados Celsius. Repetir la prueba a minus Celsius.,1,0
8,209,209,de_000210,"Para repetir el experimento, es necesario saber previamente si los materiales no son solubles en agua. ¿Qué es exactamente en la lluvia ácida que causa la pérdida de peso y por qué no funciona en la madera",1,0
9,191,191,de_000192,- Se requieren datos sobre las pérdidas físicas de material que permitan la inspección previa del material.  - Es necesario evaluar el experimento durante un largo período de tiempo para detectar un efecto más pronunciado.  - Se requieren repeticiones para cada tipo de material (al menos tres) para que los resultados sean más precisos.,1,0
10,182,182,de_000183,Devuelve el vinagre al contenedor. Volver a esperar 24 horas. Debe secarse durante 30 minutos.,1,0
11,105,105,de_000106,- Temperatura ambiental - Humedad ambiental - Tamaño de las muestras,1,1
12,267,267,de_000268,Peso de partida Tipo de ácido Qué materiales tenemos,1,1
13,224,224,de_000225,"Los tipos de muestras: mármol, caliza, madera, plástico.",1,1
14,87,87,de_000088,"¿Cuál fue el enjuague, la temperatura a la que estuvieron expuestos durante las 24 horas, la cantidad de vinagre que usaron?",1,1
15,60,60,de_000061,¿Las pruebas estaban completamente rodeadas de vinagre? ¿A qué temperatura se realizó el experimento? ¿Qué forma tenían las pruebas? (Más superficie -> más efecto del vinagre),1,2
16,205,205,de_000206,"Cantidad de vinagre necesaria; naturaleza de las muestras de partida (polvo, masa cruda, etc.)¿Es el vinagre equivalente a la lluvia ácida?",1,2
17,84,84,de_000085,en cuánto acedo debe colocarse la muestra correspondiente con cuánto agua detilada se enjuaga en qué condiciones se seca la balanza se enjuaga,1,2
18,96,96,de_000097,"Para realizar el experimento, es necesario saber cuál es la cantidad necesaria de vinagre el tipo de contenedor y a qué temperatura se debe hacer",1,2
