,Unnamed: 0,id,text,prompt,score
39,39,de_000040,"Tubes à essai, autocollants, balance",1,0
55,55,de_000056,Échantillon Masse au début (g) Masse à la fin (g),1,0
60,60,de_000061,Les échantillons ont-ils été entièrement entourés de vinaigre ? À quelle température l'expérience a-t-elle été réalisée ? Quelle était la forme des échantillons ? (surface plus grande -> plus d'effet du vinaigre).,1,2
72,72,de_000073,D'autres types de matériaux doivent être utilisés Moins de quantité de matériaux Matériaux plus mous,1,0
78,78,de_000079,Récupérer l'échantillon à _35 degrés Celsius. Récupérer l'échantillon à moins Celsius.,1,0
84,84,de_000085,dans quelle quantité de vinaigre chaque échantillon doit-il être placé avec quelle quantité d'eau distillée est-il rincé dans quelles conditions est-il séché la balance est-elle étalonnée ?,1,2
87,87,de_000088,"Comment était le rinçage, la température à laquelle ils ont été exposés pendant les _24 heures, la quantité de vinaigre utilisée.",1,1
96,96,de_000097,"Pour réaliser l'expérience, il est nécessaire de savoir quelle est la quantité de vinaigre nécessaire le type de récipient et à quelle température doit être fait",1,2
105,105,de_000106,- Température ambiante - Humidité ambiante - Taille des échantillons,1,1
182,182,de_000183,Remettre le vinaigre dans le récipient. retour pour attendre _24 heures. Il faut laisser sécher 30 minutes.,1,0
183,183,de_000184,"il faut la masse avant, une balance, un verre, du vinaigre. ensuite, on met le matériel dans le verre avec le vinaigre et on pèse les choses après un jour.",1,0
191,191,de_000192,"- Il est nécessaire de disposer de données sur les pertes physiques de matériau, ce qui permet de tester le matériau au préalable.  - Il est nécessaire d'évaluer l'expérience pendant une longue période afin de détecter un effet plus prononcé.  - Des répétitions sont nécessaires pour chaque type de matériau (au moins trois) afin que les résultats soient plus précis.",1,0
194,194,de_000195,"quantité de vinaigre, taille des récipients, quantité d'eau distillée",1,3
205,205,de_000206,"Quantité de vinaigre nécessaire ; nature des échantillons de départ (poudre, masse brute, etc.) ; le vinaigre est-il synonyme de pluie acide ?",1,2
209,209,de_000210,"pour répéter l'expérience, il faut savoir au préalable si les matériaux ne sont pas généralement solubles dans l'eau. ce qui provoque exactement la perte de poids dans les pluies acides et pourquoi cela ne fonctionne pas avec le bois",1,0
210,210,de_000211,"Quantité de vinaigre Acidité du vinaigre/type de vinaigre Type exact de matériau (par ex. bois de chêne, bois d'épicéa...) Taille du récipient/rapport entre la taille du récipient et la quantité de vinaigre utilisée et, le cas échéant, la quantité de matériau utilisée",1,3
224,224,de_000225,"Les types d'échantillons : Marbre, calcaire, bois, plastique.",1,1
267,267,de_000268,Poids initial Type d'acide Quels sont les matériaux dont nous disposons ?,1,1
271,271,de_000272,"quel échantillon, masse au départ",1,0
