,Unnamed: 0,id,text,prompt,score
17,17,de_000018,Vinaigre pur ou essence de vinaigre Quelle quantité de vinaigre Quelle température ?,1,2
21,21,de_000022,Quelle quantité de vinaigre est utilisée L'échantillon est-il aussi sec après _30 minutes qu'au début Quelle est la température ambiante,1,1
52,52,de_000053,La détermination des masses des échantillons. La durée du temps de séchage des échantillons. La détermination du poids de la masse après la durée de séchage.,1,0
82,82,de_000083,Quels matériaux ont été testés ? Comment les pluies acides ont-elles été simulées ? Quelle a été la durée de la phase de test ?,1,1
110,110,de_000111,"Température ambiante, volume de vinaigre, volume d'eau distillée. Eau de rinçage",1,2
123,123,de_000124,"on a besoin de nouveau des échantillons de bois, car les chiffres ont donné les mêmes données.",1,0
151,151,de_000152,"Indiquer précisément les milligrammes de chaque échantillon avant et après l'expérience. Utiliser d'autres échantillons, comme par exemple l'acier, le métal, le ciment, le verre, etc. D'autres intervalles de temps sont nécessaires, par exemple _1 heure ou 1 semaine.",1,0
175,175,de_000176,le matériel doit être à nouveau complètement sec.,1,0
188,188,de_000189,"Des répétitions sont nécessaires pour chaque type de matériau (au moins trois) afin que les résultats soient plus précis. Il est nécessaire de disposer de données sur les pertes physiques de matière, ce qui permet de tester le matériau à l'avance.  Il est nécessaire d'évaluer l'expérience sur une plus longue période afin de détecter un effet plus prononcé.",1,0
190,190,de_000191,Il est important d'avoir tous les éléments sous la main et de suivre chacune des instructions affichées.,1,0
196,196,de_000197,les échantillons étaient-ils complètement recouverts quelle était la température combien de pour cent les échantillons ont-ils perdu ?,1,1
198,198,de_000199,Il est important d'avoir tous les éléments sous la main et de suivre chacune des instructions affichées,1,0
238,238,de_000239,Combien de temps les échantillons sont-ils rincés ? Quelle quantité de vinaigre est utilisée ? Quels sont les récipients utilisés ? Les récipients sont-ils fermés ?,1,3
249,249,de_000250,- Forme des échantillons / taille de la surface exposée au vinaigre - Concentration du vinaigre - Composition exacte des échantillons,1,2
268,268,de_000269,la pluie de baisers sort du marbre quand l'argent est soulevé du sol sous forme de poussière et de pluie de baisers coulante,1,0
269,269,de_000270,laisser les échantillons plus ou moins longtemps dans le récipient. laisser sécher les échantillons plus ou moins longtemps. je serais intéressé par la taille des échantillons,1,1
287,287,de_000288,"Taille du récipient, quantité de liquide, forme et taille des échantillons.",1,3
294,294,de_000295,Quelle quantité de vinaigre doit être versée dans le récipient et combien de temps le matériel doit-il être rincé à l'eau distillée ?,1,2
299,299,de_000300,Pas de ,1,0
