,Unnamed: 0,ItemId,PromptId,Score1,AnswerText
0,1870,1_1871,1,0,你也需要。
1,357,1_358,1,0,"对我来说,我认为这个实验将需要告诉你在瓶子中重复什么,并提供更多示例,他们正在做什么来使这个实验工作。"
2,1954,1_1955,1,0,1、你需要测量起始质量。 ^ p 2. 你需要测量终结质量。 ^ p 3. 你需要测量开始和结束质量之间的差异。
3,202,1_203,1,0,"我不知道复制意味着什么,所以我不知道如何回答这个问题"
4,1255,1_1256,1,0,我们需要知道起点和终点之间的时间。
5,117,1_118,1,0,你会需要多少总共有。
6,15,1_16,1,0,我不知道发生了什么事!
7,1611,1_1612,1,0,"在我完成阅读信息后,我认为我需要四种类型的醋,但相同和四个容器,然后我需要确定每个样品的质量。"
8,724,1_725,1,0,"为了复制实验,您应该测量每个容器中添加的酸奶的量。 您还应该测量每个样品的质量,然后将它们添加到醋中。 最后,您应该测量材料取出后剩下的酸奶数量。"
9,2177,1_2178,1,0,大理石岩石和塑料都缺少在消极的差异。
10,1143,1_1144,1,0,"将一个材料的样本放入一个容器,并标记,“重复剩余的样品”,意思是样品放入一个容器。"
11,1615,1_1616,1,0,"您需要的其他信息是声明,为什么您这样做,结果是正确的或错误的。 例如,你正在寻找的结果类型。"
12,1543,1_1544,1,0,"第一 收集材料。 2 戴上Apron & Goggles。 《p3》 设置材料。 《p4》 在相同的容器中放入。 《p5》 把大理石,石,木材,塑料放在它们的单独容器中。 六。 把名字放在容器上,等待24小时。 七 用蒸水清洗样本。 八。 将样品放到干燥。 九。 确定质量和其他差异。 张十。 清理材料。"
13,1652,1_1653,1,0,"在这个实验中,您需要添加更多信息,例如在制作中,例如如何设置样本,以便开始。 此外,它从来没有说样品是在一个容器中,需要在开始时包括这一点。 但是它看起来像一个很好的实验,他们如何在每个样品上注入醋,然后让它坐下来,只有柠檬石改变了最多,另一个样品在开始和结束质量中几乎保持不变。"
14,2148,1_2149,1,0,"为了复制这个期限,我需要在这个程序中找到的所有材料。 然后我会收集我的所有材料,并遵循程序,并在一张纸上记录我的数据。 在期限中,我总是喜欢带一块手表来计时样品,如果周围没有样品。"
15,2026,1_2027,1,0,"您需要写一个关于实验的假设和关于发生了什么的结论,以及实验经历的变化图。"
16,2151,1_2152,1,0,"为了复制这个实验,我需要容器的质量,容器的描述和控制,以最大限度地提高数据的准确性。"
17,1982,1_1983,1,0,"他们需要解释他们的实验是如何进行的。 所以他们使用了不同的物品,并将它们放入含醋的容器中。 确定每个人的质量。 这就是他们应该解释他们的实验的方式。 “我们在醋中测试了四个物体,其中四个物体是大理石,石,木头和塑料。 每个尺寸的质量为大理石4、石10、木材11、6、塑料7、2。 当我们把它们放入醋中,把它们拿出来,然后放下30分钟时,我们看到大理石的质量下降到9、9、9、1、11、2和7、1的塑料。 因此,大理石的质量下降了 -0.4,石 -1.3,木材 0.0,塑料 -0.1."
18,1354,1_1355,1,0,"您需要的一些信息,以便复制实验是诸如您的假设问题,结果,结论等。 您还需要展示如何获得您的结果和结论。"
19,333,1_334,1,0,"我将包括3件信息来复制这项程序,就是将更少的醋注入每个容器,让样品坐下来干30分钟,并让样品呆20小时。 我选择这样做,看看大众是否会发生不同的事情,然后他们第一次尝试这个实验时发生了什么。"
20,1309,1_1310,1,0,我们需要复制实验的额外信息将是阴谋。
21,713,1_714,1,0,"这个实验应该包括一个解释为什么学生正在做这个实验。 他们应该告诉我们为什么质量下降,为什么木材保持相同的质量。"
22,413,1_414,1,0,他们需要重复已经形成的每一个步骤。
23,1323,1_1324,1,0,"一些额外的信息将确保样品干燥,以便做任何其他事情。 接下来,请确保您获得所有数据并创建图表。"
24,1069,1_1070,1,0,"你需要复制这个实验的信息是从24小时的样品。 将醋注入四个单独但相同的容器,并允许样品干燥,您还需要先确定样品的质量。"
25,371,1_372,1,0,"您需要再重复实验2次,记录所有数据,然后比较它们,看看样品是否有任何变化。 背景信息对于任何实验都很重要。"
26,200,1_201,1,0,"你需要更多的大理石,石头,木头和塑料。"
27,395,1_396,1,0,"要复制这个实验,你需要以下的vingar,在每个相同的容器中,你需要让样品坐下来干30分钟。 24小时后,将样品从容器中移除,并用蒸水冲洗每个样品。"
28,224,1_225,1,0,我
29,1796,1_1797,1,0,"我想你会需要一瓶醋,一个容器电缆,子,纸,一个子,一个水泥石,木头和一个塑料。 你将需要......"
30,2050,1_2051,1,0,"这是一个很好的程序,只有它缺少一些问题,导致实验完全走错,因为你将无法完成调查。 我自己不会改变,但可以通过程序一步或两步,例如,需要通过减去和看到彼此的差异来调和所有答案。 至少检查三次,看看是否有效。"
31,309,1_310,1,0,"您需要将样品放置在一个容器中,并在单个容器中重复剩余的样品。 24小时结束后,样品去除并冲洗。 让样品坐下来干30分钟。"
32,1347,1_1348,1,0,"1 让样品坐在干燥不同的时间。 ^ p 2 尝试不同的容器,而不是相同的、不同大小/形状的容器。 ^ 3 尝试一种以上的酸类型,除了醋。 ^ p 4 允许样本长于 24 小时。"
33,1304,1_1305,1,0,"你需要醋,一个样品材料将其放入一个测量和标签,你还需要四个相同的容器。 這是要複製起始質量,終結質量和質量差異。 这就是你需要复制这个实验。"
34,640,1_641,1,0,我需要知道在那24小时内对样品发生了什么。 2 我需要知道为什么他们选择了他们做的四个样本。 第三 我还需要手套和面具来保护自己。
35,620,1_621,1,0,"为了复制这个实验,你需要知道学生在寻找什么? 为什么程序的每个步骤都在进行? 为什么选择了这四个样本,以及是否应该有更多的试验或重复,以创建更准确的数据。"
36,425,1_426,1,0,"它不会告诉你他们试图通过调查来找出什么。 所以我们可以做这项工作,但我会知道如果我们在以后做什么。"
37,751,1_752,1,0,"假设他们将拥有什么质量,分析你的结果,并得出一个问题结论。"
38,782,1_783,1,0,"在组程序上,我需要一些额外的信息,以复制这个实验是什么样本,你首先开始发生了什么事,如果24小时内发生了什么事,你如何找到质量的差异。"
39,1539,1_1540,1,0,"为了使我复制这个组的程序,我需要有一个问题他们的假设。 独立和依赖变量。"
40,621,1_622,1,0,"您需要复制这个实验的额外信息是您需要多少样本,您需要花多少时间进行程序,以及您的初始质量需要是什么。"
41,1034,1_1035,1,0,"為了讓我複製這個實驗,我需要一個質量尺寸,醋,容器,標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤標籤 我还需要大理石、石头、木头和塑料的样本。"
42,1929,1_1930,1,0,"你需要知道的其他信息是形状,大小和液体。"
43,1017,1_1018,1,0,"为了复制实验,您需要的额外信息将是样本开始的时间,从所有四个样本的质量差异,并确定哪个样本有更大的质量,哪个样本有最少的质量。 解釋為什麼質量是這個數量"
44,1466,1_1467,1,0,说说他们使用的是什么样的材料。 为什么这么做就是实验。
45,1872,1_1873,1,0,"为了复制实验,在程序中应该说要写下或标记一个图表,说明开始质量和结束质量,并开始实验。 你需要写下这些信息,因为它有助于找出不同样本的质量。"
46,579,1_580,1,0,"他们给了不同的样品,但他们没有包括一个解释的方式,他们把酸雨放在样品上。"
47,250,1_251,1,0,你需要把所需的对象来样本这个实验。 你也需要一个假设和一个结论。
48,1427,1_1428,1,0,"要复制这个实验,需要添加的三件事是将大理石,石,木材和塑料放在一个不同的杯子里,填满了醋。 在开始时,你需要确定一块石,大理石,木材和塑料的质量。 在最终确定质量后,计算质量差异,从每一个终点的质量中减去石,大理石,木材和塑料的第一个质量。"
49,799,1_800,1,0,您需要提供有关实验的信息。
50,1904,1_1905,1,0,"为了复制这个实验,我需要木材、塑料、石、大理石和醋。 此外,我需要水来冲洗24小时浸泡后的样品。"
51,597,1_598,1,0,"你不需要任何信息。 他们为您提供您需要的所有信息。 他们告诉你程序,他们给你数据,他们创建了一个图表。"
52,450,1_451,1,0,他们应该做的一件事是解释为什么他们正在测试葡萄酒。 他们也应该有一个假设。
53,1077,1_1078,1,0,"你需要重复这个信息一次,看看你的分数是如何的,如果你不满意,那么你可以再次做,看看它是否正确。"
54,1787,1_1788,1,0,"为了复制实验,需要的是依赖,独立和控制,这些是醋,容器和每个样品的时间。"
55,456,1_457,1,0,"在阅读这组的程序后,我认为他们应该使用四个以上的样本,以便他们从其他类型的石头中找到不同的来源。 我认为他们应该有更多的审判。"
56,1139,1_1140,1,0,"我需要知道為什麼木材沒有改變?為什麼石更大,為什麼塑料數量小"
57,1357,1_1358,1,0,"阅读组程序后,您需要的额外信息是依赖和独立变量、中央和成本,假设和问题陈述。"
58,1197,1_1198,1,0,"该过程是确定四个不同的样品的质量,将醋注入四个单独但相同的容器中。 一天后去除并让样品30分钟。"
59,548,1_549,1,0,"他们可能有一个事情,他们没有控制这个程序。下一个事情,他们可能会改变,他们可以说如何获得或确定每个建筑材料的质量。"
60,1531,1_1532,1,0,"每个材料的两个样本必须收集,使两个图表,一个为您的第一个试验,一个为第二个。 计算你的两个试验的平均值。"
61,1383,1_1384,1,0,"需要添加和开始的其他信息是对实验及其目的的简要介绍。 应该添加什么类型的质量,以便可能引起混淆。 据我所知,什么是泰大众是被记录的学生数据。 该程序还应该准确地说明要记录的 neeeds,如开始和结束质量以及质量差异。"
62,2187,1_2188,1,0,"我需要一个平衡来衡量四个不同的样品的质量。取代醋为柠檬,并在每一个四个中放置。24小时后,我会用水冲洗每个样品。 之后我会使用平衡来检查每个质量是否有任何变化。"
63,1781,1_1782,1,0,"确定四个不同的样本的质量。 将一个材料的样本放入一个容器和标签。 重复剩余样本,将单个样本放入一个容器。 确定每个样品的质量。 让样品坐下来干燥30分钟。"
64,1832,1_1833,1,0,"在这个表中,它是说,首先当开始大理石的质量时是9.8然后它是下降它会9.4。 因此,它是下降 -0.4。 在石中,質量也會下降。 首先,开始质量为 10.4 然后结束质量为 9.1. 区别是 -1.3 之间。 木头没有变化。 在开始的质量是 11.2 和结束的质量也是 11.2。 所以它没有变化。 在塑料中,起始质量为7.2、终结质量为7.1。 它是下降的。 这是在 -0.1 之间的差异。 我认为木材不是重的,然后是其他,这就是为什么它没有变化。 然后石 它在很大程度上改变其他,因为它是重的他们其他。"
65,373,1_374,1,0,"为了让您复制实验,您将不得不更改使用时间,看看是否会有不同的结果。 此外,在步骤2中,它说要将醋倒入四个容器中的每个容器中,改变他们如何使用醋,并用另一种液体替换,看看这些是否会产生任何影响。 最后,我建议使用另一个样本或尽可能多的样本,以获得最准确的答案。"
66,742,1_743,1,0,"我将需要在每一个四个单独和24个中添加醋。 24小时,我从容器中取出样品,用蒸水冲洗每个样品,然后确定每个样品的质量。"
67,1574,1_1575,1,0,"我需要复制这个实验的额外信息是如何确定每个样品的质量,还需要在将它们放入醋之前取样品的质量,并比较醋之前和之后的质量。"
68,1051,1_1052,1,0,"为了复制实验,你需要知道什么类型的材料在哪里。 此外,你需要多少每个材料才能进行实验,然后它说你测量每个物质的质量。 你需要知道他们是否在杯子中发现了质量。 这可能会影响到外来,如果你不知道。"
69,552,1_553,1,0,"要复制实验,我需要知道学生的目标是什么。 我总是标记一个容器中要放多少。 在他们的程序中是学生没有这样做。"
70,1342,1_1343,1,0,您需要在四个新的单独但 idantical容器中注入醋。 然后你将需要获得四个新的样本。 以四種不同的樣本來定義質量。
71,229,1_230,1,0,"学生还需要做一个假设,一个图表,并在质量中找到差异。"
