id	prompt	score
en_002791	2	1
en_002796	2	2
en_002801	2	3
en_002807	2	3
en_002808	2	1
en_002809	2	0
en_002810	2	1
en_002814	2	3
en_002816	2	1
en_002823	2	2
en_002828	2	0
en_002832	2	1
en_002833	2	2
en_002834	2	0
en_002835	2	1
en_002843	2	0
en_002846	2	2
en_002852	2	3
en_002855	2	0
en_002856	2	2
en_002862	2	2
en_002865	2	1
en_002866	2	2
en_002869	2	0
en_002870	2	1
en_002874	2	3
en_002877	2	1
en_002884	2	2
en_002885	2	3
en_002888	2	2
en_002890	2	2
en_002894	2	2
en_002902	2	2
en_002910	2	1
en_002912	2	3
en_002919	2	1
en_002922	2	3
en_002939	2	2
en_002947	2	3
en_002951	2	2
en_002952	2	2
en_002957	2	2
en_002960	2	3
en_002961	2	1
en_002963	2	3
en_002964	2	1
en_002965	2	2
en_002971	2	1
en_002972	2	0
en_002973	2	1
en_002982	2	2
en_002992	2	2
en_003005	2	1
en_003013	2	3
en_003022	2	3
en_003027	2	3
en_003028	2	1
en_003029	2	1
en_003033	2	2
en_003036	2	3
en_003042	2	0
en_003049	2	1
en_003050	2	1
en_003052	2	2
en_003057	2	1
en_003059	2	3
en_003062	2	3
en_003065	2	0
en_003073	2	2
en_003077	2	3
en_003085	2	2
en_003096	2	0
en_003098	2	2
en_003099	2	2
en_003110	2	1
en_003122	2	3
en_003131	2	1
en_003134	2	3
en_003140	2	2
en_003147	2	2
en_003149	2	2
en_003152	2	1
en_003153	2	2
en_003156	2	1
en_003159	2	1
en_003160	2	3
en_003161	2	0
en_003164	2	3
en_003170	2	1
en_003171	2	3
en_003174	2	1
en_003175	2	0
en_003178	2	2
en_003184	2	1
en_003188	2	1
en_003191	2	3
en_003192	2	1
en_003195	2	2
en_003201	2	2
en_003204	2	0
en_003208	2	2
en_003211	2	2
en_003214	2	0
en_003217	2	1
en_003222	2	2
en_003231	2	2
en_003232	2	2
en_003234	2	2
en_003235	2	1
en_003236	2	2
en_003240	2	0
en_003256	2	0
en_003263	2	2
en_003267	2	3
en_003274	2	1
en_003275	2	2
en_003278	2	2
en_003295	2	3
en_003296	2	2
en_003307	2	2
en_003308	2	1
en_003315	2	1
en_003324	2	2
en_003331	2	0
en_003337	2	3
en_003346	2	2
en_003360	2	2
en_003361	2	3
en_003366	2	0
en_003367	2	2
en_003369	2	3
en_003372	2	1
en_003379	2	0
en_003382	2	2
en_003384	2	0
en_003386	2	1
en_003387	2	3
en_003394	2	1
en_003397	2	2
en_003403	2	1
en_003404	2	1
en_003405	2	2
en_003411	2	1
en_003415	2	3
en_003418	2	3
en_003424	2	1
en_003427	2	0
en_003440	2	3
en_003446	2	0
en_003447	2	3
en_003453	2	2
en_003460	2	3
en_003468	2	1
en_003472	2	2
en_003473	2	1
en_003479	2	3
en_003487	2	1
en_003488	2	2
en_003489	2	3
en_003498	2	2
en_003499	2	3
en_003500	2	2
en_003504	2	1
en_003518	2	2
en_003528	2	3
en_003536	2	3
en_003539	2	2
en_003548	2	3
en_003550	2	2
en_003551	2	1
en_003563	2	1
en_003565	2	2
en_003570	2	2
en_003575	2	1
en_003578	2	2
en_003581	2	3
en_003586	2	2
en_003590	2	3
en_003592	2	1
en_003595	2	2
en_003596	2	1
en_003601	2	1
en_003612	2	0
en_003618	2	1
en_003621	2	3
en_003626	2	2
en_003629	2	0
en_003634	2	2
en_003635	2	2
en_003639	2	0
en_003641	2	2
en_003642	2	3
en_003644	2	1
en_003647	2	2
en_003649	2	2
en_003654	2	1
en_003656	2	0
en_003673	2	2
en_003674	2	2
en_003677	2	0
en_003678	2	2
en_003689	2	3
en_003691	2	1
en_003692	2	2
en_003693	2	3
en_003695	2	1
en_003696	2	0
en_003703	2	3
en_003704	2	3
en_003713	2	1
en_003718	2	2
en_003722	2	2
en_003724	2	3
en_003725	2	2
en_003732	2	2
en_003737	2	3
en_003739	2	2
en_003743	2	0
en_003744	2	2
en_003747	2	2
en_003753	2	3
en_003757	2	2
en_003760	2	0
en_003762	2	2
en_003769	2	3
en_003778	2	2
en_003780	2	2
en_003783	2	3
en_003784	2	2
en_003787	2	2
en_003789	2	1
en_003790	2	3
en_003791	2	1
en_003792	2	2
en_003801	2	2
en_003804	2	3
en_003808	2	3
en_003816	2	2
en_003819	2	2
en_003822	2	2
en_003824	2	1
en_003835	2	2
en_003841	2	1
en_003847	2	0
en_003852	2	3
en_003854	2	1
en_003858	2	0
en_003868	2	0
en_003870	2	2
en_003873	2	2
en_003875	2	2
en_003891	2	1
en_003892	2	2
en_003895	2	3
en_003898	2	2
en_003907	2	1
en_003908	2	2
en_003909	2	0
en_003910	2	3
en_003911	2	2
en_003912	2	0
en_003915	2	2
en_003916	2	2
en_003917	2	2
en_003923	2	2
en_003925	2	2
en_003927	2	2
en_003943	2	2
en_003944	2	3
en_003947	2	3
en_003950	2	3
en_003951	2	3
en_003955	2	3
en_003969	2	2
en_003976	2	2
en_003977	2	3
en_003983	2	2
en_003986	2	2
en_003993	2	0
en_003997	2	3
en_004003	2	2
en_004004	2	3
en_004005	2	1
en_004007	2	2
en_004013	2	3
en_004030	2	0
en_004031	2	0
en_004033	2	0
en_004042	2	0
en_004045	2	1
en_004046	2	3
en_004049	2	1
en_004051	2	3
en_004053	2	3
en_004056	2	0
en_004058	2	0
en_004060	2	1
en_004062	2	2
en_004063	2	0
en_004064	2	2
