,Unnamed: 0,ItemId,PromptId,Score1,AnswerText
0,2104,9_25056,9,0,O autor organiza o artigo dizendo-lhe o que era o lixo espacial e como ele ocorre.
1,1950,9_24902,9,0,Ele vai em ordem pelo que acontece com o lixo espacial
2,1418,9_24370,9,0,"A organização do autor do artigo, começando com um começo interessante e lentamente passou para o ponto principal. É um sinal de um grande autor."
3,1325,9_24277,9,0,"O autor nos faz pensar sobre o espaço e as coisas que acontecem. Em seguida, nos dá a história sobre a exploração espacial e os perigos que existem no espaço. O autor nos conta sobre todo o lixo espacial especialmente que pode ser seriamente perigoso. Todas as informações levam ao fato de que há um monte de lixo flutuando no espaço que é perigoso e que os satélites podem colidir porque isso aconteceu antes."
4,2369,9_25321,9,0,O autor organiza o artigo pelo problema mais pequeno para o problema mais bug.
5,2091,9_25043,9,0,O autor começa com material interessante para fatos e conclusões importantes.
6,1398,9_24350,9,0,Ele organiza o artigo do mais perigoso para as soluções ou o que estamos trabalhando para ser nossas soluções.
7,582,9_23534,9,0,Eu acho que ele os colocou em ordem pela primeira descoberta e depois na ordem de mais descobertas à medida que o tempo passou.
8,2225,9_25177,9,0,"O autor faz do artigo uma atração de atenção. Uma vez que ele tem a atenção dos leitores, ele passa para os fatos mais importantes. O autor assegura que os leitores sabem que o espaço tem muitas coisas perigosas lá fora."
9,895,9_23847,9,0,Eles dizem muito de fatos.
10,331,9_23283,9,0,"Ele dá detalhes específicos sobre o espaço, e diz-lhe que os cientistas estão pressionados para uma solução fácil para o problema do lixo espacial. Ele está fornecendo informações sobre os problemas de satélite."
11,993,9_23945,9,0,Este capítulo estava falando sobre o espaço e isso explica como o quanto a NASA está tendo problemas no futuro
12,317,9_23269,9,0,Quem organiza sobre o que as coisas são importantes no lixo espacial e na exploração do lixo espacial.
13,277,9_23229,9,0,O autor organiza o artigo dizendo o que poderia acontecer se você estivesse no espaço e coisas como isso aconteceram. Você não precisaria de nada para ter com você às vezes e o que você faz quando você está em uma missão espacial.
14,1906,9_24858,9,0,"No começo, ele começa tudo animado, então ele se torna sério e nos diz as coisas prejudiciais que acontecem e por que isso acontece, e como eles estão tentando impedir que isso aconteça."
15,2194,9_25146,9,0,"Ele faz isso emocionante no início, então se estabelece e se torna sério sobre os satélites e quão importantes eles são, e quão perigoso é se eles atingirem coisas."
16,1705,9_24657,9,0,O autor organiza este
17,269,9_23221,9,0,"O autor organiza-o explicando cada coisa de que fala, como a história do satélite e quem enviou os primeiros para o espaço."
18,355,9_23307,9,0,"O autor organiza o artigo dizendo o que é, como começou.O autor usa a data e as horas, ele também usa o quão difícil é lá fora no espaço."
19,2113,9_25065,9,0,"Bem, primeiro ele leva você para ele pelo primeiro parágrafo do que seu tom muda. A prefeitura está bem organizada. Eles tiveram o espaço do parágrafo lixo é um parágrafo interessante que os trys trys para trazê-lo nesta história."
20,999,9_23951,9,0,Ele organizou da menor quantidade de danos para o que pode causar a maior quantidade.
21,1856,9_24808,9,0,"Bem, eu fico com a forma como ela estabeleceu suas informações sobre viagens espaciais e sobre o quão prejudiciais os microdebris realmente são."
22,764,9_23716,9,0,"Eles tentam chamar sua atenção dizendo que a coisa sai e, em seguida, é uma descida. Eles estão tentando fazer você pensar sobre o que realmente é."
