id	prompt	score
es_304SM51WA5HMIGOSEYW0KNAOEOOBSM	2	0
es_304SM51WA5HMIGOSEYW0KNAOLRRSBJ	2	0
es_30IQTZXKAMJTUA7HAS5YZEVXY9LX02	2	2
es_30JNVC0ORBXKWDC1MMHRBYYLOMTQHS	2	2
es_30JNVC0ORBXKWDC1MMHRBYYLQUHQHY	2	1
es_30LSNF239W830PL0QT9BFS1XA0VI2G	2	2
es_30MVJZJNHOQAVKQ5TK9Q1GOBXY29JD	2	0
es_30X31N5D653HZ6J08KW4PCQI19ISAY	2	0
es_3137ONMDKIIHZERLTP49WHX6WCJEGO	2	0
es_31IBVUNM9UCSNPHCDVN1E0LGYGBVFG	2	1
es_31LM9EDVON5VKMUZUUSVJHJV391JND	2	0
es_31Q0U3WYDRSZMKM8OY50JK1J1B371H	2	2
es_31QTRG6Q2VQLIW1BW96QXT3EBTNYPR	2	1
es_31QTRG6Q2VQLIW1BW96QXT3ECMJYPA	2	3
es_31T4R4OBOUTJ9NW64VUK0GKADAO7CD	2	2
es_31T4R4OBOUTJ9NW64VUK0GKAGW6C7B	2	0
es_324G5B4FB5LZFV1QSF105FI9X3D70Z	2	3
es_32M8BPYGAVZTFJT7P8U0HWVYHP5GIB	2	2
es_32SCWG5HIJHJZCR5QQBYE2JLCFAP6Q	2	2
es_32UTUBMZ7I92A85W8T15VAUVB3TBVM	2	3
es_32VNZTT0A9HQW236KUM8MZZMHAWR4B	2	3
es_32XVDSJFP1APW8BRB8737L8EWWPM2P	2	0
es_32ZKVD547H0IYZ3DOJVZCF2CJINB39	2	0
es_33C7UALJVNB3MYRRY3X6XKXEKDR81V	2	1
es_33C7UALJVNB3MYRRY3X6XKXEMGH18M	2	3
es_33F859I568QXS7AC34K1G93M3K3BH9	2	0
es_33FOTY3KEOY5Y1H4FFDBZ6TX3HZ1C0	2	0
es_33IZTU6J83ETVJRTJUOI9K1G1GRSX9	2	3
es_33JKGHPFYE7LLU0KXR5NZ9BC5X4NMF	2	1
es_33L7PJKHCIB4VI300MHG3QG9628T8L	2	0
es_33LK57MYLVII0ER8KCC365HR3PLZSL	2	0
es_33M4IA01QIEHU4RG45ODJAWKCZXRXC	2	3
es_33SA9F9TRZ7DW0HL8U8RIKJURV9WEW	2	1
es_33TIN5LC06N0Q9L4FKATB33ZE8OY9P	2	0
es_340UGXU9D0EH67E28KI000MJ65EUV4	2	2
es_34J10VATJHBKS8NLS4ZCBAZ0Q4AIQR	2	0
es_34Q075JO1ZQL49MO3ZKR45RWWWC10R	2	1
es_34V1S5K3GUEY7PBY91F1SCJ64I9967	2	1
es_34X6J5FLPVBGNJ7RAMKCNBE049LQJE	2	0
es_352YTHGROXQD78P3OPAE8VXGRVOH4F	2	2
es_3570Y55XZRWF5J8CTQG33KPM7X5GYX	2	1
es_358010RM5G69NB8XDPTNK7LN1FEXV3	2	1
es_358010RM5G69NB8XDPTNK7LN2K7VX5	2	3
es_358UUM7WR1GNFPLPMSKFPBJW64DR74	2	2
es_358UUM7WR1GNFPLPMSKFPBJW91NR7B	2	0
es_35BLDD71I8AYS68CE7H8HS1Y07IZVJ	2	2
es_35BLDD71I8AYS68CE7H8HS1Y7NWVZW	2	3
es_35GCEFQ6I71EGX6TUXB2YX9FJ2O3ZT	2	3
es_35H6S234SCDF629M6B2KGWE4IFI56Q	2	0
es_35K3O9HUADQBLEVQI5YREWXUV7QEFG	2	0
es_35LDD5557CHKDOFH0ED77HU854LMKT	2	3
es_35LDD5557CHKDOFH0ED77HU88D9MK2	2	2
es_369J354OFFNDMZY6N7LBKT5TE87G64	2	0
es_36AHBNMV1TPCTZYLR0FVXZMP5Z1DYV	2	0
es_36AHBNMV1TPCTZYLR0FVXZMPUL4DYV	2	3
es_36H9ULYP647JWUHIW69IBCAMUY5FJH	2	3
es_36PW28KO419GPNEI7PCZ0VM3WBREAJ	2	2
es_36U2A8VAG3CK754VJH1I1CHFG04YKA	2	1
es_36ZN444YTTBH7WA5DR78M540CLCIO4	2	2
