,ItemId,PromptId,Score1,AnswerText
1665,10_27614,10,0,light gray ::  If the doghouse was black or dark gray it mig ht get to hot for the dog. If it was white it might be to cold for the do g so i decided that ligh gay was a good color.
501,10_26450,10,0,light gray :: Light gray would be a good color because if y ou used black then that would attract energy from the sun causing the sun to hitthe dog house and the dog will get to hot. So if we use light it w ill slightly attract some energy from the sun because the color is a mixt ure between black and white making the dog the right temerature.
976,10_26925,10,0,light gray :: light gray won't affect the dog house in any way.
658,10_26607,10,0,white ::  they paint the color whit because it at tracts less sun light.
451,10_26400,10,0,white ::  its not to dark
335,10_26284,10,0,white ::  the white might let sunlight come in the dog house
1708,10_27657,10,0,white :: because white draws the least amount of energ y
490,10_26439,10,0,black ::  Black because it effect lid color on the air temperature and because it absob more energy.
1244,10_27193,10,0,dark gray ::  beause he well feel bad and dont like it and he wont sleep.
963,10_26912,10,0,black :: If the dog house was black it would attract m ore light from the sun to the dog house which would keep the dog warmer w hen its outside.
719,10_26668,10,0,dark gray :: The light grey color of the dog house would m ake it nuetral inside because it stayed the same throughout each experime nt.
375,10_26324,10,0,dark gray :: easy to light make stay drak
338,10_26287,10,0,black ::  Black will affect the doghouse because dark c olors absorb more energy.
1253,10_27202,10,0,white :: because the white will not atract that much h eat like the other colors.
1257,10_27206,10,0,light gray :: Different color affect the doghouse color aff ect the heat in the doghouse
1186,10_27135,10,0,dark gray ::  it will stay the same even after it drys. :)
597,10_26546,10,0,black :: The color black might affect the dog house be cause black is the drakest color out of the's four colors.
1990,10_27939,10,0,white :: because white doesnt absorb heat because its not an dark color.
141,10_26090,10,0,black ::  so the dog will stay warm at night.
1513,10_27462,10,0,black :: they sould use black because black keeps heat better than the other colors so the dont want there dog to get cold so b lack is the most affective color.
773,10_26722,10,0,white :: white
1159,10_27108,10,0,dark gray :: It might make the doghouse warmer during wint er months. For example the average heat for the dark grey paint was 48(DEG)C
568,10_26517,10,0,black ::  This color might affect the dog house becaus e black absorbs the most energy that is given. It is shown in the results that black lid color has an average of 53(DEG)C
182,10_26131,10,0,white :: The color that might affect the doghouse is t he white beacuse it was the one that got less then the other three colors
707,10_26656,10,0,white :: It won't effect it at all becuase white don't asorb to much energy and won't cuase any heat like black will
66,10_26015,10,0,white ::  it will afect the dog house by the temp in si de becaes the wight atracks less height
2166,10_28115,10,0,dark gray :: it will keep the temperature the same at all times
644,10_26593,10,0,black :: becouse the dog house would look filthy
1477,10_27426,10,0,white ::  white would not attract as much heat as the o ther darker colors
1783,10_27732,10,0,dark gray :: my color is dark gray it might effect the inside because its gonna make it look scary in there
1933,10_27882,10,0,white :: The white color attracks less heat so that wa y the dog isn't to hot or to cold
552,10_26501,10,0,white ::  Whit wouldnt arelly affect it cause in the wi nter there is not much sun so the color would make no difference but in t he summer it would be the same because sun does not affect the color whit e especailly in the heat.
1412,10_27361,10,0,white :: Ir Afeeect other people to what they may have dont to othewers and atht jksdjoiauy dhsaj 3 hfgyunashgygajshu\
1345,10_27294,10,0,:: do they want the dog house to be warmer or co oler: if they want to have the dog house warm all year choose black paint . if they want ithe dog house cooler all year then chose white paint. if they want the dog house to be luke-warm chose gray paint. if they wanted it to be medeum-cold chose light gray paint. not enof info to tell what you are asking for
1506,10_27455,10,0,"dark gray ::  I chose dark gray because, where I live, it can get fairly cold. The dark gray might offer the dog warmth during the winter and at night, without over heating the doghouse. And hopefully in the summer the dog will be able to run around and wont have to worry about getting to hot in the doghouse then. I think your question is too vague. It really depends on the climate and dog breed."
34,10_25983,10,0,black :: because it's so string
1803,10_27752,10,0,dark gray :: because it can capture some sunlight
2088,10_28037,10,0,black :: black because in the experiment it shows that black keeps heat in more
593,10_26542,10,0,black :: the color might afferct the doghouse because mybe the dog dasent like the color they put on the dogs house or myebe is to dark or to briet for the dog. and calculate and rec ord the average air temperature for each lid color .
1958,10_27907,10,0,white ::  the white light will make the dog house have light in it.
1056,10_27005,10,0,dark gray :: Dark Gray would be a good color for a dog hou se because it will keep the dog house warm during the winter and during t he summer the dog will spend most of its time outside its house. the results in th e experiment were 48(DEG)C solid so that is a good temprature for a dog house. not too hot and not too cold.
1294,10_27243,10,0,white :: This color will affect the doghouse because the color white will allow more air to be in the doghouse at once.
1979,10_27928,10,0,"dark gray :: I think that Brandi and Jerry should use the dark gray paint because that way the inside of the dog house is cool for the dog when its hot outside unlike the three other paint colors that will attract the sun and make it hot inside the dog house, and also the dog wont have troubles sleeping because the light wont really reflect into the dog house to bother the dog while trying to sleep."
761,10_26710,10,0,light gray :: maybe something else was alredy that color
505,10_26454,10,0,white :: It might affect it by the (DEG)c level in th e dog house and it will make it not as cold as the other colors so it a h otter tempature.
903,10_26852,10,0,white :: This color through off more heat than the res t of them.
1765,10_27714,10,0,white :: white color will deflec more sunlight
1454,10_27403,10,0,dark gray :: dark grey because if you use this color the d og house will be about 48 degrees and the dog house will not be to cold
762,10_26711,10,0,black ::  Black might affect it because the darker the color the the more energy it absorbs.
918,10_26867,10,0,white :: white would reflect heat so the dog would not get verry hot
11,10_25960,10,0,white :: the color white will reflect the sunlight just like the white lid reflected the light from the lamp in the experiment.
1266,10_27215,10,0,dark gray :: I picked Dark grey because it will be consistantly 48(DEG)c i know because in the table For each trial it was 48(DEG)c.
1743,10_27692,10,0,black ::  fdddfddf
1986,10_27935,10,0,white :: dog houses are to protect and SHADE the dog a nd white does not attract heat
878,10_26827,10,0,"white :: Having a white painted roof will reflect heat in the summer, so the dog will not overheat inside it."
1883,10_27832,10,0,"dark gray :: brandi and jerry should use dark gray because it would be a comfertable temperature for the dog at 48(DEG)c, wich the data says is it's average"
98,10_26047,10,0,white :: it will start like geeting old and it wont look like new anymore it will have like scratches and mud and some black things
1414,10_27363,10,0,light gray :: it will let the energy go in and out...
364,10_26313,10,0,light gray :: it will heat the doghouse up just enough to b e the perfect temperature.
1222,10_27171,10,0,white :: That will affect the doghouse becuase that wa y there wont be to much pressure in the dog house. Then the dog wil l be comfortable
1291,10_27240,10,0,dark gray :: it might affect the dog house a little. I cho ose dark gray because it's average.
661,10_26610,10,0,light gray ::  eeee
1720,10_27669,10,0,light gray :: it might make it look not as good but it will also be cooler because black lets the heat in not out . it will also be lighter inside at night.
769,10_26718,10,0,dark gray :: Because dogs can only see light gray or dark gray and its more easyer for him to see his dog house?
1088,10_27037,10,0,white :: i say white because the dog house is already going to be simi warm inside without the paint. and with the white paint the dog house is already like 40(DEG). so the sun shining on the dog hou se that would put the dog house at 80(DEG) inside during the day. then a t night the dog house will be in the 60s somewhere
158,10_26107,10,0,black ::  The wood will be hot
897,10_26846,10,0,"light gray :: If darker colors absorb more heat, then I'm g uessing that that means it absorbs cold temperatures too. So to keep it a t an even balance, I would say the color light gray is the best choice."
359,10_26308,10,0,black :: Black Will Efect The Dog House Alot In The Su mmer Because Balck Is An Energy Color.
554,10_26503,10,0,white ::  White would probably be the best choice to paint the dog house. It would stay at a temperature of about 42(DEG)C. This color doesn't attract heat like black or dark colors do. So I think this would be the best choice.
5,10_25954,10,0,"light gray ::  The darker of color the , the hoter it g ets"
947,10_26896,10,0,dark gray :: when it rains or gets cold the doghouse will be warm and if it hot our the dog can be in some shade
1860,10_27809,10,0,dark gray :: if there is dirt in the dog house it would be hard to see it
943,10_26892,10,0,white :: it would be the color that would attract the least amount of heat
516,10_26465,10,0,white :: ti make ti litere
41,10_25990,10,0,light gray ::  I chose light gray becasue it won't make the dog feel sad.
274,10_26223,10,0,white ::  the doghouse will be warm when the sun hits i t but it won't be so hot and it will be closer to room temperature for th e dog.
1683,10_27632,10,0,black :: The color might affect the outside of the dog house because in the summer it might get lighter and the winter it might get darker
789,10_26738,10,0,black :: how hot it will get
881,10_26830,10,0,light gray :: this color would give the temperature a fresh breeze in the hot summer days &amp; the fall
32,10_25981,10,0,black ::  I chose black because the sun wont reflect th e color black and it wont effect inside the dog house.
1641,10_27590,10,0,white ::  It will affect the doghouse by making it nice and fresh inside the doghouse
821,10_26770,10,0,light gray ::  black is too dark and it will make the dog de peress and the white is too light it will be dirty so soon so gray color will not make it dirty soon and depress. it will make the dog hyper and m ore excited.
1240,10_27189,10,0,black :: I will keep the dog warmer at night and durin g winter when its cold.
1787,10_27736,10,0,dark gray :: drak gray will not over heat the dog or chang e its temperature
