id	prompt	score
en_000001	1	1
en_000002	1	1
en_000003	1	1
en_000004	1	0
en_000005	1	2
en_000006	1	1
en_000007	1	1
en_000008	1	3
en_000009	1	3
en_000010	1	2
en_000011	1	0
en_000012	1	3
en_000013	1	2
en_000014	1	2
en_000015	1	0
en_000016	1	0
en_000017	1	3
en_000018	1	0
en_000019	1	0
en_000020	1	3
en_000021	1	0
en_000022	1	2
en_000023	1	0
en_000024	1	3
en_000025	1	1
en_000026	1	2
en_000027	1	2
en_000028	1	0
en_000029	1	3
en_000030	1	2
en_000031	1	2
en_000032	1	0
en_000033	1	3
en_000034	1	3
en_000035	1	1
en_000036	1	2
en_000037	1	2
en_000038	1	0
en_000039	1	1
en_000040	1	2
en_000041	1	1
en_000042	1	3
en_000043	1	3
en_000044	1	3
en_000045	1	2
en_000046	1	0
en_000047	1	2
en_000048	1	0
en_000049	1	0
en_000050	1	3
en_000051	1	1
en_000052	1	0
en_000053	1	2
en_000054	1	2
en_000055	1	2
en_000056	1	1
en_000057	1	0
en_000058	1	2
en_000059	1	3
en_000060	1	3
en_000061	1	1
en_000062	1	3
en_000063	1	1
en_000064	1	0
en_000065	1	0
en_000066	1	0
en_000067	1	1
en_000068	1	2
en_000069	1	3
en_000070	1	1
en_000071	1	1
en_000072	1	2
en_000073	1	0
en_000074	1	1
en_000075	1	1
en_000076	1	3
en_000077	1	3
en_000078	1	0
en_000079	1	1
en_000080	1	1
en_000081	1	3
en_000082	1	2
en_000083	1	2
en_000084	1	0
en_000085	1	1
en_000086	1	3
en_000087	1	0
en_000088	1	1
en_000089	1	0
en_000090	1	2
en_000091	1	3
en_000092	1	0
en_000093	1	3
en_000094	1	1
en_000095	1	3
en_000096	1	0
en_000097	1	3
en_000098	1	1
en_000099	1	3
en_000100	1	2
en_000101	1	3
en_000102	1	2
en_000103	1	1
en_000104	1	2
en_000105	1	0
en_000106	1	1
en_000107	1	2
en_000108	1	3
en_000109	1	1
en_000110	1	0
en_000111	1	0
en_000112	1	1
en_000113	1	1
en_000114	1	2
en_000115	1	1
en_000116	1	0
en_000117	1	2
en_000118	1	0
en_000119	1	0
en_000120	1	2
en_000121	1	1
en_000122	1	2
en_000123	1	1
en_000124	1	1
en_000125	1	0
en_000126	1	3
en_000127	1	0
en_000128	1	0
en_000129	1	1
en_000130	1	3
en_000131	1	3
en_000132	1	2
en_000133	1	2
en_000134	1	0
en_000135	1	3
en_000136	1	2
en_000137	1	2
en_000138	1	3
en_000139	1	3
en_000140	1	2
en_000141	1	2
en_000142	1	2
en_000143	1	3
en_000144	1	3
en_000145	1	2
en_000146	1	3
en_000147	1	1
en_000148	1	2
en_000149	1	0
en_000150	1	1
en_000151	1	1
en_000152	1	2
en_000153	1	3
en_000154	1	0
en_000155	1	2
en_000156	1	0
en_000157	1	2
en_000158	1	1
en_000159	1	0
en_000160	1	2
en_000161	1	1
en_000162	1	1
en_000163	1	1
en_000164	1	2
en_000165	1	2
en_000166	1	1
en_000167	1	0
en_000168	1	3
en_000169	1	0
en_000170	1	1
en_000171	1	1
en_000172	1	2
en_000173	1	1
en_000174	1	3
en_000175	1	1
en_000176	1	2
en_000177	1	2
en_000178	1	1
en_000179	1	2
en_000180	1	1
en_000181	1	0
en_000182	1	3
en_000183	1	2
en_000184	1	1
en_000185	1	0
en_000186	1	2
en_000187	1	1
en_000188	1	3
en_000189	1	0
en_000190	1	2
en_000191	1	0
en_000192	1	0
en_000193	1	0
en_000194	1	1
en_000195	1	3
en_000196	1	3
en_000197	1	2
en_000198	1	1
en_000199	1	3
en_000200	1	0
en_000201	1	0
en_000202	1	1
en_000203	1	0
en_000204	1	3
en_000205	1	2
en_000206	1	3
en_000207	1	2
en_000208	1	0
en_000209	1	3
en_000210	1	1
en_000211	1	3
en_000212	1	0
en_000213	1	2
en_000214	1	2
en_000215	1	2
en_000216	1	2
en_000217	1	1
en_000218	1	1
en_000219	1	2
en_000220	1	0
