,Unnamed: 0.1,Unnamed: 0,id,text,prompt,score
0,50,50,es_35USIKEBNTTJWRFSABY6ADEQEZH6NJ,"1. der Größe der Behälter. Die N2. Die Menge an Essig, die in jeden Behälter gegossen wird. Die N3. Wie die Masse zu bestimmen. Die N4. Was für ein Material. Die N5. Größe und Form jeder Probe.",1,3
1,160,160,es_3IGI0VL649X9LXLWA7K0RD0HVWWNO0,"Notwendig Typ oder Marke von Essig, Gegenstand für jedes Material verwendet, und wie viel Licht ausgesetzt.",1,3
2,32,32,es_33NF62TLXLFUCG9WXH0FRP2R7PNKJK,"die Masse jeder Probe zu bestimmen, nach 24 Stunden jede Probe mit destilliertem Wasser einweichen und die Behälter kennzeichnen",1,0
3,155,155,es_3HUTX6F6VW0DWBW3OOMGZPXJK6T2OM,"a) Was ist das Ziel des Experiments\nb) Verwenden Sie verschiedene Säure-Lösungen\nc) Mehr Kontrollproben variieren verschiedene Objekte, die anfälliger oder nicht für Säuren sind",1,0
4,183,183,es_3LKC68YZ3CGZ8RUA28BNNWD8OJOWOA,"Sie benötigen Masse, 4 Behälter, Wein und destilliertes Wasser, um das Experiment zu duplizieren.",1,0
5,233,233,es_3QECW5O0KJEL80KY2OADR66I5SCT5L,Sie haben die geschriebenen Einnahmen von ariba. Auch die Anweisungen.,1,0
6,302,302,es_3YJ6NA41JDTVN76CA95NN6OQWHVPJN,"Sie benötigte die Ergebnisse des ersten Experiments, eine Messmessung, um das genaue Gewicht jeder Probe zu messen, benötigte Fotos davon, wie das Ergebnis im ersten Experiment war.",1,0
7,175,175,es_3KKG4CDWKKBKS27KQDMMVEZS9KK94Q,"Es war eine einzigartige Erfahrung zu sehen, wie eine Masse bestimmt wird, wenn sie in Essig ist.",1,0
8,65,65,es_37UQDCYH6Z8F8W26VCPPQ88ZRBHV7U,"Es könnte repliziert werden, indem das Gewicht von sieben verschiedenen Elementen mit einer wissenschaftlichen Balance gemessen wird. Unter Verwendung von sieben Gläsern können Materialien wie Stoff, Gummi, Karton, Glas, Aluminium, Stein und Keramik hinzugefügt werden. Sie werden gekennzeichnet, Essig hinzugefügt und versiegelt. Lassen Sie es 42 Stunden lang kochen. Nachdem 42 Stunden vergangen sind, verwenden Sie destilliertes Wasser, um die Materialien zu spülen und lassen Sie sie dann vollständig trocknen. Mit einer wissenschaftlichen Waage das Gewicht der Materialien wieder messen und die Daten in einer Tabelle hinzufügen. Berechnen Sie den Unterschied zwischen den Massen (g).",1,0
9,263,263,es_3TXMY6UCAG1TF51L0U3Q0715E1EQCQ,"Marmor, Kalk und Plastik.",1,0
10,250,250,es_3S96KQ6I9OHGCDZRHUSWPIUAJVSDT4,1) die Zeit muss notwendig sein.\n2) Formelraum\n3) Durchschnittsmasse,1,0
11,14,14,es_32AT8R96GNM1EFXYEPDVPD2C8JRUS7,"Wie viel Essig wurde zu jeder Probe hinzugefügt?Wo wurde der Essig in den Proben angewendet?; Haben die Proben Fliesen oder fertige Oberflächen, die die Reaktion mit Essig beeinflussen könnten?",1,1
12,202,202,es_3NJM2BJS4YJ8FT060HO102BV93PPCR,"Bestimmen Sie, wie weit der Behälter mit Essig gefüllt wird. Wenn die Probe überprüft werden kann, ohne die Flüssigkeit zu stören und zu identifizieren, warum einige Objekte mehr Masse als andere verloren. Auf das Material gelegt?",1,1
13,270,270,es_3UJ1CZ6IZJ2KT07JDO5NH1AWBA0S57,1. der Wie sieht das physikalische Aussehen der Probe aus? n2. Waschen Sie die Proben nicht nach 24 Stunden.yn3. Gewicht sofort nach 24 Stunden.  W = m/V,1,1
14,22,22,es_336KAV9KYS5PQP05UBVE1GVLZ7QY2A,"Die Art des Holzes müsste bekannt sein, um dieses Experiment zu replizieren, vor allem, wenn ein Holzbürste verwendet wird. Eine zusätzliche Messung sollte enthalten sein, um das Gewicht der feuchten Probe entweder in der Essiglösung oder in einer Waage unmittelbar nach der Extraktion anzuzeigen.",1,1
15,75,75,es_38YMOXR4MWC9JLO62CPT6WRHDXQ6WT,"Erhöhen Sie die Menge der Mischung, wie sie trocknet und wie die Masse beobachtet wird",1,2
16,243,243,es_3QXNC7EIPK83TEPJ7CZKJB9FR9T09R,"Ich glaube, ich brauche die Zeit, in der das Experiment geführt wird. Die Ergebnisse können je nachdem beeinflusst werden, ob es Tag oder Nacht ist, wenn das Experiment durchgeführt wird. Es ist auch notwendig, die Temperatur des Raumes, in dem das Verfahren durchgeführt wird. Sie müssen die Art jedes Materials kennen, da jedes Material unterschiedliche Versionen hat. Zum Beispiel sind Plastik, Glasplastik und Containerplastik, beide sind Plastik, aber sie haben unterschiedliche Strukturen.",1,2
17,85,85,es_39RP059MEJ6JKLBNU10E8EBIIGZBMX,"Weitere Informationen:\n1 Werkzeug zum Spülen jeder Masse.\n2. Behälter, um die Massen zu platzieren.\n3 Messer der Masse.",1,2
18,114,114,es_3D8YOU6S9GXWRHZ17CASO86KIXA6UB,Wie viel Essig wird in die Behälter geworfen? Wie viele Muster sollten mit Wasser gewaschen werden? Der Zustand der Proben: Sind sie flüssig oder fest?,1,2
