,Unnamed: 0,id,text,prompt,score
48,48,es_35GCEFQ6I71EGX6TUXB2YX9FI233Z7,"Cantidad de vinagre a colocar en cada recipiente, tamaño o peso de las muestras a utilizar y condiciones bajo las cuales se debe dejar los recipientes en reposo",1,3
319,319,es_3ZQIG0FLQGTUYB373KX1IO7GT24VWJ,1. Que cantidad de agua destilada se utilizó para el experimento?n2. Que clase de vinagre fue utilizado para el experimento?n3. Que cantidad de vinagre utilizó para el experimento?n4. Qué recipiente usaron para las muestras?n5. A donde dejaron que las muestras se secarán? En el sol? En un aula? n6. Se secaron todas las muestras al mismo tiempo? Dependiendo del material de la muestra puede que se hayan secado a un ritmo mas lento o mas rapido.,1,3
285,285,es_3WR9XG3T65OGEJJRBGO2HI8MLXF748,Dejar uno sin nada para ver las deferncias. nMuestra: VideronMuestra: Metal,1,0
135,135,es_3EWIJTFFVQKKOAG0FNF6BPAQMQ2E0G,no se,1,0
147,147,es_3GDTJDAPVWO0INDGRPG4HCLHBN98MH,Durante el experimento en los datos observe que Madera tiene muchas mas eficiencia que los otros incluyendo Marmol.,1,0
106,106,es_3C2NJ6JBKCUVEQWRN9M3K0XEYZG2N9,"Para empezar, para replicar este experimento solo lo único que necesitaríamos sería cambiar los elementos para realizar pruebas que sean diferentes y conseguir resultados que muestren cambios significativos en su masa. Inicialmente podría utilizar elementos como cartón, icopor, vidrio y ladrillo para sacar muestras que podamos meter en tubos de ensayo (son económicos) a lo que agregaríamos vinagre con el fin de no cambiar el liquido con el que se esta realizando el experimento o poner otros líquidos como soda, líquidos de limpieza (clorox-bleach) y agua de lluvia para conocer los diferentes efectos de estos líquidos en cada material. También es importante que tener os elementos para la medición de las muestras que se van a utilizar y así tener los datos iniciales y los datos finales\n\nEste experimento sería recomendable realizarlo en un ligar donde nadie lo pueda mover y que la temperatura no tenga mayor variación para que las muestras siempre estén estables y no hayan mayor efecto en ella cuando se revisen los resultados. Este procedimiento como se puede apreciar en el anterior experimento, debe ser construido y dejado por 24 horas para que el liquido tenga un efecto sobre el material que se esta probando.\n\nAgregaría datos como:\n*Resistencia del material\n*Grupo al que pertenece el material\n*Liquido utilizado",1,0
321,321,es_3ZSANO2JCHKCVX08J0IW3D19X9NFST,"Para replicar el experimento, hay que poner el agua y el vinagre a la misma vez porque uno no sabe si la diferencia es de el agua o el vinagre. También, sería útil usar masa diferente por saber que es la masa y que es la muestra. Además, uno debería usar muestras que pesan igual al principio.",1,0
254,254,es_3SITXWYCNXMUEXAR882NJVRGPLDBXD,"Se concluye que: La masa Caliza es mas propensa a modificar su masa, cuando se le altera por medio de vinagre, y la masa Madera es mas estable, no sufriendo modificación alguna cuando es expuesta junto al vinagre. Considero que este experimento estaría más completo, si además del vinagre, se utiliza otro líquido como la leche, o aceite. Saludos.",1,0
133,133,es_3ERMJ6L4D05WI98XHKOY3CPM2PLM70,"Se puede repetir el experimento utilizando los mismos materiales pero a temperaturas diferentes (ej. en un frigorífico, en el sol, etc.).\n\nSe puede repetir con los mismos materiales pero con distintos ácidos (ej. ácidos cítricos, agua con gas, etc.) \n\nSe puede repetir el experimento también manteniendo el mismo ácido pero utilizando materiales diferentes (ej. hierro, hueso, carne-para introducir materiales bioloógicas en vez de materiales físicos, etc.).",1,0
287,287,es_3WS1NTTKE0PCUOGWAYZCT7VQ2AN0FW,"PLANCHAR, ALUMINIO, FIBRA",1,0
212,212,es_3OLQQLKKNU2RQGHM1VPCTUPMIL9EJT,Cual muestra puede sobrevivir mas en lluvias acidas. En este caso el caliza tiene el gran diferencia de -1.3 entonces no puede sobrevivir mucho tiempo si sigue estando en un clima acida. Marmol y plastico tambien se acaban en lluvia acida pero se derretirá lentamente. La madera es la unica muestra que no cambio y pueda vivir en esa clima.,1,0
43,43,es_352YTHGROXQD78P3OPAE8VXG21I4HJ,"Para que el experimento tenga éxito y más exactitud, se debería dar más importancia a los recipientes. Unos vasos de precipitados por ejemplo ya que si fueran de según que plástico se podrían obtener datos erróneos.",1,1
264,264,es_3U0SRXB7CFICIADC2Z14L85M6UBRNU,necesario saber si los materiales solamente pueden ser inorganicos o tambien organicos\nNecesario saber las condiciones de temperatura y humedad durante el tiempo de secado,1,1
218,218,es_3P529IW9K0YPRK5IZRLVRRNEX7ULFC,"Necesitariamos saber cuanto vinagre se echo en cada vaso. si los frazcos tenian el mismo vinagre, y cuales materiales se deshacen mas facil en agua",1,1
7,7,es_31Q0U3WYDRSZMKM8OY50JK1J19S712,"necesitaria mas muestras, su masa inicial, y diferencia entre masas.",1,1
281,281,es_3W92K5RLWWU0LSON7JASSOU366G5VR,"Cuanto vinagre echar, cuanto miden los recipientes, cómo determinar la masa",1,2
137,137,es_3F6HPJW4JFDL1K55FADQGJA5PYZ2WN,1. Cuanto vinagre se necesita para cada muestra\n2. Material donde se secan las muestras \n3. Cuanto tiene que pesar cada muestra,1,2
44,44,es_358010RM5G69NB8XDPTNK7LNY0WVXM,"Primariamente, el experimento requiere una lista de utiles. Tambien se necesita saber precisamente cuanto vinagre se usa en los recipientes, y instrucciones de como medir la masa de las muestras para poder replicar el experimento.",1,2
310,310,es_3Z4GS9HPNXNDX61ADEM9KUSW5YF77T,"Nesecitaria el tipo de madera que se ultilizo por ejemplo pino, roble o otro. \nLo mismo para el tipo de plactico que se uso si plastico como una bolsa o otro tipo. \nTambien nesecitaria la temperatura en la cual estuvo cada experimento al tiempo o si hubo algun tipo de calentamiento",1,2
