,Unnamed: 0.1,Unnamed: 0,id,text,prompt,score
0,55,55,es_36V4Q8R5ZMD6ORDCDJX4336H4ACQMO,"Quelle quantité de vinaigre a été fournie dans chaque échantillon. \n-Les plastiques ont différents types, il est nécessaire de connaître quel type de plastique a été utilisé dans cette expérience.\n-Quel type de vinaigre a été utilisé pour l'expérience",1,3
1,162,162,es_3ITXP059PYWS0ZM42Q9HIBT1IA2JSE,"1) Quelle quantité de vinaigre dois-je ajouter à chaque expérience? 2) Avec combien d'eau dois-je laver les échantillons, n'importe quelle quantité? 3) Pendant que j'attends les 30 minutes pour qu'elles sèchent, dois-je les laisser à quelle température? En plein air ou fermé?",1,3
2,203,203,es_3NKQQ8O390IVCQEGHZI6UEGCZJDDUQ,bois,1,0
3,320,320,es_3ZR9AIQJUDM2W8J7QH3T23YZ9KT04J,"Les étudiants pourraient faire les mêmes procédures de l'expérience avec différents trois matériaux différents: comme le coton, le fer, et le bicarbonate de sodium.",1,0
4,153,153,es_3HMVI3QICL5I14I9B7V0WXLGAZQY16,"D'après ce tableau, les résultats de l'échantillon doivent être marbre, bois et plastique dans ce bois est le niveau le plus élevé de masses différentes de 0.00 et le niveau le plus bas de l'échantillon est -1.3 I MARMOL est -0.4 et PLASIC est -0.01",1,0
5,268,268,es_3U8YCDAGXRT9LD65OEA656Z4A02Q0Z,Pourquoi le vinaigre a-t-il un tel effet sur la pierre?Pourquoi le bois n'a-t-il pas d'effet lorsqu'il est mis dans le vinaigre.,1,0
6,6,6,es_31Q0U3WYDRSZMKM8OY50JK1J18B71J,"Utiliser une balance de haute précision pour obtenir des résultats précis dans les mesures. \n Pour les matériaux tels que la calcaire ou le marbre, ne pas utiliser des échantillons trop petits car ils peuvent se dissoudre entièrement en contact avec le vinaigre après 24 heures.\nPour le séchage, les échantillons doivent reposer dans un environnement sec pour éviter la réabsorption de l'humidité.",1,0
7,236,236,es_3QILPRALQ78605YG3QV4URAHO1D8NV,"La masse initiale, la masse finale et la différence entre les masses",1,0
8,252,252,es_3SB4CE2TJX8PVN5Z2U2ROK7ABHKAX5,"Dans la réaction, la paraffine de la bougie est combinée avec de l'oxygène pour produire du dioxyde de carbone et de l'eau (et quelque chose comme le charbon élémentaire ou ""carbonilla"" que nous pouvons oublier. Pour que la réaction soit ajustée, la paraffine doit apporter du charbon et de l'hydrogène dans la même proportion que le méthane (voir figure). L'explication classique est fixée sur le côté gauche de cette réaction pour dire que l'oxygène disparaît au fur et à mesure que la réaction se produit, jusqu'à ce qu'il soit épuisé et qu'il ne reste que de l'azote (4/5 de la quantité originale, par la composition de l'air).",1,0
9,49,49,es_35H6S234SCDF629M6B2KGWE4Q0656S,"despises ed lire eel proceeding De groupes,describe Quelles informations supplémentaires sont nécessaires pour répliquer l'expérience",1,0
10,10,10,es_31Z0PCVWUMS0V4YHQHPAPQKET7DT7L,L'élève doit mesurer le poids de l'échantillon avant de se reposer pendant 30 minutes et sécher et mesurer à nouveau le poids après que les échantillons aient été assis pendant 30 minutes et séchés.,1,0
11,28,28,es_33F859I568QXS7AC34K1G93M1PNHB7,"Laisser sécher très bien, en tenant compte de la température.",1,1
12,52,52,es_36PW28KO419GPNEI7PCZ0VM3TDPAEE,Il faut savoir la quantité de vinaigre pour montrer l'échantillon. Vous devez également savoir la quantité de matériel de l'échantillon à inclure.,1,1
13,189,189,es_3LUY3GC631D23C5A90GQKGJHDNWP7R,Vous occuperiez les mêmes choses qui ont été utilisées pour l'échantillon... Vous occuperiez également la quantité de vinaigre que vous avez utilisé. Les échantillons doivent être retirés en même temps que ceux effectués lors de la première épreuve.,1,1
14,100,100,es_3BF51CHDTXNW8K725ONCWS73C6L0H7,Quelle est la température des échantillons?\à quel niveau de condensation chaque élément a-t-il besoin?\à quelle formule la masse est-elle déterminée?,1,1
15,80,80,es_39JEC7537WELKDX2MTX06U0DTYXVC1,"Des informations supplémentaires seraient nécessaires en ce qui concerne la quantité d'huile à inclure dans chacun des récipients, la densité de cette huile et le volume des échantillons.",1,2
16,121,121,es_3DQQ64TANIYHTR6BH8O2CWIY193WPJ,combien de vinaigre il faut jeter / combien doivent mesurer les récipients / où il faut laisser reposer les échantillons,1,2
17,294,294,es_3X4MXAO0BI1254MQU0SRHRID2UTRWE,"La quantité de vinaigre dans chaque échantillon, la masse initiale des échantillons, la masse finale des échantillons",1,2
18,324,324,es_3ZY8KE4ISLGPEE7LRBYVQZPUV6VQVI,"-Type de vinaigre utilisé(ph du vinaigre)\n-Type de bois et de plastique utilisés(il existe différents types de bois et de plastique)\n-géométrie de l'échantillon(toutes les échantillons ont été de la même géométrie?, prisme, sphère, etc.)",1,2
