,Unnamed: 0.1,Unnamed: 0,id,text,prompt,score
0,217,217,es_3OWEPKL08BP20RTXTL3YGREM58QN7G,"Quantity of vinegar used, type of container used, if the samples are a single piece of material or several pieces that add to the total weight of each sample. All the samples are natural.",1,3
1,78,78,es_39GAF6DQWTD1XAN46W8GPYHMSPI1V8,"The volume of the samples since 10 grams of marble will have a volume less than 10 grams of wood. The class or PH of vinegar, the process of rinse (sink or not?The temperature of the environment to allow the samples to rest",1,3
2,154,154,es_3HRMW88U183I0Y8DWL3POXFZU9OM05,wood,1,0
3,132,132,es_3EO896NRAY8TFZZJRQE7SGPNTDPTJZ,Calice,1,0
4,239,239,es_3QUO65DNQW1MGN5578WM58SB6HAOUV,"Final result, image with demonstration and data",1,0
5,291,291,es_3WZ36BJEV5TNXG173Y1QUS6ACHPTBW,It is necessary to know whether the samples are only of inorganic materials or they can also be organic. The rest of the instructions are clear and easy to replicate.,1,0
6,200,200,es_3NAPMVF0ZYS6B544725EO3BOTKV72I,I could not answer.,1,0
7,74,74,es_38YMOXR4MWC9JLO62CPT6WRH7KWW6T,"After 24 hours, remove the samples from the containers and rinse each sample with distilled water.",1,0
8,29,29,es_33FBRBDW6QCN911PE0MQEGG5GRR8CK,Different materials have different densities.,1,0
9,141,141,es_3FE7TXL1LK0GHN9J31EKOUSJZFD2QC,I think the tables can be improved a bit with more quality image for readers.,1,0
10,316,316,es_3ZPPDN2SLX92K44DFJYZ40BJL7TE9B,Let the samples rest and dry during the final meal.,1,0
11,190,190,es_3LWJHTCVCEZ0IHLVRWTR8DM88TCQFY,"To replicate the procedure, you would need 4 more new and clean containers and 4 more samples identical to those used in the procedure. You would also need to know how much vinegar was thrown into the samples in the first procedure so that you would know how much to throw. Maybe, after the initial procedure and determining the changes in the masses of each sample, I would continue to observe how the samples change by determining the mass three times more in 30-minute intervals.",1,1
12,317,317,es_3ZPPDN2SLX92K44DFJYZ40BJLFTE9R,"the time, how much vinegar was used, and how much mass was used",1,1
13,228,228,es_3PS7W85Z81F49NMA5ENU3MBKWB2T9Y,I don’t understand the question well. 1st We could give more information about what type of equipment is needed. 2nd The wood is natural and does not change in mass. Three Change the majority.,1,1
14,134,134,es_3ERMJ6L4D05WI98XHKOY3CPMA8L7MV,How much vinegar is needed?,1,1
15,151,151,es_3GU1KF0O4KEP5O80MHS6PI5DOOBPBF,Should the containers remain closed or open for 24 hours? are the samples left to rest and dry again in the container or elsewhere? Is there a requirement for ambient temperature?,1,2
16,105,105,es_3BXQMRHWK1BYGKKTUSH9D436GLHMUD,"how the mass is determined at the beginning (with what method), how the mass of the samples is determined at the end, what size and composition are the containers",1,2
17,235,235,es_3QFUFYSY90STTCYXTZME5AL3BOZ4F8,"Students need to add the name of each sample, the size of each substance and the amount of vinegar to be added in each container. (The students need to include the name of each material, the size of each material and the amount of vinegar to be added to the container.)",1,2
18,296,296,es_3XCC1ODXDNOXL7Q4IRTLP20RFKSQR8,"1st A description of the objectives and/or hypotheses of the experiment. A list of required materials including samples. Knowing in what environment the experiment should be done, whether in an open place, in a laboratory. Precautions that should be taken.",1,2
