,Unnamed: 0.1,Unnamed: 0,id,text,prompt,score
0,109,109,es_3COPXFW7XDPQYRCUSU5ZOLO3JWQPK5,"Die Größe des Behälters, die Menge an Essig und die Umweltbedingungen (z. B. Licht und Temperatur).",1,3
1,251,251,es_3S96KQ6I9OHGCDZRHUSWPIUAKEETD9,"1. der Welche Art von Essig würde verwendet werden; Essigsäure oder eine andere Verbindung?\n2. Menge an Essig, die in jeder Probe verwendet werden soll\n3. Endwäsche nur mit destilliertem Wasser? Gibt es weitere Einschränkungen?",1,3
2,323,323,es_3ZY8KE4ISLGPEE7LRBYVQZPU3PJVQL,Bestimmen Sie die Masse für jede Probe,1,0
3,112,112,es_3D4CH1LGEC604I04LEON43WV7UD9GF,"Saurer RegenSaurer Regen ist eine Form der sauren Verschmutzung, die sich auf den Niederschlag (Ablagerung) von Säuren in der Atmosphäre durch Regen, Nebel und Schnee (auch als nasse Ablagerung bezeichnet) bezieht. Die wichtigsten Vorläufersubstanzen von Säuren sind Schwefeloxide (SOx) und Stickoxide (NOx), die von Kraftwerken, Verbrennungsmotoren von Autos und Flugzeugen und einigen anderen Industriezweigen als Produkt der Verbrennung von Brennstoffen mit geringen Anteilen an Schwefel (S) und Stickstoff (N), wie Kohle, Erdgas, Gasöl, Erdöl usw., ausgestoßen werden. nSäuren, vor allem Schwefel- und Salpetersäure, lösen sich in den Wassertröpfchen, die die Wolken bilden, und in den Regenwassertröpfchen selbst und lagern sich auf dem Boden ab. Beide Säuren entstehen in der Atmosphäre, wenn Schwefeltrioxid (SO3) und Stickstoffdioxid (NO2) mit Wasser, Sauerstoff und anderen vorhandenen Chemikalien reagieren. In Gegenwart von Sonnenlicht erhöht sich die Geschwindigkeit der meisten dieser Reaktionen.n Es gibt noch eine andere Form der sauren Verschmutzung, die als trockene Ablagerung bekannt ist und sich auf saure Gase und Partikel bezieht, die vom Wind getragen werden und auf Gebäude, Autos, Häuser und Bäume treffen. Ein weiterer Weg der Abschwemmung sind starke Regenfälle. In diesem Fall werden die sauren Stoffe in den sauren Regen eingearbeitet, was zu einer Erhöhung des Säuregehalts beiträgt.n Etwa die Hälfte der sauren Stoffe in der Atmosphäre gelangt in die Atmosphäre, und etwa die Hälfte der sauren Stoffe in der Atmosphäre gelangt in die Luft.",1,0
4,95,95,es_3AZHRG4CU6XHEC03Q3YASY6T2BM30F,Ich sehe keine Fragen,1,0
5,258,258,es_3TE3O85732LGTOOJGG3KTK2OY9NR2T,"Da Atome in einem Molekül unsichtbar sind, muss es eine ganze Zahl geben und sie müssen wissen, was die Masse der Probe in Gramm ist.",1,0
6,83,83,es_39OWYR0EPM49RJCHI6ALLZPA6KUFYQ,"Der Essig wirkt auf einige der oben aufgeführten Materialien in Bezug auf die Masse, in anderen fast die Eigenschaften dieser bleiben gleich, die Farbe eines von ihnen muss sich ändern, ebenso wie ihr Geruch und Form, das Kalk etwas bilden muss.",1,0
7,152,152,es_3HMIGG0U4NJ0C42UAS4FB78OKHV8YJ,Aus welchem Material wird der Behälter bestehen? Wie man die Massen wiegt,1,0
8,178,178,es_3L2IS5HSFCV4Y25T6TW9QJS6JCYUNS,"In Übereinstimmung mit dieser Tabelle Vier Listen von Schülern, die unter diesen Punkten liegen A, B, C, D. Die B-Geschichte der höchsten Kreditpunkte des Studenten B und der Kreditpunkt und jeder Student hat eine durchschnittliche Punktzahl von C und D. Die Studie enthält eine plastische Verwendung und die Erhaltung des Ergebnisses.",1,0
9,231,231,es_3PZDLQMM0VYCNMZ0YJDP4P32U7V2C3,nicht se,1,0
10,21,21,es_333U7HK6IBSMYA3M50ESNC71PPZDJT,"Nach dieser Tabelle, vier verschiedene Proben und ihre Massen in diesem Abschnitt die höchste Masse ist Holz ist 0.0 und die niedrigste ist Kalk ist -1.3 ist sehr niedrig und die gesamte Tabelle ist Kunststoff ist -0.1 und Mormol ist -0.4, so dass die gesamte Tabelle die Masse enthält.",1,0
11,30,30,es_33JKGHPFYE7LLU0KXR5NZ9BC98QMNQ,"Es ist notwendig, die Prüfung in anderen Arten von Lösungsmitteln wie Alkohol, Wasser, u.a. durchzuführen.",1,1
12,143,143,es_3FTF2T8WLTVW14Q40JS5Q6IJTY39W2,"Die erforderlichen zusätzlichen Informationen wären die Menge an Essig, die sie in die Proben und eine Kontrollgruppe geworfen haben.",1,1
13,177,177,es_3KV0LJBBH4Y60SSCQYM48TGM79JMRN,"Die Liste der Dinge, die Sie am Anfang benötigen, einschließlich, wo Sie sie bekommen können und die Größen. Was ist der Zweck des Experiments, was mit den Ergebnissen zu tun ist, die Bedeutung der Ergebnisse und wie man sie auf das gewöhnliche Leben oder Projekte oder Arbeiten anwendet",1,1
14,275,275,es_3VD82FOHKS1QUTO5LHBMB265VVWOC2,"Zeit, Niveau von Essig, Material",1,1
15,127,127,es_3E47SOBEYS9GY7D2NMYHR5AJNK9CI7,"1. der Wie viel Essig sollte verwendet werden.\n2. Die Größe der Container\n3. Die Konzentration des destillierten Wassers, die verwendet werden soll",1,2
16,259,259,es_3TEM0PF1Q7AFW420JS4M57S5S6K0DI,"1. Spezifizieren Sie das Material der Proben. n2- Die Messung, wie viel Essig weggeworfen werden muss. n3- Wie genau die Proben von Essig entfernt werden.",1,2
17,197,197,es_3MX2NQ3YCB7SPHTI7YBAG9ROFOP5X2,"Ich möchte wissen, welche Art von Essig verwendet wird, welche Menge in jedem Behälter verwendet wird und wie schnell Essig in jedem Behälter wirkt.",1,2
18,40,40,es_34HJIJKLP79IP9KNTERINWOP8AFV48,"1.2 - Nehmen Sie vier Behälter oder Verpackungen der gleichen Portion oder Größe.n2.2 - Stellen Sie sicher, dass die Portion Essig in allen Verpackungen die gleiche ist.n2.3 - Nehmen Sie Proben verschiedener Holzarten, wir nennen sie Material.",1,2
