,Unnamed: 0.1,Unnamed: 0,id,text,prompt,score
0,210,210,es_3O7L7BFSHG2VV5XGJD4CHTAM509EIU,"What is the type of containers used, the amount of vinegar and the amount of distilled water.",1,3
1,208,208,es_3NVC2EB65SCEB7WOYB9JKQ0DCXX3YS,"The amount of vinegar that has been put on each sample, the type of container where the vinegar was put, and the measure of the samples these data would be necessary to replicate this procedure.",1,3
2,115,115,es_3DBQWDE4Y8BNDNFE5SO1I70QG345NW,"The information that is not included is the time for each sample, 24 hours, equal for 30 minutes, and ultimately the difference.",1,0
3,171,171,es_3JNQLM5FT6Z5QQT6BW6O78TPPXGL28,water,1,0
4,238,238,es_3QRYMNZ7F0UPYPQ46O6ZLN643LSTNE,not know,1,0
5,289,289,es_3WYP994K194D8QJ6HD7HRTCXMBOY6S,"Evaporative cooling is different from typical air conditioning systems that use steam compression or absorption cooling cycles. The principle of operation of evaporation cooling is based on using the large water vaporization entalpha, depending on the surface where it is laid.",1,0
6,69,69,es_382M9COHEJS04WSGDUTQ0WYXZVRUED,I did the procedure and were effective on the one hand it manages to make distilled water but also I could make acid water a water that can be used as refrigerant kills insectoy and for battery acid,1,0
7,3,3,es_3137ONMDKIIHZERLTP49WHX6SNOEGB,Marble,1,0
8,146,146,es_3G5W44VEU9VKLEJVPBFCUCABE9UKGR,"According to this table, the different high value of the final table is plastic. Its value is 0 and the least value is 0.1. So the conclusion of this table is plastic is very bad of the whole world echo. Plastic is a very bad material.",1,0
9,205,205,es_3NOKK93PR3LJF0VUNUELWECUES2EES,You will need more plastic and limestone to make the experiment another you see.,1,0
10,173,173,es_3KGTPGBS6ZY89GG0KAYPYVP83C62UT,Caliza,1,0
11,174,174,es_3KJYX6QCMBO8SR38WLEMTYD8IIXJVT,Information about the volume of vinegar is lacking to analyze how much it reacted with the selected materials.,1,1
12,122,122,es_3DY4FPOOA31PQFML4QNVVPZZUFPVRT,How much vinegar to put in each container.,1,1
13,262,262,es_3TVSS0C0E3DFLJZIYPXMH6JVOKDWTR,"First it would start by including a check of a non-acetate sample to see if soon the sample loses mass without being exposed to vinegar. Secondly, to carry out the experiments but once quickly does not always affect the exact loss of mass and thirdly the amount of vinegar used. Also do not use distilled water the water can affect the samples.",1,1
14,116,116,es_3DBQWDE4Y8BNDNFE5SO1I70QLDT5NA,Initial Density (Initial Density) Final Density (Final Density),1,1
15,139,139,es_3FE2ERCCZZL9OIX9QMXSV25CYCKOPP,"the amount of vinegar that is added to each sample, weigh the containers, the temperature at which the samples were left to rest.",1,2
16,277,277,es_3VFJCI1K41C68IWQFVO9VOWPCBORGE,- What would be the initial weight- The amount of vinagren- The type of material of the container that the samples would be left,1,2
17,120,120,es_3DL65MZB8FS4I2BGR38Q6QCRRTECEA,"It would require the size of each of the samples, not all materials are equal even though they weigh similarly.  I would also need the time of day where the samples were placed with vinegar, I think if it was night or day, there would be a difference between the measurements because they can be affected by the temperature. Likewise, you should also know the season in which the experiment is carried out, storm difference can make major change during the experiment.",1,2
18,298,298,es_3XUHV3NRVMBV3RT32UTODN3UR8CH5B,"I would need the amount of vinegar that was used. Also, you would need to know the temperature of the containers during the 24 hours. At the end, both samples volumes are needed before the experiment and after the experiment.",1,2
