,Unnamed: 0,id,text,prompt,score
29,29,es_33FBRBDW6QCN911PE0MQEGG5GRR8CK,des matériaux différents ont des densités différentes,1,0
74,74,es_38YMOXR4MWC9JLO62CPT6WRH7KWW6T,"Après _24 heures, retirez les échantillons des récipients et rincez chaque échantillon avec de l'eau distillée.",1,0
78,78,es_39GAF6DQWTD1XAN46W8GPYHMSPI1V8,"Le volume des échantillons, car _10 grammes de marbre auront un volume plus petit que 10 grammes de bois. Le type ou le pH du vinaigre, le processus de rinçage (immersion ou non ?), la température de l'environnement dans lequel les échantillons sont laissés au repos.",1,3
105,105,es_3BXQMRHWK1BYGKKTUSH9D436GLHMUD,"comment déterminez-vous la masse au début (par quelle méthode), comment déterminez-vous la masse des échantillons à la fin, quelles sont la taille et la composition des récipients ?",1,2
132,132,es_3EO896NRAY8TFZZJRQE7SGPNTDPTJZ,calcaire,1,0
134,134,es_3ERMJ6L4D05WI98XHKOY3CPMA8L7MV,Quelle quantité de vinaigre est nécessaire ?,1,1
141,141,es_3FE7TXL1LK0GHN9J31EKOUSJZFD2QC,Je pense que les tableaux pourraient être un peu améliorés avec une image de meilleure qualité pour les lecteurs.,1,0
151,151,es_3GU1KF0O4KEP5O80MHS6PI5DOOBPBF,Les récipients doivent-ils rester fermés ou ouverts pendant les _24 heures ? Les échantillons doivent-ils reposer et sécher à nouveau dans le récipient ou ailleurs ? Y a-t-il des conditions de température ambiante à prendre en compte ?,1,2
154,154,es_3HRMW88U183I0Y8DWL3POXFZU9OM05,BOIS,1,0
190,190,es_3LWJHTCVCEZ0IHLVRWTR8DM88TCQFY,"Pour reproduire la procédure, vous aurez besoin de _4 autres récipients neufs et propres et de 4 autres échantillons identiques à ceux utilisés dans la procédure. J'aurais également besoin de savoir quelle quantité de vinaigre a été ajoutée aux échantillons lors de la première procédure afin de savoir quelle quantité ajouter. Peut-être qu'après la procédure initiale et la détermination des changements dans la masse de chaque échantillon, je continuerais à observer comment les échantillons changent en déterminant la masse trois fois de plus à des intervalles de 30 minutes.",1,1
200,200,es_3NAPMVF0ZYS6B544725EO3BOTKV72I,Je ne serais pas en mesure de répondre.,1,0
217,217,es_3OWEPKL08BP20RTXTL3YGREM58QN7G,"La quantité de vinaigre utilisée, le type de récipient utilisé, si les échantillons sont un seul morceau de matériau ou plusieurs morceaux qui s'additionnent pour atteindre le poids total de chaque échantillon. Si tous les échantillons sont dans leur état naturel.",1,3
228,228,es_3PS7W85Z81F49NMA5ENU3MBKWB2T9Y,Je ne comprends pas bien la question. _1) Pourriez-vous donner plus d'informations sur le type d'équipement nécessaire ? 2. le bois est naturel et ne change pas de masse. 3. la pierre calcaire s'est transformée en maçonnerie.,1,1
235,235,es_3QFUFYSY90STTCYXTZME5AL3BOZ4F8,"Les élèves doivent indiquer le nom de chaque matériau, la taille de chaque matériau et la quantité de vinaigre à ajouter dans le récipient.",1,2
239,239,es_3QUO65DNQW1MGN5578WM58SB6HAOUV,"Résultat final, photo avec la démonstration et les données",1,0
291,291,es_3WZ36BJEV5TNXG173Y1QUS6ACHPTBW,Il est nécessaire de savoir si les échantillons sont uniquement des matériaux inorganiques ou peuvent également être organiques. Le reste des instructions est clair et il est facile de reproduire l'expérience.,1,0
296,296,es_3XCC1ODXDNOXL7Q4IRTLP20RFKSQR8,"Une description des objectifs et/ou de l'hypothèse de l'expérience. _2. Une liste des matériaux requis, y compris des échantillons. 3. Une description de l'environnement dans lequel l'expérience doit être réalisée, que ce soit dans un lieu ouvert ou dans un laboratoire. Les précautions à prendre.",1,2
316,316,es_3ZPPDN2SLX92K44DFJYZ40BJL7TE9B,Laissez les échantillons reposer et sécher pour obtenir la masse finale.,1,0
317,317,es_3ZPPDN2SLX92K44DFJYZ40BJLFTE9R,"temps, la quantité de vinaigre utilisée, et la masse utilisée.",1,1
