,ItemId,PromptId,Score1,AnswerText
1282,7_18236,7,0,"Rose is busy a lot, and does the best she can. I say that because of this quote: 'From school she'd gone staright to the restaurant to work a four-hour shift, then straight home to help Aunt Kolab prepare a quick supper.'"
1884,7_18838,7,0,THAT YOU CAN DO ANYTHING YOU WANT IN YOUR LIFE..
1163,7_18117,7,0,One of Rose's traits is that she does not like to admit her feelings to others. In her conversation with Anna she acts as though she does not care about how long her father has been gone or how long her mother works.
1714,7_18668,7,0,"Rose is shy. Rose shows this when she is talking to Anna. Rose does not say much, but finally looses patience with Anna. Also, when Rose talks to Aunt Kolab she does not say much either just keeping her thoughts to herself and nodding."
192,7_17146,7,0,Rose can handle pressure quite well. Although she was under enormous self-enflicted pressure she still manged to emerge with an essay topic.
54,7_17008,7,0,Money isx Tha Motive !
2271,7_19225,7,0,confusedAunt Kolab: 'Dou feel so weighed down by what youre doing to help this family'.
1075,7_18029,7,0,she is a very egar person  .
418,7_17372,7,0,"One trait that I can see in Rose is that she doesn't want to her her aunt by telling her the truth.  Also, by listening to her Aunt Kolab she is starting to think her life might get easier.  I think the reason is her Aunt Kolab seems to help people see the good in life."
983,7_17937,7,0,"Rose is respectfull,she doesnt want to hurt her aunt. When Rose doesn't nswer her aunt."
1792,7_18746,7,0,"she is scared and dont know what to do, she feels alone. She wishes her dad was still at home."
1642,7_18596,7,0,"When she is quiet, she seems self concious."
1428,7_18382,7,0,Rose can be described as overwhelmed. She is noted quite a few times through out the story as being overly busy.
2175,7_19129,7,0,Detacted.  During the two conversations she never told the other what she was really feeling.
1447,7_18401,7,0,"Lonely, 'Mama's not home yet, is she. I hate how late she has to work.'"
227,7_17181,7,0,Rose fell asleep trying to work on her essay. When Anna walked in Rose asked if she was ok and Anna said no. Rose told her that she fell asleep. This goes to show that she is always busy and has little time to do anything else.
391,7_17345,7,0,"Rose is a nervous person, she's saying, 'even if i win, i wount get to travel to Sacramento to recieve the prize."
1285,7_18239,7,0,"I think that Rose worries a lot and that she is afraid of hurting others, and that she is afraid to express her real feelings. It says that she was afraid to tell the truth because she thought she would hurt her aunt. Rose doesn't trust her voice because she doesn't want to say anything offensive and therefore, most of the coversation she had with her aunt she remained quiet. She seemed ashamed at even telling her aunt the dream but felt she had to so she wouldn't feel alone."
685,7_17639,7,0,"'only if you already had everthing...' Rose has already discovered that lifr IS in fact about money, without it there is barley any survival."
185,7_17139,7,0,"confused, she doesn't seem to quite understand what her sister is telling her and lead to where she is misguided."
1704,7_18658,7,0,rose knows she has to get the essay done and ann i will ing to help
129,7_17083,7,0,"Rose she has a lot on her plate. She has to work and go to school plus has to watch her sister Anna, Plus Rose seems to be a dreamer , she has a lot of bad dreams everything is hard for both her and Anna."
1018,7_17972,7,0,"Rose had many traits in this story but one that stud out to me was her welling to do everthing. She gos to school, works helps her aunt, and deffends her father about what Anna is saying."
330,7_17284,7,0,She gets worked up easy. She thinks about the essay that she has to wright and that even if she wins she cant go get her prize. Then she thinks about her brother and everything that her parents did for him and about money and why her dad moved so far away.
2019,7_18973,7,0,Rose is a type of person that doesn't give up eaisly and fights untill she gets it all worked out. When her and her sister were fighting she kept arguing untill they came to a conclusion and they both felt they had won and walked away.
635,7_17589,7,0,"Rose can be emberassed. When Rose was talking to her aunt Kolab she just kepted nodding, she didn't say much. that makes me think that she is emberassed."
2343,7_19297,7,0,"Rose seems to feel the weight of the family rests on her shoulders, she questions herself and culture by asking, 'In Cambodia, our first country, what we're all doing would be quite normal, ... '  She thinks that they are different almost in a bad way perhaps.  When her aunt offers to spread their culture it reassures Rose that she is normal."
655,7_17609,7,0,"She feels like she must be completly responsible; it has caused her to over work herself. She has that dream that Pauls body falls on her and she drowns, signifing that she feels his wieght on her"
1899,7_18853,7,0,"This story is discribing that Rose is letting her work control her attitude. When she talks to Anna, ignores her sister's bad dream."
405,7_17359,7,0,"Rose is a very afraid to let any one down.  This trait is both good and bad for her personality.  It is a good thing because, she is always there when someone needs something.  She would do anything to help someone around her.  It is bad because as Rose's dream shows us; Rose can be taking on to much and doesn't know how to let it all go, and tell people she can't handle it."
668,7_17622,7,0,Rose feels as if her life is just going to get somewhat worse then what it is but at the same time it might get better for her because Paul is going to finish college get a good job and pay for Rose and Anna to go to college as well.
1584,7_18538,7,0,Rose is under pressure from all the work she has to complete. Rose feels that she can't squeeze in one other thing into her schedule.
1961,7_18915,7,0,she has too many emotions
932,7_17886,7,0,Rose is easyily discouraged.
421,7_17375,7,0,BUSY'When would she have time to squeeze writing into her schedule
538,7_17492,7,0,She does not want to write her three thousand word paper.  She has two conversations with people but yet she doesn't work on her paper.
1062,7_18016,7,0,"One trait that I believe can describe Rose based on her conversations with Anna or Aunt Kolab is calm. I think this is a good trait to describe Rose because while she was talking to her younger sister Anna, she came up with reasons to help her sister understand why her father and mother are out working and not there with them. Another reason is because while her aunt was talking to her, her Aunt was talking about ways to make Rose feel better. As Rose listened to her aunts suggestions, she calmly nodded her head, in agreement to her aunt."
673,7_17627,7,0,she says her aunt might tell her mom and if she does she'll hurt her.
156,7_17110,7,0,"She is very frustatid, because she has not got her essay complet"
46,7_17000,7,0,Rose is scared of hurting her aunt by telling the truth.
1333,7_18287,7,0,"One way to descibe Rose would be scared, because she don't like fighting and argueing with her mom or her aunt."
2083,7_19037,7,0,One trait that descibes Rose based on her conversation with Anna is mature because she understand what is going on in her house with the money sitution. She tries to explain to Anna why her dad is gone for so long.
314,7_17268,7,0,Rose is a Cambodian girl and it tells you this in the story when it says Cambodia was here first country.
1697,7_18651,7,0,One trait that can describe Rose is her driving need to succeed and help her family in any way she can. The fact that she is trying so hard to help her aunt and wanting to keep her little sisters spirits up.
953,7_17907,7,0,"Rose feels guilty about feeling not wanting to have so much responsibilty in her family, but she is a very nice and sincere person because she didn't want to tell her aunt how she felt."
100,7_17054,7,0,Rose felt an urgent need to relate the dream.
93,7_17047,7,0,"The one trait would have to be honesty. She told Anna how she felt when they were talking. When they were talking about how their dad had to leave to make more money, Anna said 'money isn't everything', Rose said it isn't if you already have everything."
936,7_17890,7,0,"She thought she would she could get a trip to Sacramento to receive a prize, and she had already missed a lot of shifts, and her supervisor was on the verge of firing her."
2372,7_19326,7,0,"Tired, and weighed down by stress. Maybe her life would get easier. Maybe it wouldn't."
274,7_17228,7,0,Rose tries to look at the bright side by telling Anna that everything will be fine but she is actually very worried.
912,7_17866,7,0,Rose speakes her mind and tells how she feels about things.
250,7_17204,7,0,Flexibility because she had to change in many ways from moving to a whole new country and it had really discouraged her. Rose starts to see that there are ways that the situation gets better when at the end of the conversation in paragraph 23 when she sees that maybe her life could get better and she finally thought of a topic for her essay. flexibilt
1891,7_18845,7,0,Rose feels like she has to carry the weight of the whole family because her brother and father were out of the house. Rose had a dream that she was swimming in a lake and suddenly she looked up and her brother jumped in. His body was weighing her down but it seemed like he didnt notice.
2029,7_18983,7,0,"Unsure is a trait i would use to describe Rose. One example is how she if fretting andunsure about the essay contest coming up, and she's also unsure about her brother is what her dream showed."
1317,7_18271,7,0,She feels like she has to do all the work in the family. When her aunt asked her if she feels weighed down by what she has to do for her family.
286,7_17240,7,0,Anna is a VERY smart girl and the reason I think that is because she was gone do a three-thousand word essay.
1032,7_17986,7,0,"In this short story, Rose is having a conversation with her sister about how she is sad that her Papa has to work somewhere else for money. It states 'She tried a laugh that sounded fake even to her (Rose).' which tells the reader that Rose is trying to hide how tired she is, and the ridiculous amount of responsibility she has for her family. From that aspect of the story, Rose seems like a very brave young girl to work hard for her family."
908,7_17862,7,0,"When she was talking to Anna they was sayin that they hate her work sceduile because it was so late. Then they start talking about there brother Paul, and Rose said somthing about him graduateing from college and that when he does and he gets a good job and saves up money then he will pay for them to go to college as well. Anna got mad at Rose and stormed off."
1387,7_18341,7,0,She holds her feelings inside her and doesn't usually let them out. She eventually lets them out when she is talking to Aunt Kolab.
1130,7_18084,7,0,She is very rude because she interupts everyone else. When she asked if her sister was alright she just interupts her and tells Anna what happend to her instead of letting Anna finish what she was going to say.
1664,7_18618,7,0,"she is lonely and dont like having her parents not around. because how she said, 'I hate how late she has to work' and also when she said im so lonesome for Papa'"
1673,7_18627,7,0,"She feels like she isn't ready to have someone else's fate in her hands.  when she talked to Aunt Kolab, she didn't talk, but she did agree that she felt weighted down by all the responsobility, and soon after was grateful that she had talked about it."
458,7_17412,7,0,One trait that can describe Rose is that she never get angry at the people she loves. Rose and Anna have to help Paul finish college and when Paul is out of college he'll pay for Rose and Anna.
1996,7_18950,7,0,She worries too much. Ex. when she tells her aunt about the dream.
345,7_17299,7,0,Rose seems a bit overloaded according to her conversation with Aunt Kolab
1209,7_18163,7,0,She feels like she is not responsible. Her parents and family are counting too much on her.
1535,7_18489,7,0,Rose feels like the weight of paul is on her because she is working to put him through college and when he is done with college he will pay for hher and anna to go to college.
221,7_17175,7,0,"Rose doesn't like the fact that her brother has taken responsibility for both Rose and her sister.  For example, when she said, 'only three years older, he held the fate of two people--both his sisters--in his hands."
224,7_17178,7,0,Imaginative because she thought of that dream.
1290,7_18244,7,0,"Rose is quite uncaring, considering how she ignores her sister and how she complains that she does too much work."
770,7_17724,7,0,That Rose and her aunt both know how Rose feels in their family situation.Rose's aunt asks her 'Do you really feel so weighed down by what you're doing to help this family?'
125,7_17079,7,0,"She's sort of selfish, it seems like all she is focused on is herself. Like when her sister walked in and said she had a bad dream and Anna just ignored her and started talking about herself."
1816,7_18770,7,0,Rose seems very honest for example when her aunt sees that Rose as alot on her mind by the way she acts. When her aunt asked if it was a alot to take in she told the truth she didnt try to ignore she just told her yes.
1253,7_18207,7,0,"Roes thinks that she's the only one trying to do good for the family, when she speaks with Anna, She has a tone about her that explains how she thinks she knows everything. But she also felt to young for all the responsibility that paul put on her, that's why she couldn't tell her aunt about her dream."
1634,7_18588,7,0,She was talking to anna and said he had to go. Los Angeles paid three times what he was making here.'Anna glared at Rose. 'Money isn't everything.'That she was under stress and her mother was working late.
1183,7_18137,7,0,"When Rose talks with Aunt Kalob, she listens to what she has to say. Rose makes sure to think about what Aunt Kalob is saying and takes it to heart. In the story, Rose didn't want to tell her aunt the truth about how she felt about being weighed down by her family, but she still listened to her aunts suggestions for making money."
1510,7_18464,7,0,Rose did not want to hurt her family by telling her aunt that she felt weighed down by helping them so much. She did not answer her aunt's question because she knew that the truth would hurt her aunt and her mother.
2313,7_19267,7,0,"Rose is very sentimental. She takes on the role of being Anna's mom when their real mom isn't there. After Rose realizes that Anna is very upset whie walking in to the room, Rose immediatly asks Anna what is wrong and tries to comfort her."
1745,7_18699,7,0,She is very stressed. When Rose talks to Anna about working on the essay so hard that she fell asleep doing it.
735,7_17689,7,0,"Rose is busy.  Rose is always doing something, wheather it is writting an essay, dreaming, taking care of her sister, or talking to her aunt."
408,7_17362,7,0,One trait that can discribe Rose is she woulod like everything to be her way and if it does not go her way she does not wont to do it.'Ann is mom home yet .' 'Rose know i wish she would come home earlyer and not late all the time dad never did that and that would help me a lot if she came home earlyer.'
1956,7_18910,7,0,they both dont understand what rose  is trying to say
1238,7_18192,7,0,"One trait that can describe Rose based on her conversations with Anna or Aunt Kolab is that she is willing to do anything for her family. She has many things going on in her life that she would like to spend more time on, such as writing her essay. The fact that she has to work at the restaurant and come home and help with supper shows that she is doing everything she can to help her family through their problems. Even if that does mean that she cant always do what she wants to."
2290,7_19244,7,0,"Rose is confused. You can see this when her aunt says, 'This must be difficult for you.'"
1184,7_18138,7,0,She is very hardworking. When the story tells you that she is constantly busy and doesn't have the time to work on this essay.
917,7_17871,7,0,"If she told the truth, she would hurt her aunt."
1869,7_18823,7,0,"One trait that can describe Rose based on her conversations with Aunt Kolab is that she still has growing up to do. Even though she has a lot of responsibility on her shoulders, she is still young. She still has a lot of learning ahead of her. Rose needs someone to talk to when she has a conflict in her life. You can see this trait in the conversation with Rose and Aunt Kolab."
573,7_17527,7,0,"One trait that can describe Rose based on her conversation with Anna is that she believes money is everything.  Anna said 'money isn't everything', and Rose said, 'Only if you already have everything.'"
1441,7_18395,7,0,"One trait I can think of would be unsure of herself. She seems to be unsure if she can help out her family like the others. like she questions whether or not she is capable.She feels as though she would be a let down if she was not able to help out. One detail would be when her aunt ask her ' Do you feel so weighed down by waht you're doing to help this family?', she was unable to answer because she did not want to hurt her aunt."
35,7_16989,7,0,"It appears she tends to feel as if she is living in her brothers shadow, that if she doesnt amount to him she isnt going to be good enough."
1453,7_18407,7,0,"In both conversations they talk about being flustrated and weighed down with stress. Rosa feels she almost can't go on because of the fact her fathers gone and she's left to work. Rosa feels,' that she is too young for so much responsibility.'"
871,7_17825,7,0,A trait Rose has is believing. In the passage she is worried at first about her family and isn't sure if things will get better because her mom's never home and her dad doesn't live with them because he got a better job in Los Angeles that pays three times more than his old job when he lived with them. After Rose had a talk with her Aunt Kolab she started believing that she can help make things better and she would do her best to make that happen.
2079,7_19033,7,0,"Rose is stressed out. She has too many things to do right now in her life. She has to go to school, then work a four-hour shift, then cook supper for her family, and finally work on her essay. She feels she is overworking herself so that her family is supported."
2346,7_19300,7,0,Rose is somewhat of a people pleaser. When she is talking to Anne she tries to justify everything but when really she hurts and hates the situation just as much as Anne.
1342,7_18296,7,0,"Rose felt an urgent need to relate the dream, to expose it so it would loosin its grip on her.She seems to be very open with her family. Also not worried what they think."
422,7_17376,7,0,she is always busy
420,7_17374,7,0,"she is a busy body, cause she always has stuff to do."
1564,7_18518,7,0,"Rose is a very two-faced person. In her conversation with Anna, she faked a laugh that she knew wasn't there. ('She tried a laugh that sounded fake even to her.') And for what reason? to simply get Anna to leave. Additionally, when she spoke with her Aunt Kolab, she did NOT tell her how she really felt because she knew that she would get mad."
2142,7_19096,7,0,"One trait of Rose is that she wants to be like evryone else. An example of when she acts this way, is when she is talking to her sunt. Her aunt asks her if she resents her family because she has to help them out and if she doesn't understand why because she sees the situation through others eyes. Rose answers yes."
278,7_17232,7,0,One trait that can be described is pride instead of rose swallowing her pride and telling Anna what she really felt she coverd up her felling  and told he sister something else in witch to get here sister to leave her alone or change the sbject.
1515,7_18469,7,0,Well it was that time in the kitchen that can desribe Rose how she stood and stalked out of the kitchen.
85,7_17039,7,0,One trait that can describe Rose is reminiscent because she reminisces about their time in Cambodia and she reminices about her broothers graduation andn the teary eyes of her parents.
1410,7_18364,7,0,"Rose is overwhelmed because she feels like she has to do everything. Rose has to work at the restaurant for a four hour shift, then help her Aunt prepare a quick supper. Afterwards she has write her three thousand word essay."
1080,7_18034,7,0,"One trait to describe Rose would be pressured. Rose is constantly busy. Her job, family ,and a three-thousand-word essay are occuping her time. 'In Cambodia, our first country, what we're all doing would be quite normal,' Rose's aunt said to Rose near the end of the passage. This detail suggests that Rose's Aunt and parents are used to the pressure that they might not be able to see things through an American girl's eyes."
2170,7_19124,7,0,Rose was a good person that was nice to everyone. That she cared about everyone.
1407,7_18361,7,0,"Rose is very loving because she works hard to try to help her brother get into a good college and would do anything for him, even if it ends up hurting herself."
888,7_17842,7,0,Rose feels overwhelmed with the burden of responsibility that her family has placed on her. Her dream of Paul's body weighing her down underwater exemplifies this.
138,7_17092,7,0,Rose says that they have their part to do while Paul is away at college. This shows that Rose is independent and smart.
2185,7_19139,7,0,That she is try to act happy around her family when she really isn't
1045,7_17999,7,0,"Dragged, because of the dream she had the night before that she told her aunt."
514,7_17468,7,0,"One trait of Rose seen in her conversation with Anna is a selfish trait.  Anna is attempting to confide in Rose, but Rose just pulls the conversations topic back to herself."
