,Unnamed: 0,id,text,prompt,score
35,35,zh_010036,(_1) Material des Behälters (2) Menge des in die vier Behälter eingefüllten Essigs (3) Ob der Rückstand beim Schrubben ausgewaschen wurde,1,2
57,57,zh_010058,"(_1) Einstellen des pH-Werts des Materials mit einer alkalischen Lösung (2) Nicht abwarten, bis das Material an der freien Luft getrocknet ist Manuelle Trocknung",1,0
60,60,zh_010061,"(_1) Der pH-Wert des Essigs muss dem des sauren Regens nahe kommen (2) Destilliertes Wasser bürstet den Essig, so dass er vollständig ausgewaschen wird (3) Die Bedienung ist bei der Messung der Masse nicht falsch",1,0
63,63,zh_010064,"Hinterlässt die durch die Säure verursachte Korrosion neues Material auf der Oberfläche der Probe? Wenn das entstandene Material fest mit der Probe verbunden ist, ist das Experiment nicht korrekt und muss verbessert werden.",1,0
94,94,zh_010095,(_1) Zugabe gleicher Mengen Essig (2) Sortieren (3) Wiederholtes Spülen mit destilliertem Wasser (4) Wechsel zu Substanzen mit unterschiedlichem Säuregehalt für mehrere Versuche,1,1
96,96,zh_010097,"Zusätzliche Informationen (_1) die Menge des Essigs, die von jeder einzelnen Probe verbraucht wird (2) ob Verunreinigungen entstehen werden",1,1
101,101,zh_010102,"(_1) Holz trocknet nicht leicht und sollte gewogen werden, nachdem sichergestellt wurde, dass es vollständig trocken ist, einschließlich der Faserseite. (2) Das Volumen der vier Materialien, die Oberfläche, d.h. die Form und die Größe sollten vorzugsweise gleich sein (3) Die Platzierungsumgebung ist die gleiche, um hohe Temperaturen zu vermeiden, damit der Essig spielen kann",1,3
103,103,zh_010104,Wiege die Masse der Flüssigkeit im Behälter und wiege dann die Masse der Flüssigkeit im Behälter nach dem Experiment zum Vergleich.,1,0
118,118,zh_010119,(_1) Auswahl verschiedener Materialien (2) Erhöhung der Ausgangsmasse (3) Erhöhung der Art der Probe,1,0
145,145,zh_010146,(_1) ob die Probe Verunreinigungen enthält (2) ob ein Katalysator hinzugefügt wird (3) ob die Essigkonzentration bei jedem Versuch gleich ist (4) ob gerührt wird,1,2
148,148,zh_010149,"(_1) Menge des zugeführten sauren Regens (2) Grad der Korrosion des Materials (3) Zeit, in der es durch sauren Regen korrodiert wurde",1,1
169,169,zh_010170,"Die gleiche Masse einer Substanz zu nehmen und die Masse zu messen, nachdem sie für verschiedene Zeiten in Essig derselben Konzentration eingelegt wurde Die gleiche Masse einer Substanz zu nehmen und die Masse zu messen, nachdem sie für dieselbe Zeit in Essig verschiedener Konzentrationen eingelegt wurde",1,0
182,182,zh_010183,"Ein wenig rotes Zedernholz, Weihrauchholz und wertvolle Hölzer werden mit saurem Regen infiltriert, um ein vergleichsweise kleines Ergebnis zu erzielen",1,0
190,190,zh_010191,(_1) Masse des Wassers (2) Volumen der Probe (3) Temperatur des Experiments,1,2
212,212,zh_010213,Die Korrosionsbeständigkeit des Kunststoffs kontrolliert die Ausgangsmasse ebenso wie den in den Behälter eingefüllten Essig.,1,1
220,220,zh_010221,(_1) Wie konzentriert der Essig war (2) Bei welcher Temperatur sich die Gegenstände verändert haben,1,2
249,249,zh_010250,Welche physikalischen Eigenschaften hat der saure Regen?,1,0
277,277,zh_010278,(_1) pH-Wert des Essigs (2) volumetrische Form der Probe und Kontaktfläche der Säure (3) Beeinflussung durch äußere Faktoren,1,3
285,285,zh_010286,Ob die Probe vollständig umgesetzt ist Ob das externe Gas keinen Einfluss auf den Versuch hat Der Wägefehler ist nicht signifikant,1,0
