,Unnamed: 0,id,text,prompt,score
35,35,zh_010036,(_1) Matériau du récipient (2) Quantité de vinaigre versée dans les quatre récipients (3) Si le résidu a été éliminé lors du nettoyage.,1,2
57,57,zh_010058,(_1) Ajuster le pH du matériau avec une solution alcaline (2) Ne pas attendre le séchage à l'air libre Séchage manuel,1,0
60,60,zh_010061,(_1) Le pH du vinaigre doit être proche de celui des pluies acides (2) L'eau distillée brosse le vinaigre pour qu'il soit complètement éliminé (3) L'opération n'est pas incorrecte lorsqu'on mesure la masse,1,0
63,63,zh_010064,"La corrosion causée par l'acide laisse-t-elle un nouveau matériau à la surface de l'échantillon ? Si le matériau produit se lie étroitement à l'échantillon, l'expérience est incorrecte et doit être améliorée.",1,0
94,94,zh_010095,(_1) Ajout de quantités égales de vinaigre (2) Triage (3) Rinçage répété à l'eau distillée (4) Passage à des substances d'acidité différente pour plusieurs expériences,1,1
96,96,zh_010097,Informations supplémentaires (_1) la quantité de vinaigre consommée par chaque échantillon différent (2) si des impuretés seront produites,1,1
101,101,zh_010102,"(_1) Le bois ne sèche pas facilement et doit être pesé après s'être assuré qu'il est complètement sec, y compris du côté du grain. (2)Le volume des quatre matériaux, la surface, c'est-à-dire la forme et la taille, doivent de préférence être les mêmes (3)L'environnement de placement est le même pour éviter que la température ne soit trop élevée pour que le vinaigre joue.",1,3
103,103,zh_010104,"Pesez la masse du liquide dans le récipient, puis pesez la masse du liquide dans le récipient après l'expérience, pour comparaison.",1,0
118,118,zh_010119,(_1) choisir des matériaux différents (2) augmenter la masse initiale (3) augmenter le type d'échantillon,1,0
145,145,zh_010146,(_1) si l'échantillon contient des impuretés (2) si un catalyseur est ajouté (3) si la concentration de vinaigre est la même pour chaque expérience 4 si l'agitation est effectuée,1,2
148,148,zh_010149,(_1) Quantité de pluies acides ajoutées (2) Degré de corrosion du matériau (3) Temps de corrosion par les pluies acides,1,1
169,169,zh_010170,Prendre la même masse de substance et mesurer la masse après l'avoir trempée dans du vinaigre de même concentration pendant des temps différents Prendre la même masse égale de substance et mesurer la masse après l'avoir trempée dans du vinaigre de différentes concentrations pendant le même temps,1,0
182,182,zh_010183,"Un peu de cèdre rouge, de bois d'encens et de bois précieux sont infiltrés par les pluies acides pour obtenir un petit résultat en comparaison...",1,0
190,190,zh_010191,(_1) Masse de l'eau (2) Volume de l'échantillon (3) Température de l'expérience,1,2
212,212,zh_010213,La résistance à la corrosion du plastique contrôle la masse initiale de même qu'elle contrôle le vinaigre versé dans le récipient.,1,1
220,220,zh_010221,(_1) La concentration du vinaigre (2) La température à laquelle les éléments ont changé.,1,2
249,249,zh_010250,Quelles sont les propriétés physiques des pluies acides ?,1,0
277,277,zh_010278,(_1) valeur du pH du vinaigre (2) forme volumétrique de l'échantillon et surface de contact de l'acide (3) influence éventuelle de facteurs externes,1,3
285,285,zh_010286,Si l'échantillon a complètement réagi Si le gaz externe n'a pas d'effet sur l'expérience L'erreur de pesage n'est pas significative,1,0
