,Unnamed: 0,id,text,prompt,score
154,154,zh_010155,各样品的体积 醋的质量 醋的浓度,1,3
265,265,zh_010266,(_1)醋的浓度(2)环境温度(3)加入醋的质量,1,3
260,260,zh_010261,(_1)测量4个不同样品的质量(2)将醋分别倒入4个完全相同的容器中(3)将其中一种材料的样品放入一个容器中并贴上相应的说明标签,1,0
126,126,zh_010127,蒸馏水 烧杯 醋 ,1,0
136,136,zh_010137,(_1) 用蒸馏水洗刷前后样品的质量 (2)各种实验材料是否会蒸发(3)质量对实验的影响,1,0
100,100,zh_010101,(_1)遵循控制变量法(2)材料相同，步骤一致(3)遵守实验的规则,1,0
309,309,zh_010310,每杯酸雨的消耗量，各个杯子里反应变化,1,0
247,247,zh_010248,酸雨对不同材料的影响(_1)测定4个不同样品的质量(2)将醋分别倒入4个完全相同容器中,1,0
125,125,zh_010126,(_1)蒸馏水 (2)烧杯 (3)醋,1,0
264,264,zh_010265,测定_4个不同样品质量，每个容器放一个样品,1,0
209,209,zh_010210,(_1)在容器中产生的其他物质(2)每种材料的特性在容器中表现出的性质(3)各种材料产生结果差异的原因状况。,1,0
202,202,zh_010203,(_1)生成气体的量(2)醋的质量,1,1
102,102,zh_010103,(_1)取同样的样品进行同样的实验(2)样本要和先前的一致 实验步骤也同上(3)容器用完过后要刷洗干净即可进行实验,1,1
83,83,zh_010084,(_1)倒入容器的醋的质量(2)实验后是否有生成物生成(3)容量的容积,1,1
240,240,zh_010241,(_1)醋量相同(2)注意密封(3)涮洗时注意不能损伤样品,1,1
65,65,zh_010066,酸的浓度 样本中是否含有其它物质 应设立对照组进行对比试验,1,2
290,290,zh_010291,(_1)每个容器中醋的浓度 (2)每个容器中 醋的量是否一致,1,2
104,104,zh_010105,(_1) 控制样品初始质量相同 (2)醋的浓度相同 (3)放置时 保持内外环境相同,1,2
45,45,zh_010046,(_1)需要知道醋的PH值(2)需要知道各个材料的与醋接触面积大小是否一致 (3)需要知道反应前后各个物质中有无与醋中化合物发生额外反应的,1,2
