,ItemId,PromptId,Score1,AnswerText
803,6_14762,6,0,"the mitocondria help keep dead cells off the cell membrane, golgi apparatus helps keep the substances moving"
233,6_14192,6,0,"1. Osmosis, the equilzation of water in and outside the cell.2. Organelles, which prevent unessesary functions.3. The Nucleus, the 'brain' of the cell."
571,6_14530,6,0,how much water gets in the cell.it let's oxygen in
1758,6_15717,6,0,Though the electron transport chain.
2022,6_15981,6,0,Translation-using water to move across a cell
153,6_14112,6,0,"Their is a cell wall for plants to protect them selves from bieng hurt.The cell memabrane controls what enters and exit the cell at all times.The nucleuse tells how the cell to function, so it controls the cell membrane and tells it what can enter and what cant."
1234,6_15193,6,0,floatno movementwalk
438,6_14397,6,0,passive transport is when the substance can move freely through the cell membrane.
330,6_14289,6,0,"tRNA, mRNA,rRNA"
541,6_14500,6,0,cells use diffusion to move subtstances across the membrane and obtain equilibrium.
1077,6_15036,6,0,"Difusion, helps move water based particels in and out of the cell. Osmosis:  move non water based particels in ond out of the cell."
2307,6_16266,6,0,Theres is one like a highway called mitocondria.another which are the ribosomes.another which is the messenger.
1083,6_15042,6,0,diffusion when particles separate in the air
23,6_13982,6,0,"Three processes used by cells to control the movement of substances across the cell membrane include: Keeping all the healthy cells healthy, getting rid of the bad cells, and maintaining a smooth environment."
498,6_14457,6,0,osmosis-uses water to move substances from high to lowdiifusion-
1886,6_15845,6,0,Osmosis is the movement of water out of the cell membrane. Diffusion is the movement of substances into the cell through the cell membrane. Some cells have special vacuole sacs that are released out through the cell membrane. The sacs contain the cell's waste in it.
1740,6_15699,6,0,"prophase, anaphase, telophase"
502,6_14461,6,0,Flagellum is a tail like structure that helps the cells move. Sprilla are tail like structures all over that help it move more quickly. Coci is a movement that the cell uses to move all around.
560,6_14519,6,0,exocytosis-movement of substances out of a cellendocytosis-movement of substances into a cellsolute pump-moving substances in and out of cell
1152,6_15111,6,0,The cell wall is one-it only lets certain substances enter the cell.The cytolasm is a substance that fills the cell with a jelly material.The vacuoles moves throughout the cell getting rid of certain substances.
67,6_14026,6,0,1. Golgi Apparatus     2. Endoplasmic Reticulum3.Mitochondria
787,6_14746,6,0,The cell moves its way to the cell membrane by fighting off the fungus.  Then it goes through the stages. Then gets to the cell membrane.
1978,6_15937,6,0,1.) Cells use fiber like hairs to touch the substances and pass them along.2.) Substances can pass straight through them to get to an organ.3.) Substances can combine to the outer membrane of a cell.
2269,6_16228,6,0,Diffusion is part of the movement of substances across the cell membrane.
989,6_14948,6,0,endocytosis- cell membrane envelopes material and is absorbed into the cell.diffusion- concentration gradient is higher outside the cell causing the material to naturally diffuse across the membrane.facilitated diffusion- carrier proteins help materials move with the concentration gradient through the cell membrane.
1634,6_15593,6,0,three processes are tRNA mRNA and rRNA and those trafer thing throught the membrane of the cell to synthesize proteins
1663,6_15622,6,0,"In cells, their plasma mebrain, also know as the cell membrain, is used for most of tbe cells function. The plasma membrain aids in how the cell moves. Also, the plasma membrain also controlls how cells take in food, and how the excrete waist. The plasma membrain, also helps keep the cell its shape."
109,6_14068,6,0,electric currents through the spinal cord going directly to the brain.
69,6_14028,6,0,Diffusion- the process of using water to move across the membrane.Meiosis- the changing of a cell to move or take up space.
2204,6_16163,6,0,The cell is surrounded inside by the cytoplasm. That holds all of the organelles together. The second way is to travel through all the organelles one at a time. The final way is when the substance is entering or leaving the cell through the plasma membrane.
896,6_14855,6,0,The three process that are used to control the movement of substances cross the cell membrane is
1402,6_15361,6,0,"anaphase, telophase, prosphase"
1342,6_15301,6,0,MOVES SLOW BECASE OF THE ENYZYMS
272,6_14231,6,0,"the cell membrane controls them by having openings only certain substances can go in, by making a substance that wont allow them to come in and by letting some in"
731,6_14690,6,0,"The chromosomes help move things acroos the cell, the chemicals, and the substanes in the cell help move"
159,6_14118,6,0,InterphaseProphaseTelophase
2241,6_16200,6,0,"The action of a cell is controlled by the shape of it. So with that being said one of the ways would be that the shape if the cell will help it move throughout the cell membrane. Another way would be that this cell is like a train- it has many stops but they all go to the same destination. Within the cell things go throughout many different places to get where they need to be, where they're actually traveling to."
369,6_14328,6,0,Osmosis-moving water across the cell
2181,6_16140,6,0,one of the tree processes that cells use to control the movement of substances acroos the cell membrane are
653,6_14612,6,0,The cell has a cell wall the controls what comes in and what comes out of the cell. there are holes on the cell wall that only certain things that the cell needs and wants to get rid of.
951,6_14910,6,0,"The three processes used be cells to control the movement of substances across the cell membrane are: active transport, photosynthesis, and hyperactive transport."
584,6_14543,6,0,cells change prokaryotesprotects nucleuscirculates other cells
1700,6_15659,6,0,"endocytocis, exocytocis, ion channels"
592,6_14551,6,0,One processe is called cell divison
